trade_date,returncode,elapsed_seconds,industry_updated,model_rows_cleared,rule_bs_updated,score_rows,empty_industry_rows,null_score_rows,null_liquidity_rows,null_bs_v2_rows,null_consensus_rows,model_field_rows,score_log,status,error
2025-08-06,0,73.496,0,5136,5136,5136,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250806.log,PASS,
2025-08-07,0,76.851,0,5136,5136,5136,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250807.log,PASS,
2025-08-08,0,78.537,0,5137,5137,5137,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250808.log,PASS,
2025-08-11,0,74.65,0,5138,5138,5138,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250811.log,PASS,
2025-08-12,0,73.397,0,5141,5141,5141,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250812.log,PASS,
2025-08-13,0,72.252,0,5138,5138,5138,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250813.log,PASS,
2025-08-14,0,75.167,0,5139,5139,5139,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250814.log,PASS,
2025-08-15,0,70.207,0,5138,5138,5138,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250815.log,PASS,
2025-08-18,0,70.224,0,5136,5136,5136,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250818.log,PASS,
2025-08-19,0,76.916,0,5139,5139,5139,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250819.log,PASS,
2025-08-20,0,79.582,0,5136,5136,5136,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250820.log,PASS,
2025-08-21,0,72.256,0,5139,5139,5139,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250821.log,PASS,
2025-08-22,0,71.162,0,5139,5139,5139,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250822.log,PASS,
2025-08-25,0,70.892,0,5139,5139,5139,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250825.log,PASS,
2025-08-26,0,69.24,0,5140,5140,5140,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250826.log,PASS,
2025-08-27,0,67.697,0,5141,5141,5141,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250827.log,PASS,
2025-08-28,0,67.561,0,5141,5141,5141,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250828.log,PASS,
2025-08-29,0,67.867,0,5138,5138,5138,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250829.log,PASS,
2025-09-01,0,68.117,0,5138,5138,5138,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250901.log,PASS,
2025-09-02,0,68.621,0,5139,5139,5139,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250902.log,PASS,
2025-09-03,0,70.284,0,5141,5141,5141,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250903.log,PASS,
2025-09-04,0,69.615,0,5140,5140,5140,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250904.log,PASS,
2025-09-05,0,72.067,0,5141,5141,5141,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250905.log,PASS,
2025-09-08,0,71.432,0,5142,5142,5142,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250908.log,PASS,
2025-09-09,0,71.71,0,5143,5143,5143,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250909.log,PASS,
2025-09-10,0,71.38,0,5145,5145,5145,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250910.log,PASS,
2025-09-11,0,69.636,0,5143,5143,5143,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250911.log,PASS,
2025-09-12,0,69.76,0,5146,5146,5146,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250912.log,PASS,
2025-09-15,0,69.869,0,5144,5144,5144,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250915.log,PASS,
2025-09-16,0,70.025,0,5145,5145,5145,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250916.log,PASS,
2025-09-17,0,70.225,0,5144,5144,5144,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250917.log,PASS,
2025-09-18,0,70.083,0,5143,5143,5143,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250918.log,PASS,
2025-09-19,0,70.467,0,5144,5144,5144,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250919.log,PASS,
2025-09-22,0,69.996,0,5140,5140,5140,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250922.log,PASS,
2025-09-23,0,70.385,0,5145,5145,5145,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250923.log,PASS,
2025-09-24,0,71.112,0,5143,5143,5143,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250924.log,PASS,
2025-09-25,0,79.652,0,5146,5146,5146,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250925.log,PASS,
2025-09-26,0,73.786,0,5146,5146,5146,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250926.log,PASS,
2025-09-29,0,75.034,0,5141,5141,5141,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250929.log,PASS,
2025-09-30,0,73.932,0,5144,5144,5144,0,0,0,0,0,0,/Volumes/extension/projects/Chenyiyun2087/exports/score_backfill/20260601_172535_553381_44916_2025_full/logs/score_rank_20250930.log,PASS,
