trade_date,production_strategy,shadow_strategy,production_target_position,shadow_target_position,position_diff,production_risk_decision,shadow_risk_decision,risk_decision_diff,shadow_recovery_status,shadow_risk_governor_reasons,top5_overlap,production_top5,shadow_top5,buy_list_added_by_shadow,buy_list_removed_by_shadow,sell_list_added_by_shadow,sell_list_removed_by_shadow,production_estimated_order_value,shadow_estimated_order_value,estimated_order_value_diff,production_theory_return,shadow_theory_return,theory_gap,large_slippage_proxy,limit_up_buy_ratio,unfilled_ratio_proxy,limit_down_sell_ratio,open_gap_proxy,estimated_turnover_impact,execution_feasibility,fp_explanation_label
2026-06-05,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|300620|300750|600183|688630,002463|300620|300750|600183|688630,,,,,0.0,0.0,0.0,-0.020156962004466372,-0.018771922689573506,0.0013850393148928664,0.021359943222831503,0.0,0.0,0.0,-0.015421209902027184,0.0,pass,unknown_pending_forward_return
2026-06-08,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|002636|300620|688146|688498,002463|002636|300620|688146|688498,,,,,0.0,0.0,0.0,-0.030620512719902848,-0.03250781197117436,-0.0018872992512715125,0.031756727823155945,0.0,0.0,0.0,-0.031756727823155945,0.0,degraded_large_slippage_proxy,unknown_pending_forward_return
2026-06-09,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|300319|600522|688146|688498,002463|300319|600522|688146|688498,,,,,371778.0,510535.0,138757.0,0.041309806132004745,0.041475251695269444,0.00016544556326469895,0.01566453088027216,0.0,0.0,0.0,0.007448177481905921,6.587378842629362e-06,pass,unknown_pending_forward_return
2026-06-10,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002463|300308|600522|688146|688498,002463|300308|600522|688146|688498,,,,,178150.0,243600.0,65450.0,-0.010537166414240628,-0.008996989165728997,0.0015401772485116316,0.0326706955808757,0.0,0.0,0.0,-0.01324640724661206,2.4629062929946917e-06,degraded_large_slippage_proxy,unknown_pending_forward_return
2026-06-11,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002460|002463|600522|601208|688146,002460|002463|600522|601208|688146,,,,,30775.0,43085.0,12310.0,0.01580955892944802,0.01839190450866557,0.0025823455792175487,0.01794106345029966,0.0,0.0,0.0,0.004058936549700301,1.287828095882866e-06,pass,unknown_pending_forward_return
2026-06-12,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,000657|002460|002466|600869|688146,000657|002460|002466|600869|688146,,,,,0.0,0.0,0.0,-0.020992204098360445,-0.023690135963519432,-0.0026979318651589868,0.02326144146456576,0.0,0.0,0.0,-0.005727385518229041,0.0,pass,unknown_pending_forward_return
2026-06-15,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,000657|002466|600869|688146|688498,000657|002466|600869|688146|688498,,,,,0.0,0.0,0.0,0.048963766241680196,0.04852572232713048,-0.0004380439145497128,0.022013355551827696,0.0,0.0,0.0,0.005115421540110181,0.0,pass,unknown_pending_forward_return
2026-06-16,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002240|002460|002466|600869|688146,002240|002460|002466|600869|688146,,,,,200310.0,230538.0,30228.0,0.03859357140049391,0.03799222093510757,-0.0006013504653863411,0.01549432766116926,0.0,0.0,0.0,-0.00581792175479166,4.457533378010904e-06,pass,unknown_pending_forward_return
2026-06-17,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,000657|002466|301217|600378|688146,000657|002466|301217|600378|688146,,,,,0.0,0.0,0.0,0.017435558269964346,0.018635675873133417,0.0012001176031690708,0.02076363869626296,0.0,0.0,0.0,-0.01759324940140008,0.0,pass,unknown_pending_forward_return
2026-06-18,production_governed_vol_position,production_governed_vol_position_v1_2b_gate_tuned,0.7,0.7,0.0,normal,normal,False,not_applicable,normal_production_risk_budget,1.0,002080|300285|301217|301526|600378,002080|300285|301217|301526|600378,,,,,0.0,0.0,0.0,0.01187423501191831,0.013674692319225246,0.0018004573073069352,0.018689903882470642,0.0,0.0,0.0,0.0054927529072583995,0.0,pass,unknown_pending_forward_return
