strategy,trade_date,top_n,candidate_count,large_slippage_proxy_missing_ratio,limit_up_buy_ratio_missing_ratio,unfilled_ratio_proxy_missing_ratio,limit_down_sell_ratio_missing_ratio,open_gap_proxy_missing_ratio,estimated_turnover_impact_missing_ratio,execution_proxy_available_ratio,execution_degraded_ratio,execution_degraded_count
production_governed_vol_position_v1_2b_gate_tuned,2024-01-15,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-16,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-16,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-16,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-17,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-17,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-17,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-18,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-18,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-18,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-19,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-01-19,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-01-19,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-01-22,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-22,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-22,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-23,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-23,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-23,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-24,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-24,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-24,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-25,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-25,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-25,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-26,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-26,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-26,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-29,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-29,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-29,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-30,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-30,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-30,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-31,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-31,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-01-31,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-01,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-01,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-01,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-02,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-02,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-02,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-05,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-05,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-05,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-06,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-06,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-06,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-07,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-07,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-07,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-08,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-08,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-08,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-19,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-19,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-19,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-20,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-02-20,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-02-20,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6,3
production_governed_vol_position_v1_2b_gate_tuned,2024-02-21,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-21,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-21,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-22,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-22,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-22,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-23,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-02-23,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-02-23,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-02-26,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-26,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-26,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-27,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-27,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-27,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-28,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-28,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-28,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-02-29,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-29,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-02-29,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-01,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-03-01,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-03-01,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-03-04,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-04,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-04,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-05,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-05,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-05,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-06,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-06,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-06,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-07,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-03-07,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-03-07,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1
production_governed_vol_position_v1_2b_gate_tuned,2024-03-08,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-03-08,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-03-08,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-03-11,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-11,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-11,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
production_governed_vol_position_v1_2b_gate_tuned,2024-03-12,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-03-12,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-03-12,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,2
production_governed_vol_position_v1_2b_gate_tuned,2024-03-13,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4
production_governed_vol_position_v1_2b_gate_tuned,2024-03-13,10,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4
production_governed_vol_position_v1_2b_gate_tuned,2024-03-13,30,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,4
