sample_split,event_date,event_date_key,event_uid,symbol,ts_code,name,event_seq_for_symbol,buy_signal_description,sell_signal_description,total_b_points,total_s_points,buy_points_count,sell_points_count,process_time,score,base_score,penalty,s_trend,s_breakout,s_volume,s_rs,s_contraction,s_liquidity,opt_score,claude_score,bs_score,bs_entry_score,close_price,buy_point_close,price_change_ratio,is_limit_up,pool_type,is_self_selected,ret_1,max_ret_1,mdd_1,hit_1_5pct,hit_1_10pct,days_to_10pct_within_1,ret_3,max_ret_3,mdd_3,hit_3_5pct,hit_3_10pct,days_to_10pct_within_3,ret_5,max_ret_5,mdd_5,hit_5_5pct,hit_5_10pct,days_to_10pct_within_5,ret_10,max_ret_10,mdd_10,hit_10_5pct,hit_10_10pct,days_to_10pct_within_10,ret_20,max_ret_20,mdd_20,hit_20_5pct,hit_20_10pct,days_to_10pct_within_20
train,2026-02-24,20260224,20260224_300024_02,300024,300024.SZ,机器人,2,当天出现买点,当天无卖点,3,2,1,0,2026-02-24 16:54:33,50.12,50.12,0.0,0.0,47.87,96.5,37.82,93.04,25.16,5.65,39.4886,49.91,75.0,17.92,17.92,0.0,0,,1,-0.003348,0.0,-0.003348,0.0,0.0,,-0.023438,0.0,-0.023438,0.0,0.0,,-0.099888,0.0,-0.099888,0.0,0.0,,-0.073661,0.0,-0.099888,0.0,0.0,,-0.16183,0.0,-0.179129,0.0,0.0,
train,2026-02-24,20260224,20260224_300084_02,300084,300084.SZ,海默科技,2,当天出现买点,当天无卖点,3,1,1,0,2026-02-24 16:54:41,42.67,42.67,0.0,0.0,47.87,97.2,84.81,22.83,17.62,5.9,50.6483,59.38,75.0,11.38,11.38,0.0,0,,1,-0.005272,0.0,-0.005272,0.0,0.0,,-0.014938,0.0,-0.026362,0.0,0.0,,0.246046,0.246046,-0.026362,1.0,1.0,4.0,0.019332,0.246046,-0.026362,1.0,1.0,4.0,-0.101933,0.246046,-0.115114,1.0,1.0,4.0
train,2026-02-24,20260224,20260224_300175_01,300175,300175.SZ,ST朗源,1,当天出现买点,当天无卖点,2,1,1,0,2026-02-24 16:57:24,17.62,42.62,25.0,0.0,47.87,73.57,57.92,50.12,1.43,5.3,39.8499,47.09,75.0,6.48,6.48,0.0,0,,1,0.018519,0.018519,0.0,0.0,0.0,,0.04321,0.04321,0.0,0.0,0.0,,-0.010802,0.04321,-0.010802,0.0,0.0,,0.040123,0.04321,-0.010802,0.0,0.0,,-0.084877,0.04321,-0.112654,0.0,0.0,
train,2026-02-24,20260224,20260224_300285_02,300285,300285.SZ,国瓷材料,2,当天出现买点,当天无卖点,3,3,1,0,2026-02-24 16:53:56,38.66,38.66,0.0,0.0,47.87,97.88,53.47,25.54,27.19,7.8,60.5528,62.25,75.0,33.63,33.63,0.0,0,,1,0.049361,0.049361,0.0,0.0,0.0,,0.137675,0.137675,0.0,1.0,1.0,3.0,0.079393,0.145109,0.0,1.0,1.0,3.0,0.13708,0.145109,0.0,1.0,1.0,3.0,-0.069283,0.180791,-0.084151,1.0,1.0,3.0
train,2026-02-24,20260224,20260224_300444_03,300444,300444.SZ,双杰电气,3,当天出现买点,当天无卖点,5,5,1,0,2026-02-24 16:57:00,53.83,53.83,0.0,100.0,47.87,74.85,75.71,46.0,28.71,7.35,50.9438,64.11,75.0,15.65,15.65,0.0,0,,1,-0.002556,0.0,-0.002556,0.0,0.0,,0.052396,0.052396,-0.002556,1.0,0.0,,-0.03131,0.052396,-0.03131,1.0,0.0,,0.125879,0.160383,-0.03131,1.0,1.0,7.0,-0.086262,0.160383,-0.108626,1.0,1.0,7.0
train,2026-02-24,20260224,20260224_300491_02,300491,300491.SZ,通合科技,2,当天出现买点,当天无卖点,3,3,1,0,2026-02-24 16:53:47,30.99,30.99,0.0,0.0,47.87,22.53,39.79,20.56,18.39,6.35,43.439,50.42,75.0,28.08,28.08,0.0,0,,1,0.005699,0.005699,0.0,0.0,0.0,,0.020298,0.027065,0.0,0.0,0.0,,-0.076566,0.027065,-0.076566,0.0,0.0,,0.060539,0.060539,-0.076566,1.0,0.0,,-0.134258,0.096864,-0.134258,1.0,0.0,
train,2026-02-24,20260224,20260224_300693_01,300693,300693.SZ,盛弘股份,1,当天出现买点,当天无卖点,3,2,1,0,2026-02-24 16:56:04,30.23,30.23,0.0,0.0,47.87,22.53,10.12,31.5,21.7,6.25,46.6677,46.36,75.0,39.26,39.26,0.0,0,,1,0.005858,0.005858,0.0,0.0,0.0,,0.069791,0.069791,0.0,1.0,0.0,,0.133979,0.171931,0.0,1.0,1.0,4.0,0.246052,0.246052,0.0,1.0,1.0,4.0,0.128375,0.279929,0.0,1.0,1.0,4.0
train,2026-02-24,20260224,20260224_301107_01,301107,301107.SZ,瑜欣电子,1,当天出现买点,当天无卖点,2,2,1,0,2026-02-24 16:55:49,66.88,66.88,0.0,100.0,47.87,72.16,69.39,79.57,3.94,6.4,52.5168,62.66,75.0,31.16,31.16,0.0,0,WATCH,1,-0.014763,0.0,-0.014763,0.0,0.0,,0.02086,0.02086,-0.014763,0.0,0.0,,-0.068678,0.02086,-0.068678,0.0,0.0,,0.032413,0.032413,-0.069961,0.0,0.0,,-0.134146,0.050706,-0.164955,1.0,0.0,
train,2026-02-24,20260224,20260224_301287_02,301287,301287.SZ,康力源,2,当天出现买点,当天无卖点,4,3,1,0,2026-02-24 16:56:32,60.8,60.8,0.0,100.0,47.87,73.07,66.78,35.09,2.58,6.75,52.8278,62.49,75.0,46.53,46.53,0.0,0,WATCH,1,-0.009456,0.0,-0.009456,0.0,0.0,,-0.031593,0.0,-0.031593,0.0,0.0,,-0.078444,0.0,-0.078444,0.0,0.0,,-0.03804,0.0,-0.090264,0.0,0.0,,-0.131743,0.0,-0.182033,0.0,0.0,
train,2026-02-24,20260224,20260224_600098_01,600098,600098.SH,广州发展,1,当天出现买点,当天无卖点,4,1,1,0,2026-02-24 16:58:01,64.93,64.93,0.0,100.0,47.87,80.93,73.22,28.3,15.49,5.55,60.0949,62.29,75.0,7.08,7.08,0.0,0,WATCH,1,0.008475,0.008475,0.0,0.0,0.0,,0.042373,0.042373,0.0,0.0,0.0,,0.083333,0.09322,0.0,1.0,0.0,,0.083333,0.09322,0.0,1.0,0.0,,0.070621,0.137006,0.0,1.0,1.0,11.0
train,2026-02-24,20260224,20260224_600148_01,600148,600148.SH,长春一东,1,当天出现买点,当天无卖点,3,4,1,0,2026-02-24 16:56:24,37.18,37.18,0.0,0.0,47.87,98.99,51.93,7.01,2.59,6.15,42.747,52.4,75.0,21.11,21.11,0.0,0,,1,-0.000947,0.0,-0.000947,0.0,0.0,,-0.013264,0.000474,-0.013264,0.0,0.0,,-0.0919,0.000474,-0.0919,0.0,0.0,,-0.06253,0.000474,-0.102321,0.0,0.0,,-0.149218,0.000474,-0.202748,0.0,0.0,
train,2026-02-24,20260224,20260224_600157_01,600157,600157.SH,永泰能源,1,当天出现买点,当天无卖点,4,3,1,0,2026-02-24 16:57:51,48.18,48.18,0.0,0.0,47.87,88.63,69.68,37.96,27.89,5.75,54.6968,58.5,75.0,1.68,1.68,0.0,0,,1,0.029762,0.029762,0.0,0.0,0.0,,0.089286,0.089286,0.0,1.0,0.0,,0.095238,0.136905,0.0,1.0,1.0,4.0,0.10119,0.136905,0.0,1.0,1.0,4.0,0.125,0.208333,0.0,1.0,1.0,4.0
train,2026-02-24,20260224,20260224_600230_01,600230,600230.SH,沧州大化,1,当天出现买点,当天无卖点,3,3,1,0,2026-02-24 16:55:59,56.78,56.78,0.0,100.0,47.87,76.83,97.02,49.24,25.85,5.65,55.416,63.77,75.0,21.36,21.36,0.0,0,,1,0.100187,0.100187,0.0,1.0,1.0,1.0,0.159176,0.159176,0.0,1.0,1.0,1.0,0.155431,0.241573,0.0,1.0,1.0,1.0,0.100655,0.241573,0.0,1.0,1.0,1.0,-0.185393,0.241573,-0.218165,1.0,1.0,1.0
train,2026-02-24,20260224,20260224_600435_01,600435,600435.SH,北方导航,1,当天出现买点,当天无卖点,3,2,1,0,2026-02-24 16:57:00,45.4,45.4,0.0,0.0,47.87,87.02,29.98,62.13,25.77,4.8,45.2989,46.93,75.0,17.15,17.15,0.0,0,,1,0.008163,0.008163,0.0,0.0,0.0,,0.0,0.008163,0.0,0.0,0.0,,0.033236,0.100292,0.0,1.0,1.0,4.0,0.008746,0.100292,0.0,1.0,1.0,4.0,-0.150437,0.100292,-0.197085,1.0,1.0,4.0
train,2026-02-24,20260224,20260224_600550_02,600550,600550.SH,保变电气,2,当天出现买点,当天无卖点,4,2,1,0,2026-02-24 16:57:08,49.96,49.96,0.0,100.0,47.87,67.78,78.14,16.09,29.02,6.5,51.6198,53.51,75.0,16.7,16.7,0.0,1,,1,0.041916,0.041916,0.0,0.0,0.0,,0.046707,0.064072,0.0,1.0,0.0,,-0.032934,0.064072,-0.032934,1.0,0.0,,0.124551,0.139521,-0.032934,1.0,1.0,7.0,-0.05509,0.139521,-0.07485,1.0,1.0,7.0
train,2026-02-24,20260224,20260224_600724_01,600724,600724.SH,宁波富达,1,当天出现买点,当天无卖点,3,2,1,0,2026-02-24 16:54:30,40.33,40.33,0.0,0.0,47.87,97.73,85.78,6.72,10.41,6.45,60.8606,63.38,75.0,7.11,7.11,0.0,0,,1,-0.011252,0.0,-0.011252,0.0,0.0,,-0.028129,0.0,-0.028129,0.0,0.0,,-0.074543,0.0,-0.074543,0.0,0.0,,-0.075949,0.0,-0.108298,0.0,0.0,,-0.194093,0.0,-0.229255,0.0,0.0,
train,2026-02-24,20260224,20260224_603601_03,603601,603601.SH,再升科技,3,当天出现买点,当天无卖点,4,3,1,0,2026-02-24 16:56:21,54.17,54.17,0.0,100.0,47.87,84.84,93.83,8.31,28.69,6.45,52.7644,56.63,75.0,11.84,11.84,0.0,1,,1,0.099662,0.099662,0.0,1.0,0.0,,0.106419,0.117399,0.0,1.0,1.0,2.0,-0.028716,0.117399,-0.028716,1.0,1.0,2.0,0.043074,0.117399,-0.032095,1.0,1.0,2.0,-0.061655,0.117399,-0.096284,1.0,1.0,2.0
train,2026-02-24,20260224,20260224_605001_01,605001,605001.SH,威奥股份,1,当天出现买点,当天无卖点,2,1,1,0,2026-02-24 16:57:53,61.48,61.48,0.0,100.0,47.87,83.6,69.32,14.15,3.37,6.4,53.7373,62.15,75.0,8.34,8.34,0.0,0,WATCH,1,-0.017986,0.0,-0.017986,0.0,0.0,,-0.023981,0.0,-0.023981,0.0,0.0,,-0.07554,0.0,-0.07554,0.0,0.0,,-0.007194,0.0,-0.083933,0.0,0.0,,-0.139089,0.0,-0.179856,0.0,0.0,
train,2026-02-24,20260224,20260224_605177_02,605177,605177.SH,东亚药业,2,当天出现买点,当天无卖点,3,3,1,0,2026-02-24 16:57:21,46.51,46.51,0.0,0.0,47.87,77.43,82.12,66.85,3.81,6.3,44.4403,59.2,75.0,22.3,22.3,0.0,0,,1,0.029148,0.029148,0.0,0.0,0.0,,0.0287,0.03722,0.0,0.0,0.0,,-0.035426,0.03722,-0.035426,0.0,0.0,,0.019731,0.03722,-0.041256,0.0,0.0,,-0.093274,0.03722,-0.140359,0.0,0.0,
train,2026-02-24,20260224,20260224_688721_01,688721,688721.SH,龙图光罩,1,当天出现买点,当天无卖点,2,1,1,0,2026-02-24 16:54:34,41.92,41.92,0.0,0.0,47.87,60.64,40.36,85.83,7.4,7.65,46.1306,56.72,75.0,49.0,49.0,0.0,0,,1,0.018367,0.018367,0.0,0.0,0.0,,0.010204,0.046939,0.0,0.0,0.0,,-0.115102,0.046939,-0.115102,0.0,0.0,,-0.088163,0.046939,-0.115306,0.0,0.0,,-0.182041,0.046939,-0.208163,0.0,0.0,
train,2026-02-25,20260225,20260225_000025_01,000025,000025.SZ,特力Ａ,1,当天出现买点,当天无卖点,2,2,1,0,2026-02-25 16:00:46,42.95,42.95,0.0,0.0,47.27,60.48,46.87,60.15,17.67,6.15,47.7452,53.72,75.0,18.56,18.56,0.0,0,,1,-0.014009,0.0,-0.014009,0.0,0.0,,-0.024784,0.0,-0.024784,0.0,0.0,,-0.0625,0.0,-0.0625,0.0,0.0,,-0.061961,0.0,-0.072198,0.0,0.0,,-0.135237,0.0,-0.173491,0.0,0.0,
train,2026-02-25,20260225,20260225_000723_02,000723,000723.SZ,美锦能源,2,当天出现买点,当天无卖点,3,4,1,0,2026-02-25 15:59:29,58.84,58.84,0.0,100.0,47.27,86.48,76.63,46.36,25.26,6.65,51.8428,63.09,75.0,5.07,5.07,0.0,0,,1,-0.009862,0.0,-0.009862,0.0,0.0,,0.043393,0.043393,-0.009862,0.0,0.0,,0.033531,0.086785,-0.009862,1.0,0.0,,0.067061,0.086785,-0.009862,1.0,0.0,,0.001972,0.092702,-0.027613,1.0,0.0,
train,2026-02-25,20260225,20260225_000791_01,000791,000791.SZ,甘肃能源,1,当天出现买点,当天无卖点,3,2,1,0,2026-02-25 15:59:12,32.35,32.35,0.0,0.0,47.27,52.47,36.81,0.86,14.93,6.8,65.2722,56.96,75.0,6.88,6.88,0.0,0,,1,0.039244,0.039244,0.0,0.0,0.0,,0.193314,0.193314,0.0,1.0,1.0,2.0,0.162791,0.193314,0.0,1.0,1.0,2.0,0.231105,0.235465,0.0,1.0,1.0,2.0,0.344477,0.344477,0.0,1.0,1.0,2.0
train,2026-02-25,20260225,20260225_000932_01,000932,000932.SZ,华菱钢铁,1,当天出现买点,当天无卖点,2,2,1,0,2026-02-25 16:01:25,53.57,53.57,0.0,100.0,47.27,95.7,80.4,16.37,24.64,7.45,65.3592,68.65,75.0,6.41,6.41,0.0,0,,1,0.034321,0.034321,0.0,0.0,0.0,,0.059282,0.059282,0.0,1.0,0.0,,0.0,0.059282,0.0,1.0,0.0,,-0.040562,0.059282,-0.042122,1.0,0.0,,-0.179407,0.059282,-0.229329,1.0,0.0,
train,2026-02-25,20260225,20260225_002086_03,002086,002086.SZ,东方海洋,3,当天出现买点,当天无卖点,3,2,1,0,2026-02-25 15:57:56,40.97,40.97,0.0,0.0,47.27,87.22,44.89,15.26,7.99,6.45,33.7698,50.53,75.0,2.32,2.32,0.0,0,,1,0.021552,0.021552,0.0,0.0,0.0,,-0.017241,0.021552,-0.017241,0.0,0.0,,-0.034483,0.021552,-0.034483,0.0,0.0,,-0.021552,0.021552,-0.038793,0.0,0.0,,-0.068966,0.086207,-0.116379,1.0,0.0,
train,2026-02-25,20260225,20260225_002128_02,002128,002128.SZ,电投能源,2,当天出现买点,当天无卖点,4,4,1,0,2026-02-25 16:03:00,38.74,38.74,0.0,0.0,47.27,50.16,37.58,52.0,25.23,5.9,63.087,54.78,75.0,29.26,29.26,0.0,0,,1,-0.006492,0.0,-0.006492,0.0,0.0,,0.113467,0.113467,-0.006492,1.0,1.0,3.0,0.125087,0.125087,-0.006492,1.0,1.0,3.0,0.109847,0.157553,-0.006492,1.0,1.0,3.0,0.021791,0.167761,-0.009029,1.0,1.0,3.0
train,2026-02-25,20260225,20260225_002131_01,002131,002131.SZ,利欧股份,1,当天出现买点,当天无卖点,5,4,1,0,2026-02-25 16:01:35,26.54,26.54,0.0,0.0,47.27,20.41,5.57,51.04,29.94,5.3,48.619,42.73,75.0,9.34,9.34,0.0,0,,1,0.0,0.0,0.0,0.0,0.0,,-0.024625,0.031049,-0.024625,0.0,0.0,,-0.109208,0.031049,-0.120985,0.0,0.0,,-0.110278,0.031049,-0.120985,0.0,0.0,,-0.174518,0.031049,-0.232334,0.0,0.0,
train,2026-02-25,20260225,20260225_002167_01,002167,002167.SZ,东方锆业,1,当天出现买点,当天无卖点,2,0,1,0,2026-02-25 16:00:07,43.19,43.19,0.0,0.0,47.27,89.8,68.37,41.85,25.21,7.5,56.2625,63.16,75.0,14.25,14.25,0.0,0,,1,-0.006316,0.0,-0.006316,0.0,0.0,,0.087018,0.093333,-0.006316,1.0,0.0,,0.127719,0.127719,-0.006316,1.0,1.0,5.0,0.024561,0.127719,-0.006316,1.0,1.0,5.0,-0.141754,0.127719,-0.176842,1.0,1.0,5.0
train,2026-02-25,20260225,20260225_002195_02,002195,002195.SZ,岩山科技,2,当天出现买点,当天无卖点,3,2,1,0,2026-02-25 15:58:26,53.28,53.28,0.0,0.0,47.27,85.37,84.08,48.15,29.81,6.95,51.8142,64.27,75.0,10.57,10.57,0.0,0,,1,0.03122,0.03122,0.0,0.0,0.0,,0.017975,0.047304,0.0,0.0,0.0,,-0.080416,0.047304,-0.083254,0.0,0.0,,0.013245,0.047304,-0.083254,0.0,0.0,,-0.128666,0.047304,-0.172185,0.0,0.0,
train,2026-02-25,20260225,20260225_002204_01,002204,002204.SZ,大连重工,1,当天出现买点,当天无卖点,1,3,1,0,2026-02-25 15:59:15,38.91,38.91,0.0,0.0,47.27,20.41,50.44,82.84,21.0,7.45,52.168,58.66,75.0,7.53,7.53,0.0,0,,1,0.002656,0.002656,0.0,0.0,0.0,,-0.010624,0.002656,-0.010624,0.0,0.0,,-0.082337,0.002656,-0.082337,0.0,0.0,,-0.055777,0.002656,-0.082337,0.0,0.0,,-0.126162,0.002656,-0.171315,0.0,0.0,
train,2026-02-25,20260225,20260225_002239_01,002239,002239.SZ,奥特佳,1,当天出现买点,当天无卖点,1,2,1,0,2026-02-25 16:00:42,45.97,45.97,0.0,0.0,47.27,70.22,69.65,51.94,22.73,6.05,49.8539,57.82,75.0,3.28,3.28,0.0,0,,1,0.003049,0.003049,0.0,0.0,0.0,,-0.033537,0.006098,-0.033537,0.0,0.0,,-0.079268,0.006098,-0.079268,0.0,0.0,,-0.012195,0.006098,-0.079268,0.0,0.0,,-0.07622,0.006098,-0.134146,0.0,0.0,
train,2026-02-25,20260225,20260225_002573_03,002573,002573.SZ,清新环境,3,当天出现买点,当天无卖点,3,2,1,0,2026-02-25 15:58:37,38.19,38.19,0.0,0.0,47.27,69.05,51.77,17.51,2.73,6.45,43.9531,53.7,75.0,3.92,3.92,0.0,0,,1,0.015306,0.015306,0.0,0.0,0.0,,0.020408,0.02551,0.0,0.0,0.0,,-0.002551,0.028061,-0.002551,0.0,0.0,,0.061224,0.061224,-0.002551,1.0,0.0,,-0.005102,0.061224,-0.07398,1.0,0.0,
train,2026-02-25,20260225,20260225_002648_01,002648,002648.SZ,卫星化学,1,当天出现买点,当天无卖点,2,1,1,0,2026-02-25 15:59:01,68.0,68.0,0.0,100.0,47.27,80.51,86.83,60.64,28.52,5.35,65.0954,65.41,75.0,23.43,23.43,0.0,0,WATCH,1,-0.011097,0.0,-0.011097,0.0,0.0,,0.054204,0.054204,-0.011097,1.0,0.0,,0.009816,0.054204,-0.011097,1.0,0.0,,0.192061,0.192061,-0.011097,1.0,1.0,7.0,0.098592,0.241997,-0.011097,1.0,1.0,7.0
train,2026-02-25,20260225,20260225_002669_02,002669,002669.SZ,康达新材,2,当天出现买点,当天无卖点,2,3,1,0,2026-02-25 16:02:06,38.44,38.44,0.0,0.0,47.27,68.96,55.81,25.24,15.5,7.6,45.5818,58.2,75.0,15.16,15.16,0.0,0,,1,0.012533,0.012533,0.0,0.0,0.0,,-0.023087,0.012533,-0.023087,0.0,0.0,,-0.096306,0.012533,-0.096306,0.0,0.0,,-0.077836,0.012533,-0.096306,0.0,0.0,,-0.17876,0.012533,-0.226253,0.0,0.0,
train,2026-02-25,20260225,20260225_002747_01,002747,002747.SZ,埃斯顿,1,当天出现买点,当天无卖点,2,1,1,0,2026-02-25 16:01:06,43.27,43.27,0.0,0.0,47.27,56.37,24.65,95.84,23.32,5.4,38.6826,45.92,75.0,24.22,24.22,0.0,0,,1,-0.009496,0.0,-0.009496,0.0,0.0,,-0.059455,0.0,-0.059455,0.0,0.0,,-0.110239,0.0,-0.110239,0.0,0.0,,-0.077209,0.0,-0.110239,0.0,0.0,,-0.162675,0.0,-0.18332,0.0,0.0,
train,2026-02-25,20260225,20260225_003025_01,003025,003025.SZ,思进智能,1,当天出现买点,当天无卖点,3,3,1,0,2026-02-25 16:02:17,42.95,42.95,0.0,0.0,47.27,56.65,37.47,89.78,4.41,6.3,53.1172,54.11,75.0,14.76,14.76,0.0,0,,1,0.018293,0.018293,0.0,0.0,0.0,,-0.016938,0.018293,-0.016938,0.0,0.0,,-0.044038,0.018293,-0.051491,0.0,0.0,,0.041328,0.041328,-0.051491,0.0,0.0,,-0.071816,0.041328,-0.098916,0.0,0.0,
train,2026-02-25,20260225,20260225_300180_01,300180,300180.SZ,华峰超纤,1,当天出现买点,当天无卖点,1,1,1,0,2026-02-25 16:01:48,38.18,38.18,0.0,0.0,47.27,95.71,43.11,19.03,17.56,7.15,46.9419,55.24,75.0,6.9,6.9,0.0,0,,1,-0.005797,0.0,-0.005797,0.0,0.0,,-0.030435,0.005797,-0.030435,0.0,0.0,,-0.052174,0.005797,-0.052174,0.0,0.0,,0.002899,0.005797,-0.052174,0.0,0.0,,-0.104348,0.03913,-0.131884,0.0,0.0,
train,2026-02-25,20260225,20260225_300322_01,300322,300322.SZ,硕贝德,1,当天出现买点,当天无卖点,1,1,1,0,2026-02-25 15:59:50,41.04,41.04,0.0,0.0,47.27,93.96,67.84,28.53,25.52,8.0,48.7605,62.39,75.0,28.33,28.33,0.0,0,,1,0.01306,0.01306,0.0,0.0,0.0,,-0.024709,0.01306,-0.024709,0.0,0.0,,-0.034239,0.01306,-0.057889,0.0,0.0,,0.039534,0.039534,-0.057889,0.0,0.0,,-0.152489,0.039534,-0.182845,0.0,0.0,
train,2026-02-25,20260225,20260225_300346_01,300346,300346.SZ,南大光电,1,当天出现买点,当天无卖点,4,2,1,0,2026-02-25 15:59:35,38.69,38.69,0.0,0.0,47.27,88.83,8.79,43.88,29.08,6.6,52.3205,49.87,75.0,57.58,57.58,0.0,0,,1,-0.007989,0.0,-0.007989,0.0,0.0,,-0.038729,0.0,-0.038729,0.0,0.0,,-0.115144,0.0,-0.115144,0.0,0.0,,-0.113234,0.0,-0.126954,0.0,0.0,,-0.195728,0.0,-0.232372,0.0,0.0,
train,2026-02-25,20260225,20260225_300355_01,300355,300355.SZ,蒙草生态,1,当天出现买点,当天无卖点,1,1,1,0,2026-02-25 16:00:20,34.79,34.79,0.0,0.0,47.27,99.61,54.19,2.95,12.38,7.6,47.801,57.96,75.0,4.19,4.19,0.0,0,,1,0.059666,0.059666,0.0,1.0,0.0,,0.019093,0.059666,0.0,1.0,0.0,,0.038186,0.059666,0.0,1.0,0.0,,0.026253,0.059666,0.0,1.0,0.0,,-0.093079,0.059666,-0.136038,1.0,0.0,
train,2026-02-25,20260225,20260225_300569_03,300569,300569.SZ,天能重工,3,当天出现买点,当天无卖点,4,3,1,0,2026-02-25 15:58:42,37.24,37.24,0.0,0.0,47.27,48.3,52.75,30.37,13.55,5.95,45.5198,52.59,75.0,6.3,6.3,0.0,0,,1,0.034921,0.034921,0.0,0.0,0.0,,0.011111,0.038095,0.0,0.0,0.0,,0.004762,0.038095,0.0,0.0,0.0,,0.106349,0.106349,0.0,1.0,1.0,10.0,0.192063,0.32381,0.0,1.0,1.0,10.0
train,2026-02-25,20260225,20260225_300618_01,300618,300618.SZ,寒锐钴业,1,当天出现买点,当天无卖点,1,2,1,0,2026-02-25 16:00:44,39.35,39.35,0.0,0.0,47.27,99.03,84.21,13.3,26.36,7.75,61.3034,58.97,75.0,53.0,53.0,0.0,1,,1,-0.026792,0.0,-0.026792,0.0,0.0,,-0.004151,0.021509,-0.026792,0.0,0.0,,-0.065849,0.021509,-0.065849,0.0,0.0,,-0.086226,0.021509,-0.093774,0.0,0.0,,-0.210755,0.021509,-0.24566,0.0,0.0,
train,2026-02-25,20260225,20260225_300705_01,300705,300705.SZ,九典制药,1,当天出现买点,当天无卖点,2,1,1,0,2026-02-25 16:02:15,44.06,44.06,0.0,0.0,47.27,88.08,46.12,41.65,7.44,7.3,55.473,59.16,75.0,15.69,15.69,0.0,0,,1,-0.007648,0.0,-0.007648,0.0,0.0,,-0.04334,0.0,-0.04334,0.0,0.0,,-0.073932,0.0,-0.073932,0.0,0.0,,-0.0529,0.0,-0.073932,0.0,0.0,,-0.134481,0.0,-0.154238,0.0,0.0,
train,2026-02-25,20260225,20260225_300769_02,300769,300769.SZ,德方纳米,2,当天出现买点,当天无卖点,3,3,1,0,2026-02-25 15:59:55,46.4,46.4,0.0,0.0,47.27,92.93,39.69,71.43,24.11,7.0,38.6963,53.45,75.0,42.86,42.86,0.0,0,,1,-0.019365,0.0,-0.019365,0.0,0.0,,-0.011666,0.0,-0.019365,0.0,0.0,,-0.037331,0.0,-0.037331,0.0,0.0,,0.027765,0.027765,-0.037331,0.0,0.0,,0.051097,0.080728,-0.037331,1.0,0.0,
train,2026-02-25,20260225,20260225_300829_01,300829,300829.SZ,金丹科技,1,当天出现买点,当天无卖点,2,3,1,0,2026-02-25 15:59:26,41.85,41.85,0.0,0.0,47.27,88.96,64.08,22.14,9.58,6.65,53.6247,59.11,75.0,19.05,19.05,0.0,0,,1,0.0021,0.0021,0.0,0.0,0.0,,-0.022572,0.0021,-0.022572,0.0,0.0,,0.055118,0.055118,-0.022572,1.0,0.0,,0.119685,0.129134,-0.022572,1.0,1.0,9.0,0.088714,0.130709,-0.022572,1.0,1.0,9.0
train,2026-02-25,20260225,20260225_300995_01,300995,300995.SZ,奇德新材,1,当天出现买点,当天无卖点,3,2,1,0,2026-02-25 16:01:56,40.93,40.93,0.0,0.0,47.27,83.88,25.99,60.33,4.68,7.9,40.1069,53.63,75.0,39.66,39.66,0.0,0,,1,-0.002521,0.0,-0.002521,0.0,0.0,,-0.015633,0.002018,-0.015633,0.0,0.0,,-0.073625,0.002018,-0.073625,0.0,0.0,,-0.012608,0.002018,-0.073625,0.0,0.0,,-0.158345,0.002018,-0.212809,0.0,0.0,
train,2026-02-25,20260225,20260225_600143_01,600143,600143.SH,金发科技,1,当天出现买点,当天无卖点,1,1,1,0,2026-02-25 16:02:07,42.27,42.27,0.0,0.0,47.27,50.71,13.79,98.59,28.19,6.35,48.3514,49.41,75.0,19.34,19.34,0.0,0,,1,-0.007239,0.0,-0.007239,0.0,0.0,,-0.029473,0.0,-0.029473,0.0,0.0,,-0.087384,0.0,-0.087384,0.0,0.0,,-0.062565,0.0,-0.087384,0.0,0.0,,-0.117373,0.0,-0.17425,0.0,0.0,
