event_uid,event_date,symbol,ts_code,rel_ret_d0,rel_ret_d1,rel_ret_d2,rel_ret_d3,rel_ret_d4,rel_ret_d5,rel_ret_d6,rel_ret_d7,rel_ret_d8,rel_ret_d9,rel_ret_d10,rel_ret_d11,rel_ret_d12,rel_ret_d13,rel_ret_d14,rel_ret_d15,rel_ret_d16,rel_ret_d17,rel_ret_d18,rel_ret_d19,rel_ret_d20
20260408_002204_03,2026-04-08,002204,002204.SZ,0.0,-0.028694,-0.030129,-0.032999,-0.031564,-0.032999,-0.031564,-0.035868,-0.012912,-0.010043,-0.008608,-0.011478,-0.022956,-0.021521,-0.011478,-0.014347,-0.017217,-0.02439,-0.034433,-0.030129,
20260408_002343_02,2026-04-08,002343,002343.SZ,0.0,-0.028963,-0.01372,-0.027439,-0.025915,-0.044207,-0.022866,-0.025915,-0.021341,-0.019817,-0.03811,-0.051829,-0.059451,-0.047256,-0.057927,-0.03811,-0.054878,-0.051829,-0.047256,-0.036585,
20260408_002458_03,2026-04-08,002458,002458.SZ,0.0,-0.009454,-0.004202,0.037815,0.053571,0.059874,0.091387,0.081933,0.096639,0.168067,0.168067,0.152311,0.152311,0.142857,0.134454,0.165966,0.177521,0.24895,0.226891,0.213235,
20260408_002475_02,2026-04-08,002475,002475.SZ,0.0,0.053951,0.113067,0.121102,0.131433,0.124546,0.156495,0.143103,0.257509,0.257892,0.301511,0.296537,0.262675,0.376889,0.336905,0.313182,0.281806,0.283337,0.330017,0.36388,
20260408_002549_02,2026-04-08,002549,002549.SZ,0.0,0.006273,0.012546,-0.003659,0.010455,-0.006796,0.013591,0.015159,0.043387,0.079456,0.007318,-0.01725,0.044433,0.060115,0.09357,0.063251,0.035546,0.065865,0.039728,0.008364,
20260408_002555_01,2026-04-08,002555,002555.SZ,0.0,-0.022668,-0.004795,-0.044028,-0.031386,-0.013949,0.015257,-0.031822,-0.047515,-0.044464,-0.057105,-0.071491,-0.09939,-0.07803,-0.057977,-0.041848,-0.065824,-0.054054,-0.032258,-0.025719,
20260408_002903_02,2026-04-08,002903,002903.SZ,0.0,0.00268,0.00804,0.068342,0.091792,0.040201,0.052931,0.072027,0.067002,0.125293,0.090452,0.062982,0.046901,0.102848,0.115913,0.227471,0.251926,0.377219,0.514908,0.552429,
20260408_300450_01,2026-04-08,300450,300450.SZ,0.0,-0.012375,0.0275,0.045178,0.064231,0.038303,0.054017,0.09998,0.11373,0.150658,0.154979,0.121194,0.118837,0.128069,0.087409,0.096248,0.084659,0.119819,0.10607,0.075427,
20260408_300542_01,2026-04-08,300542,300542.SZ,0.0,-0.046018,-0.015929,-0.041298,-0.037758,-0.043658,-0.039528,-0.047788,-0.046608,-0.073746,-0.074336,-0.092035,-0.086136,-0.079646,-0.108555,-0.107375,-0.099115,-0.090265,-0.077876,-0.067847,
20260408_300596_01,2026-04-08,300596,300596.SZ,0.0,-0.002857,0.002857,-0.020659,-0.019121,-0.046374,-0.037143,-0.036264,-0.04989,-0.05956,-0.116484,-0.125275,-0.110769,-0.102637,-0.00989,-0.023736,-0.045934,-0.037802,-0.050769,-0.020659,
20260408_300628_03,2026-04-08,300628,300628.SZ,0.0,-0.007219,0.001155,0.04216,0.039272,0.019059,0.030032,0.030032,0.03754,0.032053,0.091539,0.076523,0.076812,0.079988,0.062662,0.062662,0.054866,0.063817,0.071903,0.080566,
20260408_300671_01,2026-04-08,300671,300671.SZ,0.0,-0.002703,0.044226,0.151351,0.159705,0.093857,0.096314,0.093366,0.094595,0.133907,0.143489,0.125553,0.170762,0.130221,0.09312,0.126536,0.143243,0.157248,0.182801,0.321867,
20260408_300674_02,2026-04-08,300674,300674.SZ,0.0,-0.03292,-0.005248,-0.027672,-0.024809,-0.033397,-0.021947,-0.020038,-0.015744,-0.028149,-0.01813,-0.031011,-0.033397,-0.040076,-0.066317,-0.077767,-0.071088,-0.050095,-0.033874,-0.013359,
20260408_300741_04,2026-04-08,300741,300741.SZ,0.0,0.005357,-0.013104,-0.030975,-0.027396,0.057177,0.025012,0.031564,0.034543,0.003573,0.00893,0.006552,0.011314,-0.000595,-0.00415,-0.018419,-0.014257,-0.001772,-0.002366,0.007146,
20260408_300995_03,2026-04-08,300995,300995.SZ,0.0,-0.016346,-0.012118,0.005076,0.019166,0.011556,0.024804,0.018604,0.00311,0.004795,0.013784,-0.003351,-0.004475,0.00311,-0.015992,0.010975,-0.003632,2e-05,0.015469,0.027829,
20260408_301251_03,2026-04-08,301251,301251.SZ,0.0,0.027108,0.04962,0.071972,0.081167,0.070545,0.085289,0.084496,0.066582,0.066265,0.077838,0.019341,0.013792,0.023621,-0.003805,0.007609,-0.002378,0.023621,0.058814,0.077204,
20260408_301287_03,2026-04-08,301287,301287.SZ,0.0,-0.007087,-0.006851,-0.004961,-0.002599,0.002599,0.022915,0.014647,0.020789,0.02953,-0.019844,-0.043468,-0.038034,-0.015356,-0.008977,0.029766,0.050791,0.054099,0.067801,0.078195,
20260408_600392_02,2026-04-08,600392,600392.SH,0.0,0.021836,0.017792,0.030732,0.014153,-0.006874,0.027497,0.058633,0.088152,0.10837,0.107157,0.0093,0.010109,-0.018197,-0.037202,0.059038,0.052568,0.078852,0.088556,0.071573,
20260408_600754_05,2026-04-08,600754,600754.SH,0.0,-0.023734,-0.026213,-0.027276,-0.048884,-0.037194,-0.012044,-0.041445,-0.038611,-0.045696,-0.069784,-0.060928,-0.082182,-0.103436,-0.108041,-0.061637,-0.09458,-0.138859,-0.149841,-0.148424,
20260408_600757_04,2026-04-08,600757,600757.SH,0.0,0.005525,0.018785,0.00663,-0.005525,0.003315,-0.026519,-0.033149,-0.034254,-0.038674,-0.038674,-0.030939,-0.032044,-0.045304,-0.037569,-0.038674,-0.048619,-0.046409,-0.044199,-0.047514,
20260408_600789_01,2026-04-08,600789,600789.SH,0.0,-0.021176,-0.016471,-0.028235,-0.023529,-0.002353,-0.014118,-0.029412,-0.028235,-0.032941,-0.035294,-0.036471,-0.044706,-0.049412,-0.048235,-0.04,-0.042353,-0.02,-0.015294,-0.003529,
20260408_601021_02,2026-04-08,601021,601021.SH,0.0,-0.021994,-0.031038,-0.043577,-0.025694,-0.018499,-0.019116,-0.025077,-0.000617,0.001028,-0.008016,-0.00925,-0.008839,-0.016855,-0.039054,-0.029805,-0.030216,-0.030421,-0.015211,-0.0148,
20260408_601108_02,2026-04-08,601108,601108.SH,0.0,-0.021661,-0.00722,0.008424,0.01444,0.006017,0.0,0.0,-0.002407,-0.012034,0.00361,-0.008424,-0.001203,-0.015644,-0.01083,-0.01083,-0.004813,0.002407,0.025271,0.01083,
20260408_603168_04,2026-04-08,603168,603168.SH,0.0,-0.04096,-0.029661,-0.042373,-0.048023,-0.060734,-0.04661,-0.080508,-0.084746,-0.087571,-0.084746,-0.100282,-0.081921,-0.063559,-0.064972,-0.048023,-0.048023,-0.056497,-0.056497,-0.05226,
20260408_603188_01,2026-04-08,603188,603188.SH,0.0,-0.013889,0.001984,-0.001984,-0.007937,-0.035714,-0.011905,-0.045635,-0.031746,-0.031746,-0.047619,-0.055556,-0.021825,-0.001984,-0.017857,-0.007937,0.055556,0.065476,0.027778,0.035714,
20260408_603307_02,2026-04-08,603307,603307.SH,0.0,-0.001526,0.003051,-0.00356,0.005339,0.005339,0.012967,0.00178,0.012713,0.01195,0.005594,-0.014493,-0.005085,0.016527,0.008391,0.057717,0.076023,0.11162,0.13552,0.148996,
20260408_603477_03,2026-04-08,603477,603477.SH,0.0,-0.017917,-0.048152,0.007279,0.049272,0.056551,0.054871,0.040873,0.030795,0.024636,0.016797,0.013998,-0.006159,-0.032475,-0.019597,0.035834,0.053191,0.073908,0.05991,0.044793,
20260408_603790_02,2026-04-08,603790,603790.SH,0.0,-0.02679,-0.031181,-0.037769,-0.053579,-0.052262,-0.024594,-0.02635,-0.008783,0.019324,0.022398,0.022398,0.025472,0.064559,0.059289,0.071146,0.077734,0.115942,0.099253,0.110233,
20260408_603881_04,2026-04-08,603881,603881.SH,0.0,-0.006369,0.015032,0.023949,0.049427,0.026752,0.072102,0.042293,0.005605,-0.029809,0.008153,-0.01121,-0.033885,-0.049682,-0.067261,-0.05172,-0.059618,-0.019108,0.007643,0.024204,
20260408_688017_03,2026-04-08,688017,688017.SH,0.0,-0.020496,0.002703,-0.00231,0.016957,0.014991,0.022266,0.04694,0.035979,0.048513,0.081298,0.001573,0.008897,0.050872,0.020644,0.05682,0.101597,0.114819,0.132858,0.292652,
20260408_688308_01,2026-04-08,688308,688308.SH,0.0,0.084598,0.049505,0.043564,0.09791,0.072827,0.144114,0.254125,0.078878,0.054895,0.090429,0.015182,0.019252,-0.008691,-0.046645,0.032673,0.052145,0.083608,0.124092,0.09637,
20260408_688418_04,2026-04-08,688418,688418.SH,0.0,-0.004515,-0.028517,0.014971,0.135932,0.121673,0.131179,0.132842,0.175143,0.211977,0.208175,0.109553,0.068203,0.061787,-0.006416,0.008793,0.117633,0.156606,0.207462,0.288023,
20260409_000039_03,2026-04-09,000039,000039.SZ,0.0,0.029386,0.021608,0.012965,0.026793,0.045808,0.00605,-0.010372,-0.019015,0.002593,-0.019879,-0.039758,-0.035436,-0.023336,0.07433,0.070873,0.15471,0.141746,0.107174,,
20260409_001299_04,2026-04-09,001299,001299.SZ,0.0,0.099789,0.209624,0.330943,0.198133,0.104093,0.066762,0.068919,0.060306,0.037331,0.096917,0.067481,0.073942,0.120606,-0.388732,-0.412882,-0.403759,-0.409662,-0.394099,,
20260409_001337_01,2026-04-09,001337,001337.SZ,0.0,-0.026186,-0.036228,-0.039181,-0.051388,-0.046663,-0.058476,-0.045875,-0.044103,-0.029533,-0.063792,-0.067336,-0.056704,-0.069502,0.004725,0.057885,0.145895,0.148848,0.165387,,
20260409_002169_01,2026-04-09,002169,002169.SZ,0.0,0.0,0.016162,0.03367,0.003367,-0.006734,-0.020875,-0.016162,0.003367,-0.061953,-0.126599,-0.13064,-0.129293,-0.142088,-0.129293,-0.117845,-0.114478,-0.109091,-0.103704,,
20260409_002233_02,2026-04-09,002233,002233.SZ,0.0,-0.005302,-0.003179,-0.014829,-0.025423,-0.018009,-0.037084,-0.028602,-0.027546,-0.020131,0.007415,-0.005302,0.002113,0.03813,0.01165,-0.138807,-0.115667,-0.107619,-0.109631,,
20260409_002236_02,2026-04-09,002236,002236.SZ,0.0,0.010435,0.026087,0.057391,0.093333,0.111304,0.110725,0.090435,0.073623,0.08058,0.062029,0.053333,0.053333,0.049855,0.06029,0.071884,0.062029,0.064348,0.053333,,
20260409_002326_03,2026-04-09,002326,002326.SZ,0.0,0.021277,0.023882,0.087712,0.070343,0.073383,0.071211,0.065132,0.077725,0.084238,0.099001,0.138515,0.181937,0.06383,0.067738,0.062093,0.102909,0.064698,0.029092,,
20260409_002396_03,2026-04-09,002396,002396.SZ,0.0,-0.003221,0.017895,0.016106,0.0068,0.04116,0.052255,0.042233,-0.036865,0.006084,-0.032928,-0.018969,-0.023622,-0.060487,-0.049034,-0.051539,-0.036865,-0.02219,0.035075,,
20260409_002430_02,2026-04-09,002430,002430.SZ,0.0,0.009891,-0.041951,-0.038881,-0.041269,-0.036835,-0.048431,-0.033083,0.025921,0.019782,0.040246,0.08015,0.067531,0.132333,0.09925,0.071965,0.080832,0.024216,0.018417,,
20260409_002448_02,2026-04-09,002448,002448.SZ,0.0,0.016194,0.020243,0.049258,0.017544,0.040486,0.024291,0.022942,0.022942,0.074899,0.182186,0.091768,0.039811,0.014845,0.02969,0.019568,0.056005,0.089069,0.099865,,
20260409_002559_04,2026-04-09,002559,002559.SZ,0.0,0.027467,0.041709,0.085453,0.055951,0.063072,0.113937,0.096643,0.088505,0.106816,0.072228,0.07528,0.081384,0.050865,0.066124,0.049847,0.076297,0.118006,0.106816,,
20260409_002745_03,2026-04-09,002745,002745.SZ,0.0,0.001161,-0.019744,-0.027875,-0.023229,-0.022067,0.009292,0.015099,0.001161,0.044135,0.031359,0.023229,0.029036,0.090592,0.097561,0.102207,0.116144,0.144019,0.138211,,
20260409_002843_02,2026-04-09,002843,002843.SZ,0.0,-0.054,-0.0376,-0.026,-0.0216,-0.0088,0.0176,0.1192,0.0672,0.0652,0.0428,0.0664,0.0688,0.03,0.0384,0.0632,0.1116,0.1156,0.1024,,
20260409_300017_01,2026-04-09,300017,300017.SZ,0.0,-0.010028,0.011699,0.040111,0.01727,0.066295,0.052925,0.039554,0.001671,0.065738,0.052925,-0.008357,-0.059053,-0.100279,-0.083565,-0.108635,-0.036212,-0.020613,-0.0039,,
20260409_300056_01,2026-04-09,300056,300056.SZ,0.0,0.018498,0.016322,0.019587,-0.003264,0.016322,0.003264,0.028292,0.059848,0.036997,0.01197,0.021763,0.100109,0.099021,0.17519,0.207835,0.256801,0.284004,0.334059,,
20260409_300322_02,2026-04-09,300322,300322.SZ,0.0,0.008333,0.049242,0.062879,0.098485,0.184091,0.215152,0.193561,0.143939,0.221212,0.180303,0.17197,0.186364,0.143561,0.156061,0.144318,0.168561,0.220455,0.212121,,
20260409_300346_02,2026-04-09,300346,300346.SZ,0.0,-0.003774,0.000419,0.020545,-0.007757,0.007128,0.037736,0.060587,0.074423,0.079245,0.097694,0.123061,0.084486,0.067086,0.06457,0.080084,0.133543,0.170231,0.134591,,
20260409_300467_02,2026-04-09,300467,300467.SZ,0.0,0.00716,0.001705,0.018752,0.042618,0.102966,0.092738,0.09717,0.109103,0.09717,0.084555,0.069212,0.259802,0.304125,0.289124,0.271394,0.316741,0.424139,0.431299,,
20260409_300664_02,2026-04-09,300664,300664.SZ,0.0,0.033167,0.029851,0.024876,0.016584,0.05141,0.026534,0.031509,0.008292,0.011609,-0.004975,-0.054726,-0.06136,-0.066335,-0.066335,-0.07131,-0.072968,-0.082919,-0.066335,,
20260409_300693_02,2026-04-09,300693,300693.SZ,0.0,-0.019243,-0.027726,0.060832,0.032485,0.054418,0.061039,0.087109,0.063315,0.054004,0.009725,0.010346,-0.006207,-0.043658,-0.027105,-0.038485,0.030002,0.069108,0.098903,,
20260409_300710_03,2026-04-09,300710,300710.SZ,0.0,0.033161,0.033161,0.031088,0.013817,0.040415,0.045596,0.074266,0.039724,0.009326,-0.011744,-0.025907,0.085665,0.087737,0.099136,0.132642,0.157168,0.146805,0.146114,,
20260409_301359_03,2026-04-09,301359,301359.SZ,0.0,0.011527,0.012968,0.013449,0.013449,0.041306,0.028818,0.06196,0.04755,0.058117,0.036984,0.013929,0.060519,0.063401,0.089337,0.123439,0.116715,0.122478,0.152257,,
20260409_600037_03,2026-04-09,600037,600037.SH,0.0,0.009223,0.0,0.022398,-0.006588,0.02108,0.013175,0.018445,0.009223,0.002635,0.0,-0.013175,-0.001318,-0.013175,0.040843,0.052701,0.061924,0.075099,0.080369,,
20260409_600206_01,2026-04-09,600206,600206.SH,0.0,0.018258,0.059457,0.066479,0.032772,0.045412,0.090356,0.199438,0.164794,0.254682,0.214888,0.246255,0.25,0.246723,0.256086,0.281367,0.314607,0.373127,0.423221,,
20260409_600235_02,2026-04-09,600235,600235.SH,0.0,0.019259,0.001481,-0.002963,-0.014815,0.004444,-0.004444,0.002963,0.007407,0.004444,-0.005926,-0.02963,-0.002963,-0.005926,0.019259,0.02963,0.020741,0.016296,0.041481,,
20260409_600292_02,2026-04-09,600292,600292.SH,0.0,-0.003425,0.022603,0.044521,0.054795,0.076027,0.032877,0.065753,0.070548,0.076027,0.082877,0.091096,0.094521,0.087671,0.063699,0.049315,0.034932,0.10137,0.103425,,
20260409_600584_02,2026-04-09,600584,600584.SH,0.0,0.026485,0.022429,0.057981,0.040086,0.043426,0.049392,0.06156,0.050585,0.085898,0.059652,0.071105,0.105225,0.076115,0.058459,0.087091,0.150084,0.163445,0.210928,,
20260409_600875_02,2026-04-09,600875,600875.SH,0.0,0.031323,0.036805,0.016184,-0.002349,0.097364,0.089011,0.109632,0.096581,0.101801,0.143827,0.082485,0.05325,0.032106,0.04307,0.018272,0.06082,0.047246,-0.015401,,
20260409_600895_01,2026-04-09,600895,600895.SH,0.0,-0.005117,-0.01993,0.004848,-0.020738,-0.017775,-0.002424,0.002424,0.016429,0.012658,-0.000269,-0.006194,-0.033935,-0.049825,-0.055481,-0.013736,0.014813,0.023162,0.010234,,
20260409_603667_01,2026-04-09,603667,603667.SH,0.0,0.042301,0.025736,0.053838,0.03816,0.049401,0.043485,0.037716,0.052507,0.053394,0.010206,-0.008579,-0.013607,-0.06715,-0.051176,-0.018193,-0.006212,0.051028,0.15619,,
20260409_603893_01,2026-04-09,603893,603893.SH,0.0,0.060173,0.052753,0.058614,0.063042,0.06616,0.065848,0.106005,0.087049,0.111929,0.102326,0.113986,0.156638,0.135437,0.137183,0.140488,0.131446,0.129014,0.111804,,
20260409_688531_03,2026-04-09,688531,688531.SH,0.0,0.002195,0.068606,0.149149,0.378979,0.654775,0.68208,0.756312,0.74904,,,,,,,,,,,,
20260413_000009_02,2026-04-13,000009,000009.SZ,0.0,0.008949,-0.008949,0.0,0.004474,-0.001119,-0.006711,0.003356,-0.006711,-0.004474,-0.008949,-0.013423,0.038031,-0.032438,-0.022371,-0.036913,-0.035794,,,,
20260413_000025_02,2026-04-13,000025,000025.SZ,0.0,0.003692,-0.005538,0.002462,-0.004308,-0.001231,0.003692,-0.020308,-0.033231,-0.038154,-0.011077,0.004308,0.008615,0.021538,0.003692,-0.008,-0.012308,,,,
20260413_000049_01,2026-04-13,000049,000049.SZ,0.0,0.01323,-0.00147,0.003308,0.022418,0.015803,0.089305,0.108784,0.057332,0.062845,0.052554,0.039691,0.092613,0.067255,0.080118,0.061007,0.050717,,,,
20260413_000066_03,2026-04-13,000066,000066.SZ,0.0,0.011696,0.016894,0.013645,0.021442,0.02989,0.0013,0.014295,0.051982,0.068876,0.089669,0.158545,0.17089,0.287849,0.416504,0.558155,0.500325,,,,
20260413_000519_02,2026-04-13,000519,000519.SZ,0.0,0.015306,0.001134,0.00907,0.006803,0.030612,0.022676,0.015873,0.000567,-0.010771,-0.013039,-0.018707,-0.014739,0.005669,0.015873,0.010771,0.027211,,,,
20260413_002049_02,2026-04-13,002049,002049.SZ,0.0,0.010958,-0.001281,0.010246,0.037285,0.040558,0.0,0.030739,0.015512,0.011812,0.043973,0.0592,0.079835,0.100327,0.124947,0.124377,0.100897,,,,
20260413_002127_01,2026-04-13,002127,002127.SZ,0.0,-0.003546,-0.010638,-0.003546,-0.014184,0.0,-0.014184,-0.021277,-0.007092,0.092199,0.102837,0.088652,0.074468,0.074468,0.085106,0.08156,0.085106,,,,
20260413_002160_03,2026-04-13,002160,002160.SZ,0.0,0.007828,-0.013699,0.007828,0.017613,0.009785,0.0,-0.011742,-0.039139,-0.035225,-0.035225,-0.062622,-0.033268,-0.04501,-0.027397,-0.035225,-0.019569,,,,
20260413_002167_02,2026-04-13,002167,002167.SZ,0.0,0.01576,-0.003152,0.020489,0.035461,0.050433,0.032309,0.029157,0.013396,0.025217,0.047281,0.002364,0.037825,0.017336,0.052009,0.057526,0.063042,,,,
20260413_002190_02,2026-04-13,002190,002190.SZ,0.0,-0.018371,-0.031537,-0.030925,-0.028781,-0.019902,-0.026332,-0.03368,-0.047765,-0.064299,-0.061237,-0.110227,-0.105021,-0.096142,-0.084201,-0.081445,-0.06583,,,,
20260413_002239_03,2026-04-13,002239,002239.SZ,0.0,0.0,-0.019672,0.006557,0.0,0.003279,0.0,-0.006557,-0.022951,-0.02623,-0.02623,-0.059016,-0.04918,-0.052459,-0.052459,-0.04918,-0.042623,,,,
20260413_002439_03,2026-04-13,002439,002439.SZ,0.0,0.023843,0.0554,0.039271,0.072931,0.096073,0.058906,0.065217,0.056802,0.047686,0.069425,0.079944,0.063114,0.095372,0.147265,0.133941,0.166199,,,,
20260413_002545_02,2026-04-13,002545,002545.SZ,0.0,-0.039301,-0.051528,-0.020087,-0.054585,-0.048472,-0.012664,-0.017467,-0.045852,-0.010917,0.048908,0.058515,0.076419,0.047598,0.055459,0.108734,0.095197,,,,
20260413_002651_02,2026-04-13,002651,002651.SZ,0.0,0.016789,0.009444,0.006296,0.007345,0.020986,0.011542,0.010493,-0.003148,-0.01574,0.007345,-0.01469,-0.006296,0.005247,0.008395,0.012592,0.033578,,,,
20260413_002747_02,2026-04-13,002747,002747.SZ,0.0,0.013572,0.004363,0.016481,0.03587,0.038778,0.02666,0.02666,0.011634,-0.000485,0.015511,-0.012118,0.00824,0.060107,0.106641,0.137179,0.167232,,,,
20260413_002756_02,2026-04-13,002756,002756.SZ,0.0,0.024104,-0.003293,0.039252,-0.014357,-0.015543,-0.027134,-0.036486,-0.063488,0.030163,0.071654,0.003425,0.103793,0.149104,0.164252,0.092466,0.049131,,,,
20260413_002908_04,2026-04-13,002908,002908.SZ,0.0,0.0,-0.013187,0.012088,0.006593,0.008791,-0.014286,-0.012088,-0.026374,-0.015385,-0.063736,-0.084615,-0.068132,-0.073626,-0.058242,-0.057143,-0.045055,,,,
20260413_002943_01,2026-04-13,002943,002943.SZ,0.0,0.059501,0.044479,0.118806,0.146898,0.137144,0.142996,0.10554,0.103004,0.185915,0.189426,0.221225,0.238002,0.342372,0.32657,0.36149,0.453375,,,,
20260413_300343_02,2026-04-13,300343,300343.SZ,0.0,0.012195,0.007622,0.016768,0.030488,0.030488,0.025915,0.01372,-0.003049,0.02439,0.012195,-0.022866,-0.009146,0.0,0.018293,0.019817,0.027439,,,,
20260413_300424_01,2026-04-13,300424,300424.SZ,0.0,0.038617,0.034582,0.03804,0.069164,0.073199,0.058213,0.048991,0.04438,0.005187,0.025937,0.039193,0.047262,0.05879,0.062248,0.062248,0.099135,,,,
20260413_300454_01,2026-04-13,300454,300454.SZ,0.0,0.036954,-0.000936,0.058471,0.057349,0.050239,0.025353,0.031528,0.01394,0.047432,0.114791,0.072785,0.062775,0.096267,0.17504,0.165965,0.155581,,,,
20260413_300506_01,2026-04-13,300506,300506.SZ,0.0,-0.012024,0.016032,0.014028,0.018036,0.002004,0.002004,0.004008,-0.01002,0.01002,0.016032,-0.01002,-0.032064,-0.07014,-0.008016,-0.008016,0.0,,,,
20260413_300624_01,2026-04-13,300624,300624.SZ,0.0,0.021583,-0.002446,0.024317,0.019424,0.043453,0.02705,0.033237,0.013525,0.007482,0.000432,-0.079137,-0.06,-0.080288,-0.027338,0.025755,0.018993,,,,
20260413_300767_04,2026-04-13,300767,300767.SZ,0.0,0.063364,0.057646,0.093378,0.112434,0.122439,0.076227,0.124821,0.106241,0.119581,0.152454,0.120534,0.101953,0.1091,0.136732,0.196284,0.235827,,,,
20260413_300769_03,2026-04-13,300769,300769.SZ,0.0,0.02854,0.002614,0.044009,0.043791,0.043355,0.060131,0.081481,0.086275,0.098257,0.140305,0.156863,0.388235,0.567538,0.746187,0.759259,0.720261,,,,
20260413_300833_02,2026-04-13,300833,300833.SZ,0.0,-0.007918,-0.024927,-0.005279,0.004692,0.026393,0.030499,0.024633,0.004692,0.014663,0.028152,0.046334,0.052786,0.094428,0.118182,0.117595,0.143109,,,,
20260413_300943_01,2026-04-13,300943,300943.SZ,0.0,0.145763,0.051525,0.059322,0.04339,0.039661,0.008475,0.025424,0.001356,-0.014237,-0.022034,-0.032542,-0.009153,-0.035932,-0.003051,0.063051,0.110169,,,,
20260413_600119_02,2026-04-13,600119,600119.SH,0.0,-0.018033,-0.036066,-0.016393,-0.022951,-0.011475,0.016393,-0.009836,-0.032787,-0.003279,-0.013115,-0.029508,0.008197,-0.031148,0.011475,0.055738,,,,,
20260413_600143_02,2026-04-13,600143,600143.SH,0.0,0.005294,-0.005882,0.002353,0.017059,0.007059,0.0,0.011765,-0.008235,-0.017059,-0.002941,-0.022941,0.002353,0.008824,0.021176,0.042941,0.062941,,,,
20260413_600212_03,2026-04-13,600212,600212.SH,0.0,0.007692,0.008974,0.041026,0.017949,0.0,-0.005128,0.00641,-0.007692,-0.015385,-0.023077,-0.047436,-0.039744,-0.094872,-0.065385,-0.058974,-0.075641,,,,
20260413_600497_02,2026-04-13,600497,600497.SH,0.0,0.008393,-0.015588,0.005995,0.061151,0.100719,0.077938,0.141487,0.092326,0.095923,0.077938,0.046763,0.08753,0.076739,0.122302,0.159472,0.20024,,,,
20260413_600523_04,2026-04-13,600523,600523.SH,0.0,0.006392,0.008523,0.002131,0.004972,0.012784,0.006392,-0.00142,-0.013494,-0.028409,-0.012784,-0.039773,-0.02983,-0.026989,-0.026278,-0.035511,-0.007102,,,,
20260413_600622_04,2026-04-13,600622,600622.SH,0.0,0.018868,-0.015094,-0.015094,-0.015094,-0.026415,-0.030189,-0.030189,-0.045283,-0.045283,-0.033962,-0.037736,-0.015094,0.007547,0.018868,-0.011321,0.003774,,,,
20260413_601061_02,2026-04-13,601061,601061.SH,0.0,0.004085,-0.000817,0.023693,0.053922,0.055556,0.060458,0.166667,0.142974,0.146242,0.156863,0.125,0.147059,0.132353,0.164216,0.193627,0.196895,,,,
20260413_601198_02,2026-04-13,601198,601198.SH,0.0,0.017107,0.000778,0.011664,0.007776,0.004666,0.001555,0.002333,-0.001555,-0.011664,-0.010109,0.006221,0.017885,0.026439,0.041213,0.029549,0.025661,,,,
20260413_601566_01,2026-04-13,601566,601566.SH,0.0,-0.002791,-0.003721,0.00093,-0.006512,0.006512,0.014884,-0.010233,-0.021395,-0.002791,0.016744,0.00186,0.006512,0.010233,0.009302,0.006512,0.019535,,,,
20260413_601788_01,2026-04-13,601788,601788.SH,0.0,0.002556,-0.005112,-0.004473,-0.010863,-0.015335,-0.023003,-0.033227,-0.046645,-0.058147,-0.058786,-0.057508,-0.056869,-0.029393,-0.019808,-0.020447,-0.019169,,,,
20260413_601990_02,2026-04-13,601990,601990.SH,0.0,0.00406,0.002706,0.005413,0.00406,0.001353,-0.00406,-0.006766,-0.012179,-0.021651,-0.023004,-0.013532,-0.010825,-0.005413,-0.001353,-0.010825,-0.014885,,,,
20260413_603260_02,2026-04-13,603260,603260.SH,0.0,0.004946,-0.016637,-0.01259,-0.015063,0.013714,0.014613,0.015962,0.013489,0.006969,-0.004946,-0.021808,0.021808,0.002698,0.027428,0.020908,0.012365,,,,
20260413_603602_02,2026-04-13,603602,603602.SH,0.0,0.0,-0.012889,0.015163,0.009856,0.013647,0.005307,0.018954,-0.01213,-0.017437,0.000758,-0.045489,-0.018196,-0.000758,0.013647,0.027293,0.031842,,,,
20260413_603949_02,2026-04-13,603949,603949.SH,0.0,-0.04252,-0.035348,-0.043033,-0.051742,-0.04252,-0.045082,-0.050205,-0.093238,-0.093238,-0.084016,-0.100922,-0.090164,-0.087602,-0.08043,-0.070184,-0.052766,,,,
20260413_688099_02,2026-04-13,688099,688099.SH,0.0,-0.002039,-0.026505,-0.026505,-0.000959,0.031422,0.031902,0.064644,0.033581,0.092588,0.150036,0.151715,0.221516,0.268889,0.304869,0.330055,0.351643,,,,
20260414_000012_04,2026-04-14,000012,000012.SZ,0.0,-0.011013,0.0,-0.002203,-0.002203,-0.002203,-0.006608,-0.015419,-0.019824,-0.022026,-0.112335,-0.105727,-0.112335,-0.112335,-0.110132,-0.112335,,,,,
20260414_000021_03,2026-04-14,000021,000021.SZ,0.0,-0.02918,-0.012358,-0.004463,-0.00103,-0.009612,0.011329,-0.013732,-0.009612,0.005493,-0.018194,0.003433,0.00309,0.054583,0.082733,0.064882,,,,,
20260414_000156_01,2026-04-14,000156,000156.SZ,0.0,-0.006605,0.01321,0.001321,0.005284,0.0,-0.007926,-0.005284,-0.019815,-0.007926,-0.02642,-0.011889,-0.021136,-0.007926,0.001321,0.003963,,,,,
20260414_000410_03,2026-04-14,000410,000410.SZ,0.0,-0.020741,-0.004444,-0.002963,0.001481,-0.01037,0.011852,-0.01037,-0.081481,-0.075556,-0.078519,-0.085926,-0.087407,-0.091852,-0.077037,-0.056296,,,,,
