strategy,signal_date,entry_date,exit_date,selected,gross_ret,avg_score,avg_liquidity,bs_count,gross_exposure,pit_status,risk_note,market_gate,position_mode,weighted_gross_ret_calc,max_industry_count,max_industry_weight,cost_rate,net_ret
baseline_full_dynamic_factor,2026-02-24,2026-02-25,2026-03-10,5,0.21531793179926986,78.108,22.872,2,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.2153179317992699,1,0.2,0.0,0.21531793179926986
baseline_full_dynamic_factor,2026-03-10,2026-03-11,2026-03-24,5,-0.03978712005465144,75.53,29.419999999999998,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.03978712005465144,1,0.2,0.0,-0.03978712005465144
baseline_full_dynamic_factor,2026-03-25,2026-03-26,2026-04-09,5,-0.005961492720897877,76.20599999999999,29.238,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.005961492720897882,2,0.4,0.0,-0.005961492720897877
baseline_full_dynamic_factor,2026-04-13,2026-04-14,2026-04-27,5,0.015041933609532876,51.75599999999999,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.015041933609532883,3,0.6,0.0,0.015041933609532876
baseline_full_dynamic_factor_industry_cap2,2026-01-05,2026-01-06,2026-01-19,5,0.13757412695072932,74.708,29.534000000000002,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.13757412695072935,1,0.2,0.0,0.13757412695072932
baseline_full_dynamic_factor_industry_cap2,2026-01-19,2026-01-20,2026-02-02,5,-0.03350691732983187,76.822,28.486,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.03350691732983187,1,0.2,0.0,-0.03350691732983187
baseline_full_dynamic_factor_industry_cap2,2026-02-02,2026-02-03,2026-02-24,5,0.27620544373500905,75.228,26.366000000000003,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.27620544373500905,2,0.4,0.0,0.27620544373500905
baseline_full_dynamic_factor_industry_cap2,2026-02-24,2026-02-25,2026-03-10,5,0.21531793179926986,78.108,22.872,2,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.2153179317992699,1,0.2,0.0,0.21531793179926986
baseline_full_dynamic_factor_industry_cap2,2026-03-10,2026-03-11,2026-03-24,5,-0.03978712005465144,75.53,29.419999999999998,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.03978712005465144,1,0.2,0.0,-0.03978712005465144
baseline_full_dynamic_factor_industry_cap2,2026-03-25,2026-03-26,2026-04-09,5,-0.005961492720897877,76.20599999999999,29.238,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.005961492720897882,2,0.4,0.0,-0.005961492720897877
baseline_full_dynamic_factor_industry_cap2,2026-04-13,2026-04-14,2026-04-27,5,0.030084591382264447,49.602,29.986,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.03008459138226445,2,0.4,0.0,0.030084591382264447
baseline_full_dynamic_ic_factor,2026-01-05,2026-01-06,2026-01-19,5,0.13757412695072932,74.708,29.534000000000002,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.13757412695072935,1,0.2,0.0,0.13757412695072932
baseline_full_dynamic_ic_factor,2026-01-19,2026-01-20,2026-02-02,5,-0.03350691732983187,76.822,28.486,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.03350691732983187,1,0.2,0.0,-0.03350691732983187
baseline_full_dynamic_ic_factor,2026-02-02,2026-02-03,2026-02-24,5,0.13803880859765888,78.52799999999999,16.878,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.13803880859765888,1,0.2,0.0,0.13803880859765888
baseline_full_dynamic_ic_factor,2026-02-24,2026-02-25,2026-03-10,5,0.00944435940966657,73.638,29.304000000000002,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.009444359409666571,1,0.2,0.0,0.00944435940966657
baseline_full_dynamic_ic_factor,2026-03-10,2026-03-11,2026-03-24,5,-0.03978712005465144,75.53,29.419999999999998,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.03978712005465144,1,0.2,0.0,-0.03978712005465144
baseline_full_dynamic_ic_factor,2026-03-25,2026-03-26,2026-04-09,5,-0.13925882512290993,73.122,24.544,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.13925882512290993,2,0.4,0.0,-0.13925882512290993
baseline_full_dynamic_ic_factor,2026-04-13,2026-04-14,2026-04-27,5,0.2471612161502857,76.2,29.701999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.2471612161502857,2,0.4,0.0,0.2471612161502857
baseline_full_liq_breakout_adj,2026-01-05,2026-01-06,2026-01-19,5,0.2359511756783606,80.238,22.53,2,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.2359511756783606,2,0.4,0.0,0.2359511756783606
baseline_full_liq_breakout_adj,2026-01-19,2026-01-20,2026-02-02,5,0.05214894056210493,79.388,26.778,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.05214894056210494,2,0.4,0.0,0.05214894056210493
baseline_full_liq_breakout_adj,2026-02-02,2026-02-03,2026-02-24,5,0.12538438349790682,77.056,24.722,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.12538438349790684,2,0.4,0.0,0.12538438349790682
baseline_full_liq_breakout_adj,2026-02-24,2026-02-25,2026-03-10,5,0.07775675026084712,77.946,26.076,2,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.07775675026084712,2,0.4,0.0,0.07775675026084712
baseline_full_liq_breakout_adj,2026-03-10,2026-03-11,2026-03-24,5,-0.1322448186483337,81.90599999999999,24.806,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.1322448186483337,2,0.4,0.0,-0.1322448186483337
baseline_full_liq_breakout_adj,2026-03-25,2026-03-26,2026-04-09,5,-0.12695826231112597,81.39,27.381999999999998,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.12695826231112597,2,0.4,0.0,-0.12695826231112597
baseline_full_liq_breakout_adj,2026-04-13,2026-04-14,2026-04-27,5,0.03766239903649695,81.60799999999999,21.814,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.037662399036496944,2,0.4,0.0,0.03766239903649695
baseline_full_liq_breakout_adj_40p_30d,2026-01-05,2026-01-06,2026-01-19,5,0.2359511756783606,80.238,22.53,2,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.2359511756783606,2,0.4,0.0,0.2359511756783606
baseline_full_liq_breakout_adj_40p_30d,2026-01-19,2026-01-20,2026-02-02,5,0.05214894056210493,79.388,26.778,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.05214894056210494,2,0.4,0.0,0.05214894056210493
baseline_full_liq_breakout_adj_40p_30d,2026-02-02,2026-02-03,2026-02-24,5,0.12538438349790682,77.056,24.722,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.12538438349790684,2,0.4,0.0,0.12538438349790682
baseline_full_liq_breakout_adj_40p_30d,2026-02-24,2026-02-25,2026-03-10,5,0.07775675026084712,77.946,26.076,2,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.07775675026084712,2,0.4,0.0,0.07775675026084712
baseline_full_liq_breakout_adj_40p_30d,2026-03-10,2026-03-11,2026-03-24,5,-0.1322448186483337,81.90599999999999,24.806,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.1322448186483337,2,0.4,0.0,-0.1322448186483337
baseline_full_liq_breakout_adj_40p_30d,2026-03-25,2026-03-26,2026-04-09,5,-0.12695826231112597,81.39,27.381999999999998,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.12695826231112597,2,0.4,0.0,-0.12695826231112597
baseline_full_liq_breakout_adj_40p_30d,2026-04-13,2026-04-14,2026-04-27,5,0.03766239903649695,81.60799999999999,21.814,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.037662399036496944,2,0.4,0.0,0.03766239903649695
baseline_full_liq_breakout_adj_50p_50d,2026-01-05,2026-01-06,2026-01-19,5,0.2359511756783606,80.238,22.53,2,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.2359511756783606,2,0.4,0.0,0.2359511756783606
baseline_full_liq_breakout_adj_50p_50d,2026-01-19,2026-01-20,2026-02-02,5,0.05214894056210493,79.388,26.778,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.05214894056210494,2,0.4,0.0,0.05214894056210493
baseline_full_liq_breakout_adj_50p_50d,2026-02-02,2026-02-03,2026-02-24,5,0.09293106419069715,77.776,23.068,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.09293106419069716,1,0.2,0.0,0.09293106419069715
baseline_full_liq_breakout_adj_50p_50d,2026-02-24,2026-02-25,2026-03-10,5,0.07775675026084712,77.946,26.076,2,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.07775675026084712,2,0.4,0.0,0.07775675026084712
baseline_full_liq_breakout_adj_50p_50d,2026-03-10,2026-03-11,2026-03-24,5,-0.1322448186483337,81.90599999999999,24.806,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.1322448186483337,2,0.4,0.0,-0.1322448186483337
baseline_full_liq_breakout_adj_50p_50d,2026-03-25,2026-03-26,2026-04-09,5,-0.10003518538804901,81.576,25.232,1,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.10003518538804901,1,0.2,0.0,-0.10003518538804901
baseline_full_liq_breakout_adj_50p_50d,2026-04-13,2026-04-14,2026-04-27,5,0.027333890077541768,81.65799999999999,21.7,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.02733389007754176,2,0.4,0.0,0.027333890077541768
baseline_full_liquidity,2026-01-05,2026-01-06,2026-01-19,5,-0.05608535173805369,57.612,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.05608535173805369,4,0.8,0.0,-0.05608535173805369
baseline_full_liquidity,2026-01-19,2026-01-20,2026-02-02,5,-0.038208007209752884,44.754,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.038208007209752884,3,0.6,0.0,-0.038208007209752884
baseline_full_liquidity,2026-02-02,2026-02-03,2026-02-24,5,-0.09552991041889132,46.2,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.09552991041889132,2,0.4,0.0,-0.09552991041889132
baseline_full_liquidity,2026-02-24,2026-02-25,2026-03-10,5,-0.006710162659806418,40.628,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.00671016265980642,2,0.4,0.0,-0.006710162659806418
baseline_full_liquidity,2026-03-10,2026-03-11,2026-03-24,5,0.005818524293975646,41.244,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.005818524293975651,3,0.6,0.0,0.005818524293975646
baseline_full_liquidity,2026-03-25,2026-03-26,2026-04-09,5,-0.005430370536043694,59.864,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.005430370536043699,2,0.4,0.0,-0.005430370536043694
baseline_full_liquidity,2026-04-13,2026-04-14,2026-04-27,5,0.015041933609532876,51.75599999999999,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.015041933609532883,3,0.6,0.0,0.015041933609532876
baseline_full_liquidity_detail,2026-01-05,2026-01-06,2026-01-19,5,0.13950855717821325,68.066,29.662,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.13950855717821325,1,0.2,0.0,0.13950855717821325
baseline_full_liquidity_detail,2026-01-19,2026-01-20,2026-02-02,5,-0.04133590767886033,62.733999999999995,29.042,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.041335907678860334,2,0.4,0.0,-0.04133590767886033
baseline_full_liquidity_detail,2026-02-02,2026-02-03,2026-02-24,5,0.029931279207007843,46.742000000000004,29.826,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.029931279207007846,2,0.4,0.0,0.029931279207007843
baseline_full_liquidity_detail,2026-02-24,2026-02-25,2026-03-10,5,0.11222786620566713,65.172,29.125999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.11222786620566713,1,0.2,0.0,0.11222786620566713
baseline_full_liquidity_detail,2026-03-10,2026-03-11,2026-03-24,5,0.015152121799018347,62.862,29.394,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.015152121799018347,1,0.2,0.0,0.015152121799018347
baseline_full_liquidity_detail,2026-03-25,2026-03-26,2026-04-09,5,0.05144238318136276,54.686,29.356,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.05144238318136276,2,0.4,0.0,0.05144238318136276
baseline_full_liquidity_detail,2026-04-13,2026-04-14,2026-04-27,5,0.1517148236722527,63.024,29.766000000000002,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.1517148236722527,4,0.8,0.0,0.1517148236722527
baseline_full_liquidity_detail_hist_mdd_position,2026-01-05,2026-01-06,2026-01-19,5,0.13950855717821325,68.066,29.662,0,1.0,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,0.13950855717821325,1,0.2,0.0,0.13950855717821325
baseline_full_liquidity_detail_hist_mdd_position,2026-01-19,2026-01-20,2026-02-02,5,-0.03647766893942115,62.733999999999995,29.042,0,0.9055045871559633,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,-0.03647766893942115,2,0.4,0.0,-0.03647766893942115
baseline_full_liquidity_detail_hist_mdd_position,2026-02-02,2026-02-03,2026-02-24,5,-0.006736254366676436,46.742000000000004,29.826,0,0.584084784233969,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,-0.006736254366676436,2,0.4,0.0,-0.006736254366676436
baseline_full_liquidity_detail_hist_mdd_position,2026-02-24,2026-02-25,2026-03-10,5,0.10340300783267459,65.172,29.125999999999998,0,0.8344119472625314,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,0.10340300783267459,1,0.2,0.0,0.10340300783267459
baseline_full_liquidity_detail_hist_mdd_position,2026-03-10,2026-03-11,2026-03-24,5,0.0003609298565565213,62.862,29.394,0,0.8098962264150942,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,0.0003609298565565213,1,0.2,0.0,0.0003609298565565213
baseline_full_liquidity_detail_hist_mdd_position,2026-03-25,2026-03-26,2026-04-09,5,0.048304864599456716,54.686,29.356,0,0.6502727726903152,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,0.048304864599456716,2,0.4,0.0,0.048304864599456716
baseline_full_liquidity_detail_hist_mdd_position,2026-04-13,2026-04-14,2026-04-27,5,0.09514530503802117,63.024,29.766000000000002,0,0.6865684428703709,trusted,uses_signal_date_or_prior_data,0,hist_mdd_20,0.09514530503802117,4,0.8,0.0,0.09514530503802117
baseline_full_liquidity_detail_market_gate,2026-01-05,2026-01-06,2026-01-19,5,0.13950855717821325,68.066,29.662,0,1.0,trusted,uses_signal_date_or_prior_data,1,equal,0.13950855717821325,1,0.2,0.0,0.13950855717821325
baseline_full_liquidity_detail_market_gate,2026-01-19,2026-01-20,2026-02-02,5,-0.041335907678860334,62.733999999999995,29.042,0,1.0,trusted,uses_signal_date_or_prior_data,1,equal,-0.041335907678860334,2,0.4,0.0,-0.041335907678860334
baseline_full_liquidity_detail_market_gate,2026-02-02,2026-02-03,2026-02-24,5,0.029931279207007846,46.742000000000004,29.826,0,1.0,trusted,uses_signal_date_or_prior_data,1,equal,0.029931279207007846,2,0.4,0.0,0.029931279207007846
baseline_full_liquidity_detail_market_gate,2026-02-24,2026-02-25,2026-03-10,5,0.11222786620566713,65.172,29.125999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,1,equal,0.11222786620566713,1,0.2,0.0,0.11222786620566713
baseline_full_liquidity_detail_market_gate,2026-03-10,2026-03-11,2026-03-24,5,0.015152121799018347,62.862,29.394,0,1.0,trusted,uses_signal_date_or_prior_data,1,equal,0.015152121799018347,1,0.2,0.0,0.015152121799018347
baseline_full_liquidity_detail_market_gate,2026-03-25,2026-03-26,2026-04-09,5,0.05144238318136276,54.686,29.356,0,1.0,trusted,uses_signal_date_or_prior_data,1,equal,0.05144238318136276,2,0.4,0.0,0.05144238318136276
baseline_full_liquidity_detail_market_gate,2026-04-13,2026-04-14,2026-04-27,5,0.1517148236722527,63.024,29.766000000000002,0,1.0,trusted,uses_signal_date_or_prior_data,1,equal,0.1517148236722527,4,0.8,0.0,0.1517148236722527
baseline_full_liquidity_detail_vol_position,2026-01-05,2026-01-06,2026-01-19,5,0.020840831312484723,68.066,29.662,0,0.17259645770214177,trusted,uses_signal_date_or_prior_data,0,vol_20,0.020840831312484723,1,0.2,0.0,0.020840831312484723
baseline_full_liquidity_detail_vol_position,2026-01-19,2026-01-20,2026-02-02,5,-0.013747111370367856,62.733999999999995,29.042,0,0.2908858479014912,trusted,uses_signal_date_or_prior_data,0,vol_20,-0.013747111370367856,2,0.4,0.0,-0.013747111370367856
baseline_full_liquidity_detail_vol_position,2026-02-02,2026-02-03,2026-02-24,5,0.00460560494458051,46.742000000000004,29.826,0,0.18361009937231734,trusted,uses_signal_date_or_prior_data,0,vol_20,0.00460560494458051,2,0.4,0.0,0.00460560494458051
baseline_full_liquidity_detail_vol_position,2026-02-24,2026-02-25,2026-03-10,5,0.01991170112702475,65.172,29.125999999999998,0,0.20994643779350156,trusted,uses_signal_date_or_prior_data,0,vol_20,0.01991170112702475,1,0.2,0.0,0.01991170112702475
baseline_full_liquidity_detail_vol_position,2026-03-10,2026-03-11,2026-03-24,5,0.0028398034687454853,62.862,29.394,0,0.19540991205061517,trusted,uses_signal_date_or_prior_data,0,vol_20,0.0028398034687454853,1,0.2,0.0,0.0028398034687454853
baseline_full_liquidity_detail_vol_position,2026-03-25,2026-03-26,2026-04-09,5,0.009108539932110903,54.686,29.356,0,0.238663177187255,trusted,uses_signal_date_or_prior_data,0,vol_20,0.009108539932110903,2,0.4,0.0,0.009108539932110903
baseline_full_liquidity_detail_vol_position,2026-04-13,2026-04-14,2026-04-27,5,0.026856406844364755,63.024,29.766000000000002,0,0.17187967834464923,trusted,uses_signal_date_or_prior_data,0,vol_20,0.026856406844364755,4,0.8,0.0,0.026856406844364755
baseline_full_liquidity_industry_cap2,2026-01-05,2026-01-06,2026-01-19,5,-0.03648620372981866,47.384,29.982,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.03648620372981866,2,0.4,0.0,-0.03648620372981866
baseline_full_liquidity_industry_cap2,2026-01-19,2026-01-20,2026-02-02,5,0.0015984191225354883,48.42999999999999,29.986,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.0015984191225354855,2,0.4,0.0,0.0015984191225354883
baseline_full_liquidity_industry_cap2,2026-02-02,2026-02-03,2026-02-24,5,-0.09552991041889132,46.2,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.09552991041889132,2,0.4,0.0,-0.09552991041889132
baseline_full_liquidity_industry_cap2,2026-02-24,2026-02-25,2026-03-10,5,-0.006710162659806418,40.628,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.00671016265980642,2,0.4,0.0,-0.006710162659806418
baseline_full_liquidity_industry_cap2,2026-03-10,2026-03-11,2026-03-24,5,-0.04404466989814737,45.068,29.983999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.04404466989814737,2,0.4,0.0,-0.04404466989814737
baseline_full_liquidity_industry_cap2,2026-03-25,2026-03-26,2026-04-09,5,-0.005430370536043694,59.864,29.988,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.005430370536043699,2,0.4,0.0,-0.005430370536043694
baseline_full_liquidity_industry_cap2,2026-04-13,2026-04-14,2026-04-27,5,0.030084591382264447,49.602,29.986,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.03008459138226445,2,0.4,0.0,0.030084591382264447
baseline_full_liquidity_industry_penalty_0p10pt,2026-01-05,2026-01-06,2026-01-19,5,0.035592681013043824,49.989999999999995,29.976,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.035592681013043824,1,0.2,0.0,0.035592681013043824
baseline_full_liquidity_industry_penalty_0p10pt,2026-01-19,2026-01-20,2026-02-02,5,-0.026725298688882494,56.902,29.98,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.026725298688882494,1,0.2,0.0,-0.026725298688882494
baseline_full_liquidity_industry_penalty_0p10pt,2026-02-02,2026-02-03,2026-02-24,5,-0.07967733729663658,50.815999999999995,29.986,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.07967733729663658,1,0.2,0.0,-0.07967733729663658
baseline_full_liquidity_industry_penalty_0p10pt,2026-02-24,2026-02-25,2026-03-10,5,-0.029094360821006627,39.852,29.983999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.02909436082100663,1,0.2,0.0,-0.029094360821006627
baseline_full_liquidity_industry_penalty_0p10pt,2026-03-10,2026-03-11,2026-03-24,5,-0.04028191889036441,39.968,29.98,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.04028191889036441,1,0.2,0.0,-0.04028191889036441
baseline_full_liquidity_industry_penalty_0p10pt,2026-03-25,2026-03-26,2026-04-09,5,0.07420253039545117,52.418000000000006,29.98,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.07420253039545117,1,0.2,0.0,0.07420253039545117
baseline_full_liquidity_industry_penalty_0p10pt,2026-04-13,2026-04-14,2026-04-27,5,0.000505390700496533,50.0,29.977999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.0005053907004965333,1,0.2,0.0,0.000505390700496533
baseline_full_liquidity_industry_penalty_0p25pt,2026-01-05,2026-01-06,2026-01-19,5,0.035592681013043824,49.989999999999995,29.976,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.035592681013043824,1,0.2,0.0,0.035592681013043824
baseline_full_liquidity_industry_penalty_0p25pt,2026-01-19,2026-01-20,2026-02-02,5,-0.026725298688882494,56.902,29.98,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.026725298688882494,1,0.2,0.0,-0.026725298688882494
baseline_full_liquidity_industry_penalty_0p25pt,2026-02-02,2026-02-03,2026-02-24,5,-0.07967733729663658,50.815999999999995,29.986,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.07967733729663658,1,0.2,0.0,-0.07967733729663658
baseline_full_liquidity_industry_penalty_0p25pt,2026-02-24,2026-02-25,2026-03-10,5,-0.029094360821006627,39.852,29.983999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.02909436082100663,1,0.2,0.0,-0.029094360821006627
baseline_full_liquidity_industry_penalty_0p25pt,2026-03-10,2026-03-11,2026-03-24,5,-0.04028191889036441,39.968,29.98,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.04028191889036441,1,0.2,0.0,-0.04028191889036441
baseline_full_liquidity_industry_penalty_0p25pt,2026-03-25,2026-03-26,2026-04-09,5,0.07420253039545117,52.418000000000006,29.98,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.07420253039545117,1,0.2,0.0,0.07420253039545117
baseline_full_liquidity_industry_penalty_0p25pt,2026-04-13,2026-04-14,2026-04-27,5,0.000505390700496533,50.0,29.977999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.0005053907004965333,1,0.2,0.0,0.000505390700496533
baseline_full_liquidity_industry_penalty_0p50pt,2026-01-05,2026-01-06,2026-01-19,5,0.035592681013043824,49.989999999999995,29.976,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.035592681013043824,1,0.2,0.0,0.035592681013043824
baseline_full_liquidity_industry_penalty_0p50pt,2026-01-19,2026-01-20,2026-02-02,5,-0.026725298688882494,56.902,29.98,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.026725298688882494,1,0.2,0.0,-0.026725298688882494
baseline_full_liquidity_industry_penalty_0p50pt,2026-02-02,2026-02-03,2026-02-24,5,-0.07967733729663658,50.815999999999995,29.986,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.07967733729663658,1,0.2,0.0,-0.07967733729663658
baseline_full_liquidity_industry_penalty_0p50pt,2026-02-24,2026-02-25,2026-03-10,5,-0.029094360821006627,39.852,29.983999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.02909436082100663,1,0.2,0.0,-0.029094360821006627
baseline_full_liquidity_industry_penalty_0p50pt,2026-03-10,2026-03-11,2026-03-24,5,-0.04028191889036441,39.968,29.98,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,-0.04028191889036441,1,0.2,0.0,-0.04028191889036441
baseline_full_liquidity_industry_penalty_0p50pt,2026-03-25,2026-03-26,2026-04-09,5,0.07420253039545117,52.418000000000006,29.98,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.07420253039545117,1,0.2,0.0,0.07420253039545117
baseline_full_liquidity_industry_penalty_0p50pt,2026-04-13,2026-04-14,2026-04-27,5,0.000505390700496533,50.0,29.977999999999998,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.0005053907004965333,1,0.2,0.0,0.000505390700496533
baseline_full_liquidity_industry_penalty_1pt,2026-01-05,2026-01-06,2026-01-19,5,0.035592681013043824,49.989999999999995,29.976,0,1.0,trusted,uses_signal_date_or_prior_data,0,equal,0.035592681013043824,1,0.2,0.0,0.035592681013043824
