trade_date,listed_symbols,market_coverage,industry_coverage,adjustment_coverage,financial_coverage,universe_status_coverage
2025-09-29,5140,1.0,1.0,1.0,1.0,1.0
2025-09-30,5143,1.0,1.0,1.0,1.0,1.0
2025-10-09,5139,1.0,1.0,1.0,1.0,1.0
2025-10-10,5141,1.0,1.0,1.0,1.0,1.0
2025-10-13,5143,1.0,1.0,1.0,1.0,1.0
2025-10-14,5144,1.0,1.0,1.0,1.0,1.0
2025-10-15,5144,1.0,1.0,1.0,1.0,1.0
2025-10-16,5147,1.0,1.0,1.0,1.0,1.0
2025-10-17,5150,1.0,1.0,1.0,1.0,1.0
2025-10-20,5149,1.0,1.0,1.0,1.0,1.0
2025-10-21,5148,1.0,1.0,1.0,1.0,1.0
2025-10-22,5148,1.0,1.0,1.0,1.0,1.0
2025-10-23,5150,1.0,1.0,1.0,1.0,1.0
2025-10-24,5151,1.0,1.0,1.0,1.0,1.0
2025-10-27,5150,1.0,1.0,1.0,1.0,1.0
2025-10-28,5150,1.0,1.0,1.0,1.0,1.0
2025-10-29,5150,1.0,1.0,1.0,1.0,1.0
2025-10-30,5149,1.0,1.0,1.0,1.0,1.0
2025-10-31,5150,1.0,1.0,1.0,1.0,1.0
2025-11-03,5151,1.0,1.0,1.0,1.0,1.0
2025-11-04,5151,1.0,1.0,1.0,1.0,1.0
2025-11-05,5151,1.0,1.0,1.0,1.0,1.0
2025-11-06,5151,1.0,1.0,1.0,1.0,1.0
2025-11-07,5152,1.0,1.0,1.0,1.0,1.0
2025-11-10,5155,1.0,1.0,1.0,1.0,1.0
2025-11-11,5156,1.0,1.0,1.0,1.0,1.0
2025-11-12,5158,1.0,1.0,1.0,1.0,1.0
2025-11-13,5157,1.0,1.0,1.0,1.0,1.0
2025-11-14,5155,1.0,1.0,1.0,1.0,1.0
2025-11-17,5154,1.0,1.0,1.0,1.0,1.0
2025-11-18,5156,1.0,1.0,1.0,1.0,1.0
2025-11-19,5158,1.0,1.0,1.0,1.0,1.0
2025-11-20,5157,1.0,1.0,1.0,1.0,1.0
2025-11-21,5159,1.0,1.0,1.0,1.0,1.0
2025-11-24,5155,1.0,1.0,1.0,1.0,1.0
2025-11-25,5153,1.0,1.0,1.0,1.0,1.0
2025-11-26,5151,1.0,1.0,1.0,1.0,1.0
2025-11-27,5150,1.0,1.0,1.0,1.0,1.0
2025-11-28,5149,1.0,1.0,1.0,1.0,1.0
2025-12-01,5148,1.0,1.0,1.0,1.0,1.0
2025-12-02,5151,1.0,1.0,1.0,1.0,1.0
2025-12-03,5157,1.0,1.0,1.0,1.0,1.0
2025-12-04,5155,1.0,1.0,1.0,1.0,1.0
2025-12-05,5153,1.0,1.0,1.0,1.0,1.0
2025-12-08,5155,1.0,1.0,1.0,1.0,1.0
2025-12-09,5155,1.0,1.0,1.0,1.0,1.0
2025-12-10,5152,1.0,1.0,1.0,1.0,1.0
2025-12-11,5155,1.0,1.0,1.0,1.0,1.0
2025-12-12,5157,1.0,1.0,1.0,1.0,1.0
2025-12-15,5156,1.0,1.0,1.0,1.0,1.0
2025-12-16,5158,1.0,1.0,1.0,1.0,1.0
2025-12-17,5159,1.0,1.0,1.0,1.0,1.0
2025-12-18,5162,1.0,1.0,1.0,1.0,1.0
2025-12-19,5161,1.0,1.0,1.0,1.0,1.0
2025-12-22,5157,1.0,1.0,1.0,1.0,1.0
2025-12-23,5162,1.0,1.0,1.0,1.0,1.0
2025-12-24,5164,1.0,1.0,1.0,1.0,1.0
2025-12-25,5166,1.0,1.0,1.0,1.0,1.0
2025-12-26,5165,1.0,1.0,1.0,1.0,1.0
2025-12-29,5167,1.0,1.0,1.0,1.0,1.0
2025-12-30,5169,1.0,1.0,1.0,1.0,1.0
2025-12-31,5170,1.0,1.0,1.0,1.0,1.0
2026-01-05,5170,1.0,1.0,1.0,1.0,1.0
2026-01-06,5172,1.0,1.0,1.0,1.0,1.0
2026-01-07,5173,1.0,1.0,1.0,1.0,1.0
2026-01-08,5172,1.0,1.0,1.0,1.0,1.0
2026-01-09,5171,1.0,1.0,1.0,1.0,1.0
2026-01-12,5171,1.0,1.0,1.0,1.0,1.0
2026-01-13,5164,1.0,1.0,1.0,1.0,1.0
2026-01-14,5166,1.0,1.0,1.0,1.0,1.0
2026-01-15,5169,1.0,1.0,1.0,1.0,1.0
2026-01-16,5171,1.0,1.0,1.0,1.0,1.0
2026-01-19,5172,1.0,1.0,1.0,1.0,1.0
2026-01-20,5178,1.0,1.0,1.0,1.0,1.0
2026-01-21,5175,1.0,1.0,1.0,1.0,1.0
2026-01-22,5176,1.0,1.0,1.0,1.0,1.0
2026-01-23,5177,1.0,1.0,1.0,1.0,1.0
2026-01-26,5173,1.0,1.0,1.0,1.0,1.0
2026-01-27,5173,1.0,1.0,1.0,1.0,1.0
2026-01-28,5173,1.0,1.0,1.0,1.0,1.0
2026-01-29,5174,1.0,1.0,1.0,1.0,1.0
2026-01-30,5171,1.0,1.0,1.0,1.0,1.0
2026-02-02,5173,1.0,1.0,1.0,1.0,1.0
2026-02-03,5174,1.0,1.0,1.0,1.0,1.0
2026-02-04,5177,1.0,1.0,1.0,1.0,1.0
2026-02-05,5177,1.0,1.0,1.0,1.0,1.0
2026-02-06,5175,1.0,1.0,1.0,1.0,1.0
2026-02-09,5174,1.0,1.0,1.0,1.0,1.0
2026-02-10,5176,1.0,1.0,1.0,1.0,1.0
2026-02-11,5175,1.0,1.0,1.0,1.0,1.0
2026-02-12,5179,1.0,1.0,1.0,1.0,1.0
2026-02-13,5177,1.0,1.0,1.0,1.0,1.0
2026-02-24,5177,1.0,1.0,1.0,1.0,1.0
2026-02-25,5174,1.0,1.0,1.0,1.0,1.0
2026-02-26,5173,1.0,1.0,1.0,1.0,1.0
2026-02-27,5173,1.0,1.0,1.0,1.0,1.0
2026-03-02,5172,1.0,1.0,1.0,1.0,1.0
2026-03-03,5174,1.0,1.0,1.0,1.0,1.0
2026-03-04,5175,1.0,1.0,1.0,1.0,1.0
2026-03-05,5176,1.0,1.0,1.0,1.0,1.0
2026-03-06,5176,1.0,1.0,1.0,1.0,1.0
2026-03-09,5179,1.0,1.0,1.0,1.0,1.0
2026-03-10,5177,1.0,1.0,1.0,1.0,1.0
2026-03-11,5180,1.0,1.0,1.0,1.0,1.0
2026-03-12,5180,1.0,1.0,1.0,1.0,1.0
2026-03-13,5179,1.0,1.0,1.0,1.0,1.0
2026-03-16,5178,1.0,1.0,1.0,1.0,1.0
2026-03-17,5176,1.0,1.0,1.0,1.0,1.0
2026-03-18,5176,1.0,1.0,1.0,1.0,1.0
2026-03-19,5176,1.0,1.0,1.0,1.0,1.0
2026-03-20,5177,1.0,1.0,1.0,1.0,1.0
2026-03-23,5179,1.0,1.0,1.0,1.0,1.0
2026-03-24,5177,1.0,1.0,1.0,1.0,1.0
2026-03-25,5176,1.0,1.0,1.0,1.0,1.0
2026-03-26,5175,1.0,1.0,1.0,1.0,1.0
2026-03-27,5171,1.0,1.0,1.0,1.0,1.0
2026-03-30,5168,1.0,1.0,1.0,1.0,1.0
2026-03-31,5171,1.0,1.0,1.0,1.0,1.0
2026-04-01,5173,1.0,1.0,1.0,1.0,1.0
2026-04-02,5173,1.0,1.0,1.0,1.0,1.0
2026-04-03,5174,1.0,1.0,1.0,1.0,1.0
2026-04-07,5172,1.0,1.0,1.0,1.0,1.0
2026-04-08,5176,1.0,1.0,1.0,1.0,1.0
2026-04-09,5177,1.0,1.0,1.0,1.0,1.0
2026-04-10,5178,1.0,1.0,1.0,1.0,1.0
2026-04-13,5176,1.0,1.0,1.0,1.0,1.0
2026-04-14,5178,1.0,1.0,1.0,1.0,1.0
2026-04-15,5176,1.0,1.0,1.0,1.0,1.0
2026-04-16,5177,1.0,1.0,1.0,1.0,1.0
2026-04-17,5175,1.0,1.0,1.0,1.0,1.0
2026-04-20,5170,1.0,1.0,1.0,1.0,1.0
2026-04-21,5173,1.0,1.0,1.0,1.0,1.0
2026-04-22,5172,1.0,1.0,1.0,1.0,1.0
2026-04-23,5170,1.0,1.0,1.0,1.0,1.0
2026-04-24,5169,1.0,1.0,1.0,1.0,1.0
2026-04-27,5167,1.0,1.0,1.0,1.0,1.0
2026-04-28,5160,1.0,1.0,1.0,1.0,1.0
2026-04-29,5134,1.0,1.0,1.0,1.0,1.0
2026-04-30,5132,1.0,1.0,1.0,1.0,1.0
2026-05-06,5161,1.0,1.0,1.0,1.0,1.0
2026-05-07,5163,1.0,1.0,1.0,1.0,1.0
2026-05-08,5161,1.0,1.0,1.0,1.0,1.0
2026-05-11,5159,1.0,1.0,1.0,1.0,1.0
2026-05-12,5158,1.0,1.0,1.0,1.0,1.0
2026-05-13,5162,1.0,1.0,1.0,1.0,1.0
2026-05-14,5162,1.0,1.0,1.0,1.0,1.0
2026-05-15,5162,1.0,1.0,1.0,1.0,1.0
2026-05-18,5164,1.0,1.0,1.0,1.0,1.0
2026-05-19,5160,1.0,1.0,1.0,1.0,1.0
2026-05-20,5164,1.0,1.0,1.0,1.0,1.0
2026-05-21,5167,1.0,1.0,1.0,1.0,1.0
2026-05-22,5166,1.0,1.0,1.0,1.0,1.0
2026-05-25,5166,1.0,1.0,1.0,1.0,1.0
2026-05-26,5166,1.0,1.0,1.0,1.0,1.0
2026-05-27,5165,1.0,1.0,1.0,1.0,1.0
2026-05-28,5165,1.0,1.0,1.0,1.0,1.0
2026-05-29,5164,1.0,1.0,1.0,1.0,1.0
2026-06-01,5166,1.0,1.0,1.0,1.0,1.0
2026-06-02,5165,1.0,1.0,1.0,1.0,1.0
2026-06-03,5169,1.0,1.0,1.0,1.0,1.0
2026-06-04,5169,1.0,1.0,1.0,1.0,1.0
2026-06-05,5171,1.0,1.0,1.0,1.0,1.0
2026-06-08,5172,1.0,1.0,1.0,1.0,1.0
2026-06-09,5171,1.0,1.0,1.0,1.0,1.0
2026-06-10,5168,1.0,1.0,1.0,1.0,1.0
2026-06-11,5166,1.0,1.0,1.0,1.0,1.0
2026-06-12,5167,1.0,1.0,1.0,1.0,1.0
2026-06-15,5162,1.0,1.0,1.0,1.0,1.0
2026-06-16,5167,1.0,1.0,1.0,1.0,1.0
2026-06-17,5163,1.0,1.0,1.0,1.0,1.0
2026-06-18,5161,1.0,1.0,1.0,1.0,1.0
2026-06-22,5164,1.0,1.0,1.0,1.0,1.0
2026-06-23,5166,1.0,1.0,1.0,1.0,1.0
2026-06-24,5164,1.0,1.0,1.0,1.0,1.0
2026-06-25,5163,1.0,1.0,1.0,1.0,1.0
2026-06-26,5164,1.0,1.0,1.0,1.0,1.0
2026-06-29,5160,1.0,1.0,1.0,1.0,1.0
2026-06-30,5157,1.0,1.0,1.0,1.0,1.0
2026-07-01,5160,1.0,1.0,1.0,1.0,1.0
2026-07-02,5164,1.0,1.0,1.0,1.0,1.0
2026-07-03,5163,1.0,1.0,1.0,1.0,1.0
2026-07-06,5164,1.0,1.0,1.0,1.0,1.0
2026-07-07,5164,1.0,1.0,1.0,1.0,1.0
2026-07-08,5164,1.0,1.0,1.0,1.0,1.0
2026-07-09,5164,1.0,1.0,1.0,1.0,1.0
2026-07-10,5163,1.0,1.0,1.0,1.0,1.0
2026-07-13,5166,1.0,1.0,1.0,1.0,1.0
2026-07-14,5166,1.0,1.0,1.0,1.0,1.0
2026-07-15,5167,1.0,1.0,1.0,1.0,1.0
2026-07-16,5166,1.0,1.0,1.0,1.0,1.0
2026-07-17,5164,1.0,1.0,1.0,1.0,1.0
2026-07-20,5166,1.0,1.0,1.0,1.0,1.0
2026-07-21,5166,1.0,1.0,1.0,1.0,1.0
2026-07-22,5166,1.0,1.0,1.0,1.0,1.0
2026-07-23,5166,1.0,1.0,1.0,1.0,1.0
2026-07-24,4570,1.0,1.0,1.0,1.0,1.0
2026-07-27,5192,1.0,1.0,1.0,1.0,1.0
2026-07-28,5193,1.0,1.0,1.0,1.0,1.0
2026-07-29,5192,1.0,1.0,1.0,1.0,1.0
2026-07-30,5195,1.0,1.0,1.0,1.0,1.0
