strategy,trade_date,symbol,name,industry,side,price,shares,gross_amount,cost,cash_after,reason,planned_shares,planned_price,filled_shares,filled_price,reject_reason,open_weight_drift_bps,cash_residual_ratio,intentional_cash_ratio,planned_cash_buffer_ratio,unexpected_cash_residual_ratio,planned_vs_filled_notional_gap,planned_vs_filled_share_gap,buy_order_shortfall_ratio,t1_not_tradable_reject_count,limit_block_reject_count,risk_event_triggered,risk_event_types,missing_cap_risk_label,missed_risk_event
baseline_full_liquidity_detail_vol_position,2026-04-24,600487,亨通光电,通信设备,BUY,68.0,2300,156400.0,117.3,226300.5770225,rebalance_unlocked,2300.0,68.0,2300.0,68.0,,-80.76956288734394,0.3078542337720673,0.30000000000000004,0.30000000000000004,0.007854233772067232,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-27,600522,中天科技,通信设备,SELL,34.29,3100,106299.0,79.72425,332519.8527725,rebalance_unlocked,,,,,,,0.34475820696505416,0.30000000000000004,0.30000000000000004,0.044758206965054115,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-04-27,300502,新易盛,通信设备,BUY,770.16,100,77016.0,57.762,255446.09077250003,rebalance_unlocked,100.0,770.16,100.0,770.16,,-448.7976834759103,0.34475820696505416,0.30000000000000004,0.30000000000000004,0.044758206965054115,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-05-08,600176,中国巨石,玻璃,SELL,37.6232,3500,131681.19999999998,98.76089999999999,387028.5298725,rebalance_unlocked,,,,,,,0.3192728823271036,0.30000000000000004,0.30000000000000004,0.019272882327103558,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-05-08,301308,江波龙,半导体,BUY,475.5783,300,142673.49,107.0051175,244248.034755,rebalance_unlocked,300.0,475.5783,300.0,475.5783,,-194.55928588041348,0.3192728823271036,0.30000000000000004,0.30000000000000004,0.019272882327103558,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-05-12,002436,兴森科技,元器件,SELL,33.7273,800,26981.84,20.23638,271209.638375,rebalance_unlocked,,,,,,,0.3043723739134084,0.30000000000000004,0.30000000000000004,0.004372373913408334,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-05-12,601166,XD兴业银,银行,SELL,18.2147,5700,103823.79000000001,77.86784250000001,374955.5605325,rebalance_unlocked,,,,,,,0.3043723739134084,0.30000000000000004,0.30000000000000004,0.004372373913408334,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-05-12,600584,长电科技,半导体,BUY,56.76,1500,85140.0,63.855000000000004,289751.7055325,rebalance_unlocked,1500.0,56.76,1500.0,56.76,,-43.46414774545004,0.3043723739134084,0.30000000000000004,0.30000000000000004,0.004372373913408334,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-05-12,688008,澜起科技,半导体,BUY,240.85,200,48170.0,36.1275,241545.5780325,rebalance_unlocked,200.0,240.85,200.0,240.85,,-1.9955123094035632,0.3043723739134084,0.30000000000000004,0.30000000000000004,0.004372373913408334,0.0,0,0.0,0,0,0,,0,0
baseline_full_liquidity_detail_vol_position,2026-05-13,600487,亨通光电,通信设备,SELL,73.34,2300,168682.0,126.5115,410101.0665325,rebalance_unlocked,,,,,,,0.3021097563874549,0.30000000000000004,0.30000000000000004,0.002109756387454864,0.0,0,0.0,0,0,0,,0,0
