strategy,trade_date,symbol,name,industry,side,price,shares,gross_amount,cost,cash_after,reason,planned_shares,planned_price,filled_shares,filled_price,reject_reason,open_weight_drift_bps,cash_residual_ratio,decision_timestamp,proxy_asof_timestamp,order_submit_timestamp,fill_timestamp,execution_mode,causality_pass,daily_proxy_approximation,execution_mode_status,execution_promotion_eligible,execution_safe_uplift_preflight_status,execution_safe_uplift_fallback_applied,precommit_uplift_risk_level,precommit_uplift_cap_reason,cap_input_coverage,cap_missing_fields,cap_trigger_count,strict_cap_candidate_vol_20,strict_cap_candidate_ret_1,precommit_cap_applied,pattern_guard_enabled,pattern_strategy_mode
production_governed_vol_position,2026-01-20,000338,潍柴动力,汽车配件,BUY,22.1,4000,88400.0,66.3,454373.4710000001,rebalance_unlocked,4000.0,22.1,4000.0,22.1,,-21.390879226008686,0.3208609528544437,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-20,000938,紫光股份,IT设备,BUY,27.79,4400,122276.0,91.70700000000001,332005.7640000001,rebalance_unlocked,4400.0,27.79,4400.0,27.79,,-42.92274463254031,0.3208609528544437,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-20,002156,通富微电,半导体,BUY,47.7,1400,66780.0,50.085,265175.67900000006,rebalance_unlocked,1400.0,47.7,1400.0,47.7,,-32.85590436967023,0.3208609528544437,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-20,600089,特变电工,电气设备,BUY,30.9,1800,55620.0,41.715,209513.96400000007,rebalance_unlocked,1800.0,30.9,1800.0,30.9,,-18.167489976451957,0.3208609528544437,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position,2026-01-20,688525,佰维存储,半导体,BUY,177.0,200,35400.0,26.55,174087.41400000005,rebalance_unlocked,200.0,177.0,200.0,177.0,,-100.28414350682385,0.3208609528544437,,,,,,,,,,,,,,,,,,,,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-06,002465,海格通信,通信设备,BUY,18.32,5000,91600.0,68.7,408331.3,rebalance_unlocked,5000.0,19.06,5000.0,18.32,,-108.81025312223235,0.38961069653654795,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-06T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.06675734288949493,0.1996527777777779,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-06,300058,蓝色光标,广告包装,BUY,13.6,3100,42160.0,31.62,366139.68,rebalance_unlocked,3100.0,15.202000000000002,3100.0,13.6,,-117.3879266638117,0.38961069653654795,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-06T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.06675734288949493,0.1996527777777779,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-06,300136,信维通信,元器件,BUY,63.5,700,44450.0,33.3375,321656.34249999997,rebalance_unlocked,700.0,72.171,700.0,63.5,,-195.80583872007645,0.38961069653654795,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-06T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.06675734288949493,0.1996527777777779,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-06,600118,中国卫星,航空,BUY,96.89,500,48445.0,36.33375,273175.00875,rebalance_unlocked,500.0,109.39500000000001,500.0,96.89,,-331.5983355788976,0.38961069653654795,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-06T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.06675734288949493,0.1996527777777779,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-06,600362,江西铜业,铜,BUY,56.0,1400,78400.0,58.800000000000004,194716.20875,rebalance_unlocked,1400.0,59.73,1400.0,56.0,,-145.2976459149824,0.38961069653654795,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-05T15:00:00+08:00,2026-01-06T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.06675734288949493,0.1996527777777779,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,002465,海格通信,通信设备,SELL,18.6,5000,93000.0,69.75,287646.45875,rebalance_unlocked,,,,,,,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,300058,蓝色光标,广告包装,SELL,17.6,3100,54560.00000000001,40.92000000000001,342165.53875,rebalance_unlocked,,,,,,,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,300136,信维通信,元器件,SELL,81.0,700,56700.0,42.525,398823.01375,rebalance_unlocked,,,,,,,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,600118,中国卫星,航空,SELL,105.99,500,52995.0,39.74625,451778.26749999996,rebalance_unlocked,,,,,,,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,600362,江西铜业,铜,SELL,61.64,1400,86296.0,64.72200000000001,538009.5455,rebalance_unlocked,,,,,,,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,000338,潍柴动力,汽车配件,BUY,22.1,3500,77350.0,58.0125,460601.533,rebalance_unlocked,3500.0,24.805000000000003,3500.0,22.1,,-206.0683679925532,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,000938,紫光股份,IT设备,BUY,27.79,4000,111160.0,83.37,349358.163,rebalance_unlocked,4000.0,30.6,4000.0,27.79,,-220.60876428693783,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,002156,通富微电,半导体,BUY,47.7,1200,57240.0,42.93,292075.233,rebalance_unlocked,1200.0,53.009,1200.0,47.7,,-194.6125546166247,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,600089,特变电工,电气设备,BUY,30.9,1600,49440.0,37.08,242598.153,rebalance_unlocked,1600.0,33.55,1600.0,30.9,,-119.95311651391353,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
production_governed_vol_position_v1_2b_strict_precommit_uplift,2026-01-20,688525,佰维存储,半导体,BUY,177.0,200,35400.0,26.55,207171.603,rebalance_unlocked,200.0,192.80800000000002,200.0,177.0,,-91.69154382348263,0.3852480389902438,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-19T15:00:00+08:00,2026-01-20T09:30:00+08:00,strict_t1_open_precommit,1,0,STRICT_PRECOMMIT_CAUSAL,1,strict_precommit_no_intraday_guard,0,extreme,precommit_extreme_risk,1.0,,2,0.05059270119659988,0.09989181391994228,1,,
