strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,max_per_industry,industry_penalty_step,symbol,name,industry,industry_key,is_bs_candidate,sort_col,rank_score,score,dynamic_factor_score,score_liq_breakout_adj,liquidity_detail_score,s_breakout,s_liquidity,s_relative_amount,s_amount_ratio_5_20,s_low_impact_cost,s_amount_stability,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq_top_30_then_liq_breakout_adj,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,300257,开山股份,机械基件,机械基件,0,score_liq_breakout_adj,80.41,80.41,86.76832138933932,80.41,68.24294885878189,96.14,21.52,84.30977663859393,67.4295129989015,73.28817283046503,15.800073233247893,73.06,,,,,,,24.92,30.92,0.2407704654895666
liq_top_30_then_liq_breakout_adj,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,000988,华工科技,专用机械,专用机械,0,score_liq_breakout_adj,80.24,80.24,99.07281477219229,80.24,90.87024044916393,98.68,29.87,95.88062980593189,95.51446356645917,99.5422922006591,26.089344562431343,74.52,,,,,,,112.0,116.08,0.03642857142857148
liq_top_30_then_liq_breakout_adj,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600629,华建集团,建筑工程,建筑工程,0,score_liq_breakout_adj,80.15,80.15,93.32138933933147,80.15,79.235686561699,97.16,24.27,96.52142072500915,87.5503478579275,84.82240937385573,17.15488831929696,70.12,,,,,,,21.93,21.11,-0.037391700866393096
liq_top_10_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,001309,德明利,半导体,半导体,0,liquidity_detail_score,93.88589039423898,37.71,80.58665062509807,37.71,93.88589039423898,48.0,29.15,92.51190040278287,87.45880629805932,97.07067008421824,88.37422189674112,52.32,,,,,,,268.1023,331.8695,0.23784652350986923
liq_top_10_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601872,招商轮船,水运,水运,0,liquidity_detail_score,92.73433906993776,57.57,87.32672490453523,57.57,92.73433906993776,48.0,29.31,86.43354082753571,96.41157085316733,97.21713658000732,73.23324789454412,62.66,,,,,,,17.64,16.78,-0.0487528344671202
liq_top_10_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600549,厦门钨业,小金属,小金属,0,liquidity_detail_score,92.35993897229342,60.78,88.00020923785112,60.78,92.35993897229342,48.0,29.77,81.34383009886488,88.44745514463567,98.75503478579274,83.17466129622849,63.81,,,,,,,72.0,54.32,-0.24555555555555553
liq_top_10_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002261,拓维信息,软件服务,软件服务,0,liquidity_detail_score,91.81991944342732,36.41,77.21792122194904,36.41,91.81991944342732,48.0,29.4,96.92420358842915,99.04796777737093,97.61991944342732,37.3489564262175,42.61,,,,,,,39.49,35.57,-0.09926563687009371
liq_top_10_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002281,光迅科技,通信设备,通信设备,0,liquidity_detail_score,91.52145490052484,68.4,90.08343359313699,68.4,91.52145490052484,48.0,29.47,90.02196997436836,88.90516294397656,98.20578542658367,61.57085316733797,68.19,,,,,,,77.95,83.08,0.06581141757536879
liq_top_20_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,001309,德明利,半导体,半导体,0,liquidity_detail_score,93.88589039423898,37.71,80.58665062509807,37.71,93.88589039423898,48.0,29.15,92.51190040278287,87.45880629805932,97.07067008421824,88.37422189674112,52.32,,,,,,,268.1023,331.8695,0.23784652350986923
liq_top_20_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601872,招商轮船,水运,水运,0,liquidity_detail_score,92.73433906993776,57.57,87.32672490453523,57.57,92.73433906993776,48.0,29.31,86.43354082753571,96.41157085316733,97.21713658000732,73.23324789454412,62.66,,,,,,,17.64,16.78,-0.0487528344671202
liq_top_20_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600549,厦门钨业,小金属,小金属,0,liquidity_detail_score,92.35993897229342,60.78,88.00020923785112,60.78,92.35993897229342,48.0,29.77,81.34383009886488,88.44745514463567,98.75503478579274,83.17466129622849,63.81,,,,,,,72.0,54.32,-0.24555555555555553
liq_top_20_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002261,拓维信息,软件服务,软件服务,0,liquidity_detail_score,91.81991944342732,36.41,77.21792122194904,36.41,91.81991944342732,48.0,29.4,96.92420358842915,99.04796777737093,97.61991944342732,37.3489564262175,42.61,,,,,,,39.49,35.57,-0.09926563687009371
liq_top_20_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002281,光迅科技,通信设备,通信设备,0,liquidity_detail_score,91.52145490052484,68.4,90.08343359313699,68.4,91.52145490052484,48.0,29.47,90.02196997436836,88.90516294397656,98.20578542658367,61.57085316733797,68.19,,,,,,,77.95,83.08,0.06581141757536879
liq_top_30_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,001309,德明利,半导体,半导体,0,liquidity_detail_score,93.88589039423898,37.71,80.58665062509807,37.71,93.88589039423898,48.0,29.15,92.51190040278287,87.45880629805932,97.07067008421824,88.37422189674112,52.32,,,,,,,268.1023,331.8695,0.23784652350986923
liq_top_30_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601872,招商轮船,水运,水运,0,liquidity_detail_score,92.73433906993776,57.57,87.32672490453523,57.57,92.73433906993776,48.0,29.31,86.43354082753571,96.41157085316733,97.21713658000732,73.23324789454412,62.66,,,,,,,17.64,16.78,-0.0487528344671202
liq_top_30_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600549,厦门钨业,小金属,小金属,0,liquidity_detail_score,92.35993897229342,60.78,88.00020923785112,60.78,92.35993897229342,48.0,29.77,81.34383009886488,88.44745514463567,98.75503478579274,83.17466129622849,63.81,,,,,,,72.0,54.32,-0.24555555555555553
liq_top_30_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002261,拓维信息,软件服务,软件服务,0,liquidity_detail_score,91.81991944342732,36.41,77.21792122194904,36.41,91.81991944342732,48.0,29.4,96.92420358842915,99.04796777737093,97.61991944342732,37.3489564262175,42.61,,,,,,,39.49,35.57,-0.09926563687009371
liq_top_30_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002281,光迅科技,通信设备,通信设备,0,liquidity_detail_score,91.52145490052484,68.4,90.08343359313699,68.4,91.52145490052484,48.0,29.47,90.02196997436836,88.90516294397656,98.20578542658367,61.57085316733797,68.19,,,,,,,77.95,83.08,0.06581141757536879
liq_top_10_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,0,dynamic_factor_score,99.08589213788773,79.55,99.08589213788773,79.55,89.62587086537287,99.69,29.74,96.11863786158916,81.12413035518125,99.50567557671182,36.54339069937752,71.41,,,,,,,18.9,16.3,-0.13756613756613745
liq_top_10_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,000988,华工科技,专用机械,专用机械,0,dynamic_factor_score,99.07281477219229,80.24,99.07281477219229,80.24,90.87024044916393,98.68,29.87,95.88062980593189,95.51446356645917,99.5422922006591,26.089344562431343,74.52,,,,,,,112.0,116.08,0.03642857142857148
liq_top_10_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600875,东方电气,电气设备,电气设备,1,dynamic_factor_score,98.0514725113773,79.36,98.0514725113773,79.36,88.70161845477847,99.23,29.64,94.98352251922373,83.54082753570121,99.43244232881729,27.389234712559503,62.33,,,,,TRADE,,42.11,36.9,-0.12372358109712656
liq_top_10_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002714,牧原股份,农业综合,农业综合,0,dynamic_factor_score,97.79646388031594,76.02,97.79646388031594,76.02,86.33426583668985,98.41,28.86,95.03844745514463,72.26290735994141,98.00439399487367,33.06481142438667,68.59,,,,,,,49.6,49.45,-0.003024193548387122
liq_top_10_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601868,中国能建,建筑工程,建筑工程,0,dynamic_factor_score,97.43029764084322,73.11,97.43029764084322,73.11,90.3633589649701,99.69,28.0,99.41413401684365,95.09337239106554,97.7663859392164,42.18235078725742,61.85,,,,,,,2.95,3.17,0.07457627118644061
liq_top_20_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,0,dynamic_factor_score,99.08589213788773,79.55,99.08589213788773,79.55,89.62587086537287,99.69,29.74,96.11863786158916,81.12413035518125,99.50567557671182,36.54339069937752,71.41,,,,,,,18.9,16.3,-0.13756613756613745
liq_top_20_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,000988,华工科技,专用机械,专用机械,0,dynamic_factor_score,99.07281477219229,80.24,99.07281477219229,80.24,90.87024044916393,98.68,29.87,95.88062980593189,95.51446356645917,99.5422922006591,26.089344562431343,74.52,,,,,,,112.0,116.08,0.03642857142857148
liq_top_20_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600875,东方电气,电气设备,电气设备,1,dynamic_factor_score,98.0514725113773,79.36,98.0514725113773,79.36,88.70161845477847,99.23,29.64,94.98352251922373,83.54082753570121,99.43244232881729,27.389234712559503,62.33,,,,,TRADE,,42.11,36.9,-0.12372358109712656
liq_top_20_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002714,牧原股份,农业综合,农业综合,0,dynamic_factor_score,97.79646388031594,76.02,97.79646388031594,76.02,86.33426583668985,98.41,28.86,95.03844745514463,72.26290735994141,98.00439399487367,33.06481142438667,68.59,,,,,,,49.6,49.45,-0.003024193548387122
liq_top_20_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601868,中国能建,建筑工程,建筑工程,0,dynamic_factor_score,97.43029764084322,73.11,97.43029764084322,73.11,90.3633589649701,99.69,28.0,99.41413401684365,95.09337239106554,97.7663859392164,42.18235078725742,61.85,,,,,,,2.95,3.17,0.07457627118644061
liq_top_30_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,0,dynamic_factor_score,99.08589213788773,79.55,99.08589213788773,79.55,89.62587086537287,99.69,29.74,96.11863786158916,81.12413035518125,99.50567557671182,36.54339069937752,71.41,,,,,,,18.9,16.3,-0.13756613756613745
liq_top_30_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,000988,华工科技,专用机械,专用机械,0,dynamic_factor_score,99.07281477219229,80.24,99.07281477219229,80.24,90.87024044916393,98.68,29.87,95.88062980593189,95.51446356645917,99.5422922006591,26.089344562431343,74.52,,,,,,,112.0,116.08,0.03642857142857148
liq_top_30_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600875,东方电气,电气设备,电气设备,1,dynamic_factor_score,98.0514725113773,79.36,98.0514725113773,79.36,88.70161845477847,99.23,29.64,94.98352251922373,83.54082753570121,99.43244232881729,27.389234712559503,62.33,,,,,TRADE,,42.11,36.9,-0.12372358109712656
liq_top_30_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002714,牧原股份,农业综合,农业综合,0,dynamic_factor_score,97.79646388031594,76.02,97.79646388031594,76.02,86.33426583668985,98.41,28.86,95.03844745514463,72.26290735994141,98.00439399487367,33.06481142438667,68.59,,,,,,,49.6,49.45,-0.003024193548387122
liq_top_30_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601868,中国能建,建筑工程,建筑工程,0,dynamic_factor_score,97.43029764084322,73.11,97.43029764084322,73.11,90.3633589649701,99.69,28.0,99.41413401684365,95.09337239106554,97.7663859392164,42.18235078725742,61.85,,,,,,,2.95,3.17,0.07457627118644061
liq_top_20_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002126,银轮股份,汽车配件,汽车配件,0,bs_score_v2,74.96,80.55,95.32484176387507,80.55,81.75188819724156,98.99,28.28,84.6027096301721,52.0322226290736,92.84145001830831,53.936287074331744,74.96,,,,,,,52.01,43.05,-0.17227456258411844
liq_top_20_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,000988,华工科技,专用机械,专用机械,0,bs_score_v2,74.52,80.24,99.07281477219229,80.24,90.87024044916393,98.68,29.87,95.88062980593189,95.51446356645917,99.5422922006591,26.089344562431343,74.52,,,,,,,112.0,116.08,0.03642857142857148
liq_top_20_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600216,浙江医药,化学制药,化学制药,1,bs_score_v2,73.95,77.49,92.78521734581786,77.49,77.88425729281094,98.32,24.53,94.08641523251556,84.47455144635666,82.71695349688758,12.815818381545222,73.95,,,,,TRADE,,18.35,15.2,-0.17166212534059955
liq_top_20_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002001,新和成,化学制药,化学制药,0,bs_score_v2,73.6,76.6,97.1190563372914,76.6,88.32131087513731,98.22,28.5,93.02453313804467,91.23031856462835,95.02013914317101,37.78835591358477,73.6,,,,,,,36.68,34.25,-0.06624863685932392
liq_top_20_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,300658,延江股份,纺织,纺织,0,bs_score_v2,73.09,77.75,92.87152795940784,77.75,82.8572903698279,97.2,26.22,92.3288172830465,89.50933723910656,76.60197729769315,45.14829732698645,73.09,,,,,,,28.13,23.57,-0.16210451475293275
tiered_liquidity_then_score,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002126,银轮股份,汽车配件,汽车配件,0,score,80.55,80.55,95.32484176387507,80.55,81.75188819724156,98.99,28.28,84.6027096301721,52.0322226290736,92.84145001830831,53.936287074331744,74.96,,,,,,,52.01,43.05,-0.17227456258411844
tiered_liquidity_then_score,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,000988,华工科技,专用机械,专用机械,0,score,80.24,80.24,99.07281477219229,80.24,90.87024044916393,98.68,29.87,95.88062980593189,95.51446356645917,99.5422922006591,26.089344562431343,74.52,,,,,,,112.0,116.08,0.03642857142857148
tiered_liquidity_then_score,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,0,score,79.55,79.55,99.08589213788773,79.55,89.62587086537287,99.69,29.74,96.11863786158916,81.12413035518125,99.50567557671182,36.54339069937752,71.41,,,,,,,18.9,16.3,-0.13756613756613745
tiered_liquidity_then_score,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,603688,石英股份,矿物制品,矿物制品,0,score,79.38,79.38,96.26118114766962,79.38,82.65412181130233,97.02,27.53,94.50750640790919,76.21750274624681,93.88502380080557,15.305748809959722,71.68,,,,,,,51.19,43.71,-0.14612228950966977
tiered_liquidity_then_score,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600875,东方电气,电气设备,电气设备,1,score,79.36,79.36,98.0514725113773,79.36,88.70161845477847,99.23,29.64,94.98352251922373,83.54082753570121,99.43244232881729,27.389234712559503,62.33,,,,,TRADE,,42.11,36.9,-0.12372358109712656
tiered_liquidity_then_liq_breakout_adj,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002126,银轮股份,汽车配件,汽车配件,0,score_liq_breakout_adj,80.55,80.55,95.32484176387507,80.55,81.75188819724156,98.99,28.28,84.6027096301721,52.0322226290736,92.84145001830831,53.936287074331744,74.96,,,,,,,52.01,43.05,-0.17227456258411844
tiered_liquidity_then_liq_breakout_adj,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,000988,华工科技,专用机械,专用机械,0,score_liq_breakout_adj,80.24,80.24,99.07281477219229,80.24,90.87024044916393,98.68,29.87,95.88062980593189,95.51446356645917,99.5422922006591,26.089344562431343,74.52,,,,,,,112.0,116.08,0.03642857142857148
tiered_liquidity_then_liq_breakout_adj,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,0,score_liq_breakout_adj,79.55,79.55,99.08589213788773,79.55,89.62587086537287,99.69,29.74,96.11863786158916,81.12413035518125,99.50567557671182,36.54339069937752,71.41,,,,,,,18.9,16.3,-0.13756613756613745
tiered_liquidity_then_liq_breakout_adj,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,603688,石英股份,矿物制品,矿物制品,0,score_liq_breakout_adj,79.38,79.38,96.26118114766962,79.38,82.65412181130233,97.02,27.53,94.50750640790919,76.21750274624681,93.88502380080557,15.305748809959722,71.68,,,,,,,51.19,43.71,-0.14612228950966977
tiered_liquidity_then_liq_breakout_adj,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600875,东方电气,电气设备,电气设备,1,score_liq_breakout_adj,79.36,79.36,98.0514725113773,79.36,88.70161845477847,99.23,29.64,94.98352251922373,83.54082753570121,99.43244232881729,27.389234712559503,62.33,,,,,TRADE,,42.11,36.9,-0.12372358109712656
tiered_liquidity_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,001309,德明利,半导体,半导体,0,liquidity_detail_score,93.88589039423898,37.71,80.58665062509807,37.71,93.88589039423898,48.0,29.15,92.51190040278287,87.45880629805932,97.07067008421824,88.37422189674112,52.32,,,,,,,268.1023,331.8695,0.23784652350986923
tiered_liquidity_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601872,招商轮船,水运,水运,0,liquidity_detail_score,92.73433906993776,57.57,87.32672490453523,57.57,92.73433906993776,48.0,29.31,86.43354082753571,96.41157085316733,97.21713658000732,73.23324789454412,62.66,,,,,,,17.64,16.78,-0.0487528344671202
tiered_liquidity_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600549,厦门钨业,小金属,小金属,0,liquidity_detail_score,92.35993897229342,60.78,88.00020923785112,60.78,92.35993897229342,48.0,29.77,81.34383009886488,88.44745514463567,98.75503478579274,83.17466129622849,63.81,,,,,,,72.0,54.32,-0.24555555555555553
tiered_liquidity_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002261,拓维信息,软件服务,软件服务,0,liquidity_detail_score,91.81991944342732,36.41,77.21792122194904,36.41,91.81991944342732,48.0,29.4,96.92420358842915,99.04796777737093,97.61991944342732,37.3489564262175,42.61,,,,,,,39.49,35.57,-0.09926563687009371
tiered_liquidity_then_liquidity_detail,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002281,光迅科技,通信设备,通信设备,0,liquidity_detail_score,91.52145490052484,68.4,90.08343359313699,68.4,91.52145490052484,48.0,29.47,90.02196997436836,88.90516294397656,98.20578542658367,61.57085316733797,68.19,,,,,,,77.95,83.08,0.06581141757536879
tiered_liquidity_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601179,中国西电,电气设备,电气设备,0,dynamic_factor_score,99.08589213788773,79.55,99.08589213788773,79.55,89.62587086537287,99.69,29.74,96.11863786158916,81.12413035518125,99.50567557671182,36.54339069937752,71.41,,,,,,,18.9,16.3,-0.13756613756613745
tiered_liquidity_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,000988,华工科技,专用机械,专用机械,0,dynamic_factor_score,99.07281477219229,80.24,99.07281477219229,80.24,90.87024044916393,98.68,29.87,95.88062980593189,95.51446356645917,99.5422922006591,26.089344562431343,74.52,,,,,,,112.0,116.08,0.03642857142857148
tiered_liquidity_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600875,东方电气,电气设备,电气设备,1,dynamic_factor_score,98.0514725113773,79.36,98.0514725113773,79.36,88.70161845477847,99.23,29.64,94.98352251922373,83.54082753570121,99.43244232881729,27.389234712559503,62.33,,,,,TRADE,,42.11,36.9,-0.12372358109712656
tiered_liquidity_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002714,牧原股份,农业综合,农业综合,0,dynamic_factor_score,97.79646388031594,76.02,97.79646388031594,76.02,86.33426583668985,98.41,28.86,95.03844745514463,72.26290735994141,98.00439399487367,33.06481142438667,68.59,,,,,,,49.6,49.45,-0.003024193548387122
tiered_liquidity_then_dynamic_factor,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,601868,中国能建,建筑工程,建筑工程,0,dynamic_factor_score,97.43029764084322,73.11,97.43029764084322,73.11,90.3633589649701,99.69,28.0,99.41413401684365,95.09337239106554,97.7663859392164,42.18235078725742,61.85,,,,,,,2.95,3.17,0.07457627118644061
tiered_liquidity_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002126,银轮股份,汽车配件,汽车配件,0,bs_score_v2,74.96,80.55,95.32484176387507,80.55,81.75188819724156,98.99,28.28,84.6027096301721,52.0322226290736,92.84145001830831,53.936287074331744,74.96,,,,,,,52.01,43.05,-0.17227456258411844
tiered_liquidity_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,000988,华工科技,专用机械,专用机械,0,bs_score_v2,74.52,80.24,99.07281477219229,80.24,90.87024044916393,98.68,29.87,95.88062980593189,95.51446356645917,99.5422922006591,26.089344562431343,74.52,,,,,,,112.0,116.08,0.03642857142857148
tiered_liquidity_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,600216,浙江医药,化学制药,化学制药,1,bs_score_v2,73.95,77.49,92.78521734581786,77.49,77.88425729281094,98.32,24.53,94.08641523251556,84.47455144635666,82.71695349688758,12.815818381545222,73.95,,,,,TRADE,,18.35,15.2,-0.17166212534059955
tiered_liquidity_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,002001,新和成,化学制药,化学制药,0,bs_score_v2,73.6,76.6,97.1190563372914,76.6,88.32131087513731,98.22,28.5,93.02453313804467,91.23031856462835,95.02013914317101,37.78835591358477,73.6,,,,,,,36.68,34.25,-0.06624863685932392
tiered_liquidity_then_bs_v2,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.0,300001,特锐德,电气设备,电气设备,1,bs_score_v2,72.78,77.6,96.88366375477322,77.6,87.52134016843647,98.97,26.91,97.43683632369095,94.80043939948737,93.53716587330648,39.03332112779202,72.78,,,,,TRADE,,32.45,28.69,-0.11587057010785828
baseline_full_liquidity_industry_cap2,2026-03-06,2026-03-09,2026-03-20,10,1,5,2.0,0.0,300308,中际旭创,通信设备,通信设备,0,s_liquidity,30.0,32.71,63.307527331694295,32.71,73.73123398022702,48.0,30.0,25.210545587696814,44.287806664225556,99.83522519223727,70.70670084218234,41.08,,,,,,,520.715,612.7237,0.17669684952421183
baseline_full_liquidity_industry_cap2,2026-03-06,2026-03-09,2026-03-20,10,1,5,2.0,0.0,300394,天孚通信,通信设备,通信设备,0,s_liquidity,29.99,55.84,81.9545430768426,55.84,80.31072378860003,48.0,29.99,50.43939948736727,42.49359209080923,99.65214207250092,89.14317099963384,63.39,,,,,,,306.75,312.0,0.017114914425427896
baseline_full_liquidity_industry_cap2,2026-03-06,2026-03-09,2026-03-20,10,1,5,2.0,0.0,300750,宁德时代,电气设备,电气设备,0,s_liquidity,29.98,44.29,74.7005283255741,44.29,71.82430367386793,48.0,29.98,36.268766019772976,33.19296960820212,99.68875869644819,46.64957890882461,56.09,,,,,,,354.3105,419.4767,0.18392398757586914
baseline_full_liquidity_industry_cap2,2026-03-06,2026-03-09,2026-03-20,10,1,5,2.0,0.0,601899,紫金矿业,铜,铜,0,s_liquidity,29.98,32.28,65.21551498666108,32.28,77.60881484193823,48.0,29.98,38.63053826437203,43.1893079458074,99.81691688026363,84.58440131819846,40.37,,,,,,,35.93,31.65,-0.11912051210687447
baseline_full_liquidity_industry_cap2,2026-03-06,2026-03-09,2026-03-20,10,1,5,2.0,0.0,688256,寒武纪-U,半导体,半导体,0,s_liquidity,29.97,43.36,65.70591620024062,43.36,62.51400952032223,48.0,29.97,13.914317099963384,17.594287806664223,99.76199194434272,21.677041376785063,45.35,,,,,,,1120.0,1025.0,-0.0848214285714286
baseline_full_liquidity_industry_penalty_0p10pt,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.1,300308,中际旭创,通信设备,通信设备,0,s_liquidity,30.0,32.71,63.307527331694295,32.71,73.73123398022702,48.0,30.0,25.210545587696814,44.287806664225556,99.83522519223727,70.70670084218234,41.08,,,,,,,520.715,612.7237,0.17669684952421183
baseline_full_liquidity_industry_penalty_0p10pt,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.1,300750,宁德时代,电气设备,电气设备,0,s_liquidity,29.98,44.29,74.7005283255741,44.29,71.82430367386793,48.0,29.98,36.268766019772976,33.19296960820212,99.68875869644819,46.64957890882461,56.09,,,,,,,354.3105,419.4767,0.18392398757586914
baseline_full_liquidity_industry_penalty_0p10pt,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.1,601899,紫金矿业,铜,铜,0,s_liquidity,29.98,32.28,65.21551498666108,32.28,77.60881484193823,48.0,29.98,38.63053826437203,43.1893079458074,99.81691688026363,84.58440131819846,40.37,,,,,,,35.93,31.65,-0.11912051210687447
baseline_full_liquidity_industry_penalty_0p10pt,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.1,688256,寒武纪-U,半导体,半导体,0,s_liquidity,29.97,43.36,65.70591620024062,43.36,62.51400952032223,48.0,29.97,13.914317099963384,17.594287806664223,99.76199194434272,21.677041376785063,45.35,,,,,,,1120.0,1025.0,-0.0848214285714286
baseline_full_liquidity_industry_penalty_0p10pt,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.1,300058,蓝色光标,广告包装,广告包装,0,s_liquidity,29.97,29.71,50.51001726212271,29.71,65.42228487733432,48.0,29.97,1.4646649578908826,2.1420725009154156,99.59721713658001,99.0845844013182,27.34,,,,,,,16.0,14.51,-0.09312500000000001
baseline_full_liquidity_industry_penalty_0p25pt,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.25,300308,中际旭创,通信设备,通信设备,0,s_liquidity,30.0,32.71,63.307527331694295,32.71,73.73123398022702,48.0,30.0,25.210545587696814,44.287806664225556,99.83522519223727,70.70670084218234,41.08,,,,,,,520.715,612.7237,0.17669684952421183
baseline_full_liquidity_industry_penalty_0p25pt,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.25,300750,宁德时代,电气设备,电气设备,0,s_liquidity,29.98,44.29,74.7005283255741,44.29,71.82430367386793,48.0,29.98,36.268766019772976,33.19296960820212,99.68875869644819,46.64957890882461,56.09,,,,,,,354.3105,419.4767,0.18392398757586914
baseline_full_liquidity_industry_penalty_0p25pt,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.25,601899,紫金矿业,铜,铜,0,s_liquidity,29.98,32.28,65.21551498666108,32.28,77.60881484193823,48.0,29.98,38.63053826437203,43.1893079458074,99.81691688026363,84.58440131819846,40.37,,,,,,,35.93,31.65,-0.11912051210687447
baseline_full_liquidity_industry_penalty_0p25pt,2026-03-06,2026-03-09,2026-03-20,10,1,5,,0.25,688256,寒武纪-U,半导体,半导体,0,s_liquidity,29.97,43.36,65.70591620024062,43.36,62.51400952032223,48.0,29.97,13.914317099963384,17.594287806664223,99.76199194434272,21.677041376785063,45.35,,,,,,,1120.0,1025.0,-0.0848214285714286
