signal_date,execution_date,symbol,action,risk_state_on_signal,risk_state_on_execution,trigger_count,trigger_components,baseline_buy_eligible,epc_buy_blocked,label
2024-08-14,2024-08-15,601985,NATURAL_SELL,True,True,2,,,,E1
2024-08-14,2024-08-15,600171,NATURAL_SELL,True,True,2,,,,E1
2024-08-14,2024-08-15,002415,NATURAL_SELL,True,True,2,,,,E1
2024-08-14,2024-08-15,300762,NATURAL_SELL,True,True,2,,,,E1
2024-08-14,2024-08-15,300760,NATURAL_SELL,True,True,2,,,,E1
2024-08-14,2024-08-15,600611,BUY,True,True,2,turnover=0.749≤0.85; acct_dd=-0.0864≤-0.08,True,False,E1
2024-08-14,2024-08-15,300139,BUY,True,True,2,turnover=0.749≤0.85; acct_dd=-0.0864≤-0.08,True,False,E1
2024-08-14,2024-08-15,003026,BUY,True,True,2,turnover=0.749≤0.85; acct_dd=-0.0864≤-0.08,True,False,E1
2024-08-14,2024-08-15,002405,BUY,True,True,2,turnover=0.749≤0.85; acct_dd=-0.0864≤-0.08,True,False,E1
2024-08-14,2024-08-15,601138,BUY,True,True,2,turnover=0.749≤0.85; acct_dd=-0.0864≤-0.08,True,False,E1
2024-08-28,2024-08-29,600611,NATURAL_SELL,True,True,1,,,,E1
2024-08-28,2024-08-29,300139,NATURAL_SELL,True,True,1,,,,E1
2024-08-28,2024-08-29,003026,NATURAL_SELL,True,True,1,,,,E1
2024-08-28,2024-08-29,002405,NATURAL_SELL,True,True,1,,,,E1
2024-08-28,2024-08-29,601138,NATURAL_SELL,True,True,1,,,,E1
2024-08-28,2024-08-29,000333,BUY,True,True,1,acct_dd=-0.1015≤-0.08,True,False,E1
2024-08-28,2024-08-29,300709,BUY,True,True,1,acct_dd=-0.1015≤-0.08,True,False,E1
2024-08-28,2024-08-29,601398,BUY,True,True,1,acct_dd=-0.1015≤-0.08,True,False,E1
2024-08-28,2024-08-29,601988,BUY,True,True,1,acct_dd=-0.1015≤-0.08,True,False,E1
2024-08-28,2024-08-29,601288,BUY,True,True,1,acct_dd=-0.1015≤-0.08,True,False,E1
2024-09-11,2024-09-12,601988,NATURAL_SELL,True,True,1,,,,E1
2024-09-11,2024-09-12,601288,NATURAL_SELL,True,True,1,,,,E1
2024-09-11,2024-09-12,300709,NATURAL_SELL,True,True,1,,,,E1
2024-09-11,2024-09-12,601398,NATURAL_SELL,True,True,1,,,,E1
2024-09-12,2024-09-13,000333,NATURAL_SELL,True,True,1,,,,E1
2024-09-12,2024-09-13,603259,BUY,True,True,1,acct_dd=-0.1479≤-0.08,True,False,E1
2024-09-12,2024-09-13,002466,BUY,True,True,1,acct_dd=-0.1479≤-0.08,True,False,E1
2024-09-12,2024-09-13,300134,BUY,True,True,1,acct_dd=-0.1479≤-0.08,True,False,E1
2024-09-12,2024-09-13,300750,BUY,True,True,1,acct_dd=-0.1479≤-0.08,True,False,E1
2024-09-19,2024-09-20,600660,BUY,True,True,1,acct_dd=-0.1474≤-0.08,True,False,E1
2024-09-30,2024-10-08,603259,NATURAL_SELL,True,True,0,,,,E1
2024-09-30,2024-10-08,002466,NATURAL_SELL,True,True,0,,,,E1
2024-09-30,2024-10-08,300134,NATURAL_SELL,True,True,0,,,,E1
2024-09-30,2024-10-08,300750,NATURAL_SELL,True,True,0,,,,E1
2024-09-30,2024-10-08,300122,BUY,True,True,0,,True,False,E1
2024-09-30,2024-10-08,002236,BUY,True,True,0,,True,False,E1
2024-09-30,2024-10-08,000063,BUY,True,True,0,,True,False,E1
2024-09-30,2024-10-08,002352,BUY,True,True,0,,True,False,E1
2024-10-10,2024-10-11,600660,NATURAL_SELL,True,True,0,,,,E1
2024-10-10,2024-10-11,302132,BUY,True,True,0,,True,False,E1
2024-10-21,2024-10-22,002236,SELL,False,False,0,,,,E1
2024-10-21,2024-10-22,300122,SELL,False,False,0,,,,E1
2024-10-21,2024-10-22,002352,SELL,False,False,0,,,,E1
2024-10-21,2024-10-22,000063,SELL,False,False,0,,,,E1
2024-10-21,2024-10-22,300045,BUY,False,False,0,,True,False,E1
2024-10-21,2024-10-22,300757,BUY,False,False,0,,True,False,E1
2024-10-21,2024-10-22,600418,BUY,False,False,0,,True,False,E1
2024-10-21,2024-10-22,300773,BUY,False,False,0,,True,False,E1
2024-10-24,2024-10-25,302132,SELL,False,False,0,,,,E1
2024-10-24,2024-10-25,002312,BUY,False,False,0,,True,False,E1
2024-11-04,2024-11-05,300045,SELL,False,False,0,,,,E1
2024-11-04,2024-11-05,300757,SELL,False,False,0,,,,E1
2024-11-04,2024-11-05,600418,SELL,False,False,0,,,,E1
2024-11-04,2024-11-05,300773,SELL,False,False,0,,,,E1
2024-11-04,2024-11-05,002156,BUY,False,False,0,,True,False,E1
2024-11-04,2024-11-05,600733,BUY,False,False,0,,True,False,E1
2024-11-04,2024-11-05,002428,BUY,False,False,0,,True,False,E1
2024-11-04,2024-11-05,002384,BUY,False,False,0,,True,False,E1
2024-11-07,2024-11-08,002312,SELL,False,False,0,,,,E1
2024-11-07,2024-11-08,600536,BUY,False,False,0,,True,False,E1
2024-11-18,2024-11-19,002156,NATURAL_SELL,True,True,2,,,,E1
2024-11-18,2024-11-19,600733,NATURAL_SELL,True,True,2,,,,E1
2024-11-18,2024-11-19,002428,NATURAL_SELL,True,True,2,,,,E1
2024-11-18,2024-11-19,002384,NATURAL_SELL,True,True,2,,,,E1
2024-11-18,2024-11-19,601088,BUY,True,True,2,turnover=0.847≤0.85; acct_dd=-0.1556≤-0.08,True,False,E1
2024-11-18,2024-11-19,601288,BUY,True,True,2,turnover=0.847≤0.85; acct_dd=-0.1556≤-0.08,True,False,E1
2024-11-18,2024-11-19,002241,BUY,True,True,2,turnover=0.847≤0.85; acct_dd=-0.1556≤-0.08,True,False,E1
2024-11-18,2024-11-19,601398,BUY,True,True,2,turnover=0.847≤0.85; acct_dd=-0.1556≤-0.08,True,False,E1
2024-11-21,2024-11-22,600536,NATURAL_SELL,True,True,2,,,,E1
2024-11-21,2024-11-22,301171,BUY,True,True,2,turnover=0.791≤0.85; acct_dd=-0.1429≤-0.08,True,False,E1
2024-12-02,2024-12-03,601088,NATURAL_SELL,True,True,1,,,,E1
2024-12-02,2024-12-03,601288,NATURAL_SELL,True,True,1,,,,E1
2024-12-02,2024-12-03,002241,NATURAL_SELL,True,True,1,,,,E1
2024-12-02,2024-12-03,601398,NATURAL_SELL,True,True,1,,,,E1
2024-12-02,2024-12-03,600919,BUY,True,True,1,acct_dd=-0.1759≤-0.08,True,False,E1
2024-12-02,2024-12-03,600601,BUY,True,True,1,acct_dd=-0.1759≤-0.08,True,False,E1
2024-12-02,2024-12-03,002130,BUY,True,True,1,acct_dd=-0.1759≤-0.08,True,False,E1
2024-12-02,2024-12-03,300377,BUY,True,True,1,acct_dd=-0.1759≤-0.08,True,False,E1
2024-12-05,2024-12-06,301171,NATURAL_SELL,True,True,2,,,,E1
2024-12-05,2024-12-06,300607,BUY,True,True,2,turnover=0.834≤0.85; acct_dd=-0.1773≤-0.08,True,False,E1
2024-12-16,2024-12-17,600919,NATURAL_SELL,True,True,1,,,,E1
2024-12-16,2024-12-17,600601,NATURAL_SELL,True,True,1,,,,E1
2024-12-16,2024-12-17,002130,NATURAL_SELL,True,True,1,,,,E1
2024-12-16,2024-12-17,300377,NATURAL_SELL,True,True,1,,,,E1
2024-12-16,2024-12-17,002400,BUY,True,True,1,acct_dd=-0.1075≤-0.08,True,False,E1
2024-12-16,2024-12-17,002281,BUY,True,True,1,acct_dd=-0.1075≤-0.08,True,False,E1
2024-12-16,2024-12-17,300296,BUY,True,True,1,acct_dd=-0.1075≤-0.08,True,False,E1
2024-12-19,2024-12-20,300607,NATURAL_SELL,True,True,1,,,,E1
2024-12-27,2024-12-30,000938,BUY,True,True,1,acct_dd=-0.1420≤-0.08,True,False,E1
2024-12-27,2024-12-30,601398,BUY,True,True,1,acct_dd=-0.1420≤-0.08,True,False,E1
2024-12-30,2024-12-31,002400,NATURAL_SELL,True,True,2,,,,E1
2024-12-30,2024-12-31,002281,NATURAL_SELL,True,True,2,,,,E1
2024-12-30,2024-12-31,300296,NATURAL_SELL,True,True,2,,,,E1
2025-01-08,2025-01-09,000333,BUY,True,True,1,acct_dd=-0.1748≤-0.08,True,False,E1
2025-01-08,2025-01-09,601288,BUY,True,True,1,acct_dd=-0.1748≤-0.08,True,False,E1
2025-01-13,2025-01-14,000938,NATURAL_SELL,True,True,2,,,,E1
2025-01-13,2025-01-14,601398,NATURAL_SELL,True,True,2,,,,E1
2025-01-13,2025-01-14,601600,BUY,True,True,2,turnover=0.737≤0.85; acct_dd=-0.1870≤-0.08,True,False,E1
2025-01-13,2025-01-14,601899,BUY,True,True,2,turnover=0.737≤0.85; acct_dd=-0.1870≤-0.08,True,False,E1
2025-01-14,2025-01-15,002681,BUY,True,True,1,acct_dd=-0.1790≤-0.08,True,False,E1
2025-01-22,2025-01-23,000333,NATURAL_SELL,True,True,1,,,,E1
2025-01-22,2025-01-23,601288,NATURAL_SELL,True,True,1,,,,E1
2025-01-22,2025-01-23,603893,BUY,True,True,1,acct_dd=-0.1800≤-0.08,True,False,E1
2025-01-23,2025-01-24,603236,BUY,True,True,1,acct_dd=-0.1814≤-0.08,True,False,E1
2025-01-27,2025-02-05,601600,NATURAL_SELL,True,True,1,,,,E1
2025-01-27,2025-02-05,601899,NATURAL_SELL,True,True,1,,,,E1
2025-01-27,2025-02-05,300418,BUY,True,True,1,acct_dd=-0.1857≤-0.08,True,False,E1
2025-01-27,2025-02-05,300442,BUY,True,True,1,acct_dd=-0.1857≤-0.08,True,False,E1
2025-02-05,2025-02-06,002681,NATURAL_SELL,True,True,1,,,,E1
2025-02-12,2025-02-13,300251,BUY,True,True,1,acct_dd=-0.1636≤-0.08,True,False,E1
2025-02-13,2025-02-14,603893,NATURAL_SELL,True,True,1,,,,E1
2025-02-14,2025-02-17,603236,NATURAL_SELL,True,True,1,,,,E1
2025-02-18,2025-02-19,300418,NATURAL_SELL,True,True,1,,,,E1
2025-02-18,2025-02-19,300442,NATURAL_SELL,True,True,1,,,,E1
2025-02-20,2025-02-21,603501,BUY,True,True,1,acct_dd=-0.1610≤-0.08,True,False,E1
2025-02-20,2025-02-21,002747,BUY,True,True,1,acct_dd=-0.1610≤-0.08,True,False,E1
2025-02-20,2025-02-21,300718,BUY,True,True,1,acct_dd=-0.1610≤-0.08,True,False,E1
2025-02-20,2025-02-21,600498,BUY,True,True,1,acct_dd=-0.1610≤-0.08,True,False,E1
2025-02-26,2025-02-27,300251,NATURAL_SELL,True,True,1,,,,E1
2025-03-03,2025-03-04,688525,BUY,True,True,1,acct_dd=-0.1853≤-0.08,True,False,E1
2025-03-06,2025-03-07,603501,NATURAL_SELL,True,True,1,,,,E1
2025-03-06,2025-03-07,002747,NATURAL_SELL,True,True,1,,,,E1
2025-03-06,2025-03-07,300718,NATURAL_SELL,True,True,1,,,,E1
2025-03-06,2025-03-07,600498,NATURAL_SELL,True,True,1,,,,E1
2025-03-06,2025-03-07,002155,BUY,True,True,1,acct_dd=-0.1632≤-0.08,True,False,E1
2025-03-06,2025-03-07,603496,BUY,True,True,1,acct_dd=-0.1632≤-0.08,True,False,E1
2025-03-06,2025-03-07,688521,BUY,True,True,1,acct_dd=-0.1632≤-0.08,True,False,E1
2025-03-06,2025-03-07,300476,BUY,True,True,1,acct_dd=-0.1632≤-0.08,True,False,E1
2025-03-17,2025-03-18,688525,NATURAL_SELL,True,True,1,,,,E1
2025-03-20,2025-03-21,002155,NATURAL_SELL,True,True,2,,,,E1
2025-03-20,2025-03-21,603496,NATURAL_SELL,True,True,2,,,,E1
2025-03-20,2025-03-21,688521,NATURAL_SELL,True,True,2,,,,E1
2025-03-26,2025-03-27,300476,NATURAL_SELL,True,True,2,,,,E1
2025-03-26,2025-03-27,300100,BUY,True,True,2,turnover=0.727≤0.85; acct_dd=-0.1098≤-0.08,True,False,E1
2025-03-26,2025-03-27,002553,BUY,True,True,2,turnover=0.727≤0.85; acct_dd=-0.1098≤-0.08,True,False,E1
2025-03-26,2025-03-27,600580,BUY,True,True,2,turnover=0.727≤0.85; acct_dd=-0.1098≤-0.08,True,False,E1
2025-03-26,2025-03-27,000737,BUY,True,True,2,turnover=0.727≤0.85; acct_dd=-0.1098≤-0.08,True,False,E1
2025-03-26,2025-03-27,601899,BUY,True,True,2,turnover=0.727≤0.85; acct_dd=-0.1098≤-0.08,True,False,E1
2025-04-10,2025-04-11,300100,NATURAL_SELL,True,True,1,,,,E1
2025-04-10,2025-04-11,002553,NATURAL_SELL,True,True,1,,,,E1
2025-04-10,2025-04-11,600580,NATURAL_SELL,True,True,1,,,,E1
2025-04-10,2025-04-11,000737,NATURAL_SELL,True,True,1,,,,E1
2025-04-10,2025-04-11,601899,NATURAL_SELL,True,True,1,,,,E1
2025-04-10,2025-04-11,000725,BUY,True,True,1,acct_dd=-0.1860≤-0.08,True,False,E1
2025-04-10,2025-04-11,600584,BUY,True,True,1,acct_dd=-0.1860≤-0.08,True,False,E1
2025-04-10,2025-04-11,601728,BUY,True,True,1,acct_dd=-0.1860≤-0.08,True,False,E1
2025-04-10,2025-04-11,000564,BUY,True,True,1,acct_dd=-0.1860≤-0.08,True,False,E1
2025-04-10,2025-04-11,000100,BUY,True,True,1,acct_dd=-0.1860≤-0.08,True,False,E1
2025-04-24,2025-04-25,000725,NATURAL_SELL,True,True,1,,,,E1
2025-04-24,2025-04-25,600584,NATURAL_SELL,True,True,1,,,,E1
2025-04-24,2025-04-25,601728,NATURAL_SELL,True,True,1,,,,E1
2025-04-24,2025-04-25,000564,NATURAL_SELL,True,True,1,,,,E1
2025-04-24,2025-04-25,000100,NATURAL_SELL,True,True,1,,,,E1
2025-04-24,2025-04-25,002920,BUY,True,True,1,acct_dd=-0.1801≤-0.08,True,False,E1
2025-04-24,2025-04-25,300100,BUY,True,True,1,acct_dd=-0.1801≤-0.08,True,False,E1
2025-04-24,2025-04-25,300007,BUY,True,True,1,acct_dd=-0.1801≤-0.08,True,False,E1
2025-04-24,2025-04-25,300180,BUY,True,True,1,acct_dd=-0.1801≤-0.08,True,False,E1
2025-04-24,2025-04-25,300773,BUY,True,True,1,acct_dd=-0.1801≤-0.08,True,False,E1
2025-05-13,2025-05-14,002920,NATURAL_SELL,True,True,1,,,,E1
2025-05-13,2025-05-14,300100,NATURAL_SELL,True,True,1,,,,E1
2025-05-13,2025-05-14,300007,NATURAL_SELL,True,True,1,,,,E1
2025-05-13,2025-05-14,300180,NATURAL_SELL,True,True,1,,,,E1
2025-05-13,2025-05-14,300773,NATURAL_SELL,True,True,1,,,,E1
2025-05-13,2025-05-14,000001,BUY,True,True,1,acct_dd=-0.1893≤-0.08,True,False,E1
2025-05-13,2025-05-14,601012,BUY,True,True,1,acct_dd=-0.1893≤-0.08,True,False,E1
2025-05-13,2025-05-14,601166,BUY,True,True,1,acct_dd=-0.1893≤-0.08,True,False,E1
2025-05-13,2025-05-14,002130,BUY,True,True,1,acct_dd=-0.1893≤-0.08,True,False,E1
2025-05-13,2025-05-14,601919,BUY,True,True,1,acct_dd=-0.1893≤-0.08,True,False,E1
2025-05-27,2025-05-28,000001,NATURAL_SELL,True,True,2,,,,E1
2025-05-27,2025-05-28,601012,NATURAL_SELL,True,True,2,,,,E1
2025-05-27,2025-05-28,601166,NATURAL_SELL,True,True,2,,,,E1
2025-05-27,2025-05-28,002130,NATURAL_SELL,True,True,2,,,,E1
2025-05-27,2025-05-28,601919,NATURAL_SELL,True,True,2,,,,E1
2025-05-27,2025-05-28,600016,BUY,True,True,2,turnover=0.850≤0.85; acct_dd=-0.2049≤-0.08,True,False,E1
