ts,symbol,side,qty,price
2020-06-01,600757.SH,BUY,9000,5.39076
2020-06-01,601678.SH,SELL,11400,4.491
2020-06-01,601869.SH,BUY,1600,30.440759999999997
2020-06-01,603556.SH,SELL,3700,14.97
2020-06-08,000543.SZ,SELL,11400,3.97204
2020-06-08,600125.SH,BUY,9800,5.49096
2020-06-08,601869.SH,SELL,1600,30.439
2020-06-08,603556.SH,BUY,3700,14.3787
2020-06-15,601326.SH,BUY,18800,2.56512
2020-06-15,603877.SH,SELL,3600,15.3193
2020-06-22,601019.SH,SELL,8300,6.16764
2020-06-22,601869.SH,BUY,1700,31.062
2020-06-22,603556.SH,SELL,3700,14.65064
2020-06-22,603877.SH,BUY,3700,14.46888
2020-06-29,600125.SH,SELL,9800,5.37922
2020-06-29,600138.SH,BUY,5600,9.64926
2020-06-29,601326.SH,SELL,18800,2.495
2020-06-29,603556.SH,BUY,3700,14.3787
2020-07-06,000543.SZ,BUY,10700,4.46892
2020-07-06,000848.SZ,BUY,5600,7.575119999999999
2020-07-06,002358.SZ,SELL,8300,5.41914
2020-07-06,002815.SZ,BUY,2000,20.8917
2020-07-06,600125.SH,BUY,6400,6.04206
2020-07-06,600757.SH,SELL,9000,5.52892
2020-07-06,603556.SH,SELL,3700,15.57878
2020-07-06,603877.SH,SELL,3700,14.70054
2020-07-13,002440.SZ,BUY,5100,10.04004
2020-07-13,603486.SH,SELL,2900,32.943979999999996
2020-07-20,000543.SZ,SELL,10700,4.30138
2020-07-20,002048.SZ,BUY,3400,17.334600000000002
2020-07-20,002440.SZ,SELL,5100,10.31932
2020-07-20,603556.SH,BUY,3900,15.06006
2020-07-27,000848.SZ,SELL,5600,8.30336
2020-07-27,002051.SZ,BUY,7400,7.82562
2020-08-03,000848.SZ,BUY,6200,8.49696
2020-08-03,002048.SZ,SELL,3400,16.90612
2020-08-03,002051.SZ,SELL,7400,8.0838
2020-08-03,601678.SH,BUY,11000,5.35068
2020-08-03,603256.SH,BUY,3800,13.9779
2020-08-03,603556.SH,SELL,3900,15.28936
2020-08-10,000848.SZ,SELL,6200,8.2834
2020-08-10,603556.SH,BUY,3900,15.070079999999999
2020-08-17,000848.SZ,BUY,6500,8.10618
2020-08-17,600125.SH,SELL,6400,6.047879999999999
2020-08-17,601811.SH,BUY,4400,11.60316
2020-08-17,603556.SH,SELL,3900,15.069799999999999
2020-08-24,000543.SZ,BUY,12300,4.238460000000001
2020-08-24,000848.SZ,SELL,6500,8.463040000000001
2020-08-24,600125.SH,BUY,8700,6.0019800000000005
2020-08-24,600138.SH,SELL,5600,12.85424
2020-08-24,601869.SH,SELL,1700,30.99788
2020-08-24,603486.SH,BUY,1500,39.4287
2020-08-31,300459.SZ,BUY,13900,3.87774
2020-08-31,600138.SH,BUY,3900,12.38472
2020-08-31,600757.SH,BUY,7300,5.94186
2020-08-31,601678.SH,SELL,11000,5.06984
2020-08-31,601811.SH,SELL,4400,11.58678
2020-08-31,603025.SH,SELL,9300,10.03988
2020-09-07,300459.SZ,SELL,13900,4.52094
2020-09-07,600138.SH,SELL,3900,12.594759999999999
2020-09-07,601019.SH,BUY,11000,6.412800000000001
2020-09-07,601869.SH,BUY,2000,31.27242
2020-09-07,603486.SH,SELL,1500,42.40502
2020-09-07,603556.SH,BUY,4300,14.78952
2020-09-28,000543.SZ,SELL,12300,4.1916
2020-09-28,002458.SZ,BUY,5200,11.96388
2020-10-12,000543.SZ,BUY,13000,4.29858
2020-10-12,000848.SZ,BUY,6600,7.55508
2020-10-12,601019.SH,SELL,11000,6.32732
2020-10-12,601869.SH,SELL,2000,30.46894
2020-10-19,000848.SZ,SELL,6600,7.215540000000001
2020-10-19,600138.SH,BUY,6000,10.40076
2020-10-26,600125.SH,SELL,8700,5.179620000000001
2020-10-26,603025.SH,BUY,7400,8.25648
2020-11-02,601869.SH,BUY,2000,27.69528
2020-11-02,603025.SH,SELL,7400,7.964040000000001
2020-11-09,600125.SH,BUY,10300,5.37072
2020-11-09,600138.SH,SELL,6000,10.43908
2020-11-09,600757.SH,SELL,7300,5.45906
2020-11-09,603025.SH,BUY,7300,8.20638
2020-11-16,000848.SZ,BUY,7400,7.3246199999999995
2020-11-16,002458.SZ,SELL,5200,12.76442
2020-11-23,000543.SZ,SELL,13000,4.15168
2020-11-23,000718.SZ,BUY,18200,3.3466799999999997
2020-11-23,000848.SZ,SELL,7400,7.62472
2020-11-23,002458.SZ,BUY,4900,12.2244
2020-11-23,600138.SH,BUY,5000,10.75146
2020-11-23,603025.SH,SELL,7300,8.67262
2020-11-30,000543.SZ,BUY,13200,4.1683200000000005
2020-11-30,000848.SZ,BUY,6800,7.2645
2020-11-30,002815.SZ,SELL,2000,16.25742
2020-11-30,601869.SH,SELL,2000,28.70248
2020-11-30,603328.SH,BUY,6700,8.005980000000001
2020-11-30,603556.SH,SELL,4300,14.95004
2020-12-07,002051.SZ,BUY,7300,7.444859999999999
2020-12-07,600125.SH,SELL,10300,5.31934
2020-12-14,002051.SZ,SELL,7300,7.425120000000001
2020-12-14,600757.SH,BUY,11500,5.2504800000000005
2020-12-14,603328.SH,SELL,6700,8.49298
2020-12-14,603556.SH,BUY,4200,14.00796
2020-12-21,000848.SZ,SELL,6800,7.37522
2020-12-21,002815.SZ,BUY,3800,15.56106
2020-12-21,600138.SH,SELL,5000,10.668619999999999
2020-12-21,601811.SH,BUY,6200,9.33864
2020-12-28,000543.SZ,SELL,13200,4.421139999999999
2020-12-28,000718.SZ,SELL,18200,3.21356
2020-12-28,000848.SZ,BUY,8900,7.18434
2020-12-28,600138.SH,BUY,5800,9.92982
2021-01-04,000543.SZ,BUY,12400,4.188359999999999
2021-01-04,000848.SZ,SELL,8900,7.29538
2021-01-04,002317.SZ,BUY,5300,9.93984
2021-01-04,002957.SZ,BUY,2200,21.092100000000002
2021-01-04,300324.SZ,BUY,10100,4.29858
2021-01-04,600138.SH,SELL,5800,10.38918
2021-01-04,600757.SH,SELL,11500,5.2894
2021-01-04,600968.SH,BUY,21100,2.42484
2021-01-04,601811.SH,SELL,6200,9.111740000000001
2021-01-04,603256.SH,SELL,3800,8.92212
2021-01-04,603379.SH,BUY,2900,18.9879
2021-01-04,603556.SH,SELL,4200,13.872200000000001
2021-01-11,002317.SZ,SELL,5300,10.25944
2021-01-11,300113.SZ,BUY,4000,15.1803
2021-01-18,002317.SZ,BUY,5700,9.4689
2021-01-18,002818.SZ,SELL,3900,13.84226
2021-02-01,002818.SZ,BUY,4000,13.55706
2021-02-01,300113.SZ,SELL,4000,15.78836
2021-02-01,603379.SH,SELL,2900,16.38716
2021-02-01,603983.SH,BUY,1200,47.01384
2021-02-08,002174.SZ,BUY,5400,10.0701
2021-02-08,002458.SZ,SELL,4900,9.82032
2021-02-08,002815.SZ,SELL,3800,11.66662
2021-02-08,300113.SZ,BUY,4000,14.38872
2021-02-08,603328.SH,BUY,8200,6.362699999999999
2021-02-08,603983.SH,SELL,1200,50.339119999999994
2021-02-22,002174.SZ,SELL,5400,11.00794
2021-02-22,002458.SZ,BUY,5200,11.24244
2021-03-01,300113.SZ,SELL,4000,14.8203
2021-03-01,601869.SH,BUY,2400,24.699299999999997
2021-03-01,603328.SH,SELL,8200,7.0359
2021-03-01,603379.SH,BUY,3300,17.555039999999998
2021-03-08,002458.SZ,SELL,5200,10.668619999999999
2021-03-08,300113.SZ,BUY,3900,14.8797
2021-03-15,000543.SZ,SELL,12400,4.12174
2021-03-15,002458.SZ,BUY,5700,10.06008
2021-03-22,002458.SZ,SELL,5700,11.0778
2021-03-22,002815.SZ,BUY,4800,12.26448
2021-03-29,000543.SZ,BUY,11700,4.49898
2021-03-29,002038.SZ,BUY,5000,9.52902
2021-03-29,002458.SZ,BUY,3900,10.7715
2021-03-29,002815.SZ,SELL,4800,12.0758
2021-03-29,601869.SH,SELL,2400,23.82226
2021-03-29,603379.SH,SELL,3300,17.08576
2021-04-12,002038.SZ,SELL,5000,9.91014
2021-04-12,300113.SZ,SELL,3900,12.68458
2021-04-12,601869.SH,BUY,2700,24.2484
2021-04-12,603379.SH,BUY,3600,16.4328
2021-04-19,603328.SH,BUY,7100,7.40478
2021-04-19,603379.SH,SELL,3600,16.83626
2021-04-26,600575.SH,BUY,24900,2.16432
2021-04-26,601512.SH,BUY,4900,9.82962
2021-04-26,601869.SH,SELL,2700,23.582739999999998
2021-04-26,603650.SH,SELL,3600,33.562740000000005
2021-05-10,002815.SZ,BUY,5500,11.222399999999999
2021-05-10,300113.SZ,BUY,4500,12.34464
2021-05-10,600575.SH,SELL,24900,2.26546
2021-05-10,601512.SH,SELL,4900,9.8802
2021-05-17,002458.SZ,SELL,3900,9.90016
2021-05-17,603256.SH,BUY,7300,8.8677
2021-05-24,600575.SH,BUY,25300,2.29458
2021-05-24,603328.SH,SELL,7100,6.7863999999999995
2021-05-31,601869.SH,BUY,2300,24.839579999999998
2021-05-31,603256.SH,SELL,7300,9.261439999999999
2021-06-07,000543.SZ,SELL,11700,3.82234
2021-06-07,002458.SZ,BUY,6300,9.809579999999999
2021-06-07,600575.SH,SELL,25300,2.23552
2021-06-07,603379.SH,BUY,3500,17.31456
2021-06-21,002458.SZ,SELL,6300,10.029900000000001
2021-06-21,603256.SH,BUY,6600,9.3186
2021-06-28,002458.SZ,BUY,5400,10.23042
2021-06-28,002957.SZ,SELL,2200,25.588720000000002
2021-07-05,002440.SZ,BUY,6300,8.83764
2021-07-05,002818.SZ,SELL,4000,12.275400000000001
2021-07-05,300324.SZ,SELL,10100,4.26146
2021-07-05,300741.SZ,BUY,1100,50.601
2021-07-05,601512.SH,BUY,5400,9.89976
2021-07-05,603256.SH,SELL,6600,8.8323
2021-07-12,002440.SZ,SELL,6300,8.80236
2021-07-12,603983.SH,BUY,1300,46.041900000000005
2021-07-19,002818.SZ,BUY,4200,12.83562
2021-07-19,601512.SH,SELL,5400,9.55086
2021-07-26,002038.SZ,BUY,5600,9.519
2021-07-26,601869.SH,SELL,2300,24.22146
2021-08-02,002038.SZ,SELL,5600,9.49098
2021-08-02,002440.SZ,BUY,6600,8.90778
2021-08-02,002818.SZ,SELL,4200,12.03588
2021-08-02,601512.SH,BUY,6700,8.74746
2021-08-09,002038.SZ,BUY,5400,9.73944
2021-08-09,002440.SZ,SELL,6600,9.00196
2021-08-30,300741.SZ,SELL,1100,40.95792
2021-08-30,600633.SH,BUY,8400,6.83364
2021-09-06,002038.SZ,SELL,5400,10.08978
2021-09-06,002440.SZ,BUY,5800,9.79956
2021-09-06,002458.SZ,SELL,5400,9.920119999999999
2021-09-06,002818.SZ,BUY,4400,13.00596
2021-09-06,600633.SH,SELL,8400,6.87622
2021-09-06,601512.SH,SELL,6700,9.31134
2021-09-06,601801.SH,BUY,13500,4.67934
2021-09-06,603719.SH,BUY,1700,33.12612
2021-09-13,002440.SZ,SELL,5800,10.2794
2021-09-13,002458.SZ,BUY,5300,10.79154
2021-09-13,600633.SH,BUY,7100,7.23444
2021-09-13,603719.SH,SELL,1700,34.74038
2021-09-27,002440.SZ,BUY,5500,9.40878
2021-09-27,002815.SZ,SELL,5500,11.93608
2021-09-27,601801.SH,SELL,13500,4.6906
2021-09-27,603256.SH,BUY,6500,9.24846
2021-10-11,002038.SZ,BUY,5300,10.20036
2021-10-11,603256.SH,SELL,6500,8.76244
2021-10-18,002038.SZ,SELL,5300,9.590779999999999
2021-10-18,600633.SH,SELL,7100,7.0159400000000005
2021-10-18,603256.SH,BUY,7400,8.67732
2021-10-18,603888.SH,BUY,3200,17.86566
2021-10-25,002038.SZ,BUY,5400,9.58914
2021-10-25,603888.SH,SELL,3200,17.814300000000003
2021-11-01,002038.SZ,SELL,5400,9.31134
2021-11-01,002440.SZ,SELL,5500,9.02192
2021-11-01,002815.SZ,BUY,4100,15.20034
2021-11-01,601512.SH,BUY,6400,8.74746
2021-11-22,000156.SZ,BUY,6800,7.494960000000001
2021-11-22,601512.SH,SELL,6400,9.261439999999999
2021-11-29,000156.SZ,SELL,6800,7.255459999999999
2021-11-29,002038.SZ,BUY,5300,10.60116
2022-01-10,000156.SZ,BUY,6000,8.44686
2022-01-10,000690.SZ,BUY,7900,5.821619999999999
2022-01-10,001872.SZ,BUY,2300,17.75544
2022-01-10,002317.SZ,SELL,5700,12.475
2022-01-10,002440.SZ,BUY,4500,9.67932
2022-01-10,002458.SZ,SELL,5300,11.6267
2022-01-10,002653.SZ,BUY,2100,21.031979999999997
2022-01-10,002818.SZ,SELL,4400,12.794360000000001
2022-01-10,300113.SZ,SELL,4500,16.037860000000002
2022-01-10,601298.SH,BUY,9300,5.84166
2022-01-10,603256.SH,SELL,7400,8.70256
2022-01-10,603379.SH,SELL,3500,22.1556
2022-01-17,000156.SZ,SELL,6000,8.622720000000001
2022-01-17,600717.SH,BUY,16300,4.188359999999999
2022-01-24,300463.SZ,BUY,2100,28.32654
2022-01-24,600717.SH,SELL,16300,4.08182
2022-01-24,601298.SH,SELL,9300,5.7285200000000005
2022-01-24,603317.SH,BUY,2900,22.595100000000002
2022-02-07,000685.SZ,BUY,7300,8.316600000000001
2022-02-07,000690.SZ,SELL,7900,5.1896
2022-02-14,000685.SZ,SELL,7300,8.483
2022-02-14,000690.SZ,BUY,12200,5.3106
2022-02-14,002048.SZ,BUY,3100,18.89772
2022-02-14,603317.SH,SELL,2900,21.8063
2022-02-21,002038.SZ,SELL,5300,10.61872
2022-02-21,002434.SZ,BUY,7500,8.53704
2022-02-28,000685.SZ,BUY,6900,8.356679999999999
2022-02-28,002038.SZ,BUY,5000,10.3206
2022-02-28,002127.SZ,BUY,8400,5.59116
2022-02-28,002434.SZ,SELL,7500,8.67262
2022-02-28,002440.SZ,SELL,4500,8.882200000000001
2022-02-28,300463.SZ,SELL,2100,27.55478
2022-03-07,000690.SZ,SELL,12200,5.19958
2022-03-07,002038.SZ,SELL,5000,10.409139999999999
2022-03-07,002440.SZ,BUY,8100,8.6172
2022-03-07,002653.SZ,SELL,2100,16.42708
2022-03-07,300463.SZ,BUY,2500,26.52294
2022-03-07,603317.SH,BUY,3000,19.8396
2022-03-14,000690.SZ,BUY,11000,4.89978
2022-03-14,300463.SZ,SELL,2500,27.464959999999998
2022-03-21,002690.SZ,BUY,1900,29.24838
2022-03-21,002815.SZ,SELL,4100,13.09376
2022-03-28,002127.SZ,SELL,8400,5.1097600000000005
2022-03-28,002690.SZ,SELL,1900,27.544800000000002
2022-03-28,002815.SZ,BUY,5300,12.15426
2022-03-28,300463.SZ,BUY,2300,24.749399999999998
2022-04-11,000685.SZ,SELL,6900,7.964040000000001
2022-04-11,000690.SZ,SELL,11000,4.75048
2022-04-11,001872.SZ,SELL,2300,15.24944
2022-04-11,002048.SZ,SELL,3100,15.039860000000001
2022-04-11,002249.SZ,BUY,12900,5.5611
2022-04-11,002434.SZ,BUY,9500,6.743460000000001
2022-04-11,002690.SZ,BUY,2400,23.65722
2022-04-11,603786.SH,BUY,1200,42.3846
2022-04-18,001872.SZ,BUY,3000,15.36066
2022-04-18,002048.SZ,BUY,2600,16.182299999999998
2022-04-18,603317.SH,SELL,3000,17.065800000000003
2022-04-18,603786.SH,SELL,1200,45.908
2022-04-25,001872.SZ,SELL,3000,14.251439999999999
2022-04-25,603786.SH,BUY,1300,38.376599999999996
2022-05-09,000717.SZ,BUY,14000,3.44688
2022-05-09,002690.SZ,SELL,2400,24.0019
2022-05-16,002382.SZ,BUY,5500,8.85768
2022-05-16,603786.SH,SELL,1300,47.2054
2022-05-23,001203.SZ,BUY,3900,12.69534
2022-05-23,001872.SZ,BUY,3000,14.99994
2022-05-23,002249.SZ,SELL,12900,5.5987800000000005
2022-05-23,002434.SZ,SELL,9500,7.51494
2022-06-06,000717.SZ,SELL,14000,3.81236
2022-06-06,001872.SZ,SELL,3000,15.30932
2022-06-06,002653.SZ,BUY,4200,15.531
2022-06-06,002690.SZ,BUY,2900,19.589100000000002
2022-06-13,002382.SZ,SELL,5500,8.882200000000001
2022-06-13,002745.SZ,BUY,6200,9.218399999999999
2022-06-20,000717.SZ,BUY,13800,3.7575
2022-06-20,002745.SZ,SELL,6200,9.56084
2022-06-27,000685.SZ,BUY,6900,7.6152
2022-06-27,002048.SZ,SELL,2600,17.13566
2022-06-27,002382.SZ,BUY,5500,9.32862
2022-06-27,600968.SH,SELL,21100,2.60478
2022-07-04,000690.SZ,BUY,11300,4.62924
2022-07-04,002048.SZ,BUY,2900,16.17228
2022-07-04,002440.SZ,SELL,8100,8.0838
2022-07-04,002653.SZ,SELL,4200,16.05782
2022-07-04,002690.SZ,SELL,2900,22.18554
2022-07-04,300888.SZ,BUY,800,69.45863999999999
2022-07-11,000690.SZ,SELL,11300,5.39918
2022-07-11,002127.SZ,BUY,12400,5.05008
2022-07-18,000685.SZ,SELL,6900,7.884200000000001
2022-07-18,002127.SZ,SELL,12400,5.02992
2022-07-18,002653.SZ,BUY,4100,16.3326
2022-07-18,600201.SH,BUY,7000,8.7174
2022-07-25,000685.SZ,BUY,7400,7.45488
2022-07-25,000717.SZ,SELL,13800,3.36326
2022-08-01,001872.SZ,BUY,3400,15.731399999999999
2022-08-01,300888.SZ,SELL,800,71.61648000000001
2022-08-08,002233.SZ,BUY,6800,8.03604
2022-08-08,600201.SH,SELL,7000,8.65266
2022-08-15,002233.SZ,SELL,6800,7.99398
2022-08-15,600201.SH,BUY,7000,8.58714
2022-08-22,000685.SZ,SELL,7400,7.32532
2022-08-22,001872.SZ,SELL,3400,15.588759999999999
2022-08-22,002127.SZ,BUY,13000,5.01
2022-08-22,002563.SZ,BUY,11100,5.280539999999999
2022-08-22,002653.SZ,SELL,4100,20.39912
2022-08-22,300888.SZ,BUY,800,75.15
2022-08-29,300832.SZ,BUY,1500,36.08202
2022-08-29,603983.SH,SELL,1300,26.06776
2022-09-05,002563.SZ,SELL,11100,5.11974
2022-09-05,002690.SZ,BUY,2400,23.76744
2022-09-19,002249.SZ,BUY,9900,5.330640000000001
2022-09-19,002653.SZ,BUY,2700,17.595119999999998
2022-09-19,002690.SZ,SELL,2400,23.21348
2022-09-19,300832.SZ,SELL,1500,36.25734
2022-09-19,600201.SH,SELL,7000,8.24348
2022-09-19,603983.SH,BUY,2600,22.354619999999997
2022-09-26,002127.SZ,SELL,13000,4.40118
2022-09-26,002249.SZ,SELL,9900,5.35926
2022-09-26,300869.SZ,BUY,3100,20.601119999999998
2022-09-26,600201.SH,BUY,7500,7.7655
2022-10-10,000685.SZ,BUY,8000,6.573119999999999
2022-10-10,002127.SZ,BUY,11100,4.27854
2022-10-10,002249.SZ,BUY,8300,5.14026
2022-10-10,002653.SZ,SELL,2700,18.70252
2022-10-10,002745.SZ,BUY,5400,8.05608
2022-10-10,300888.SZ,SELL,800,67.87398
2022-10-10,600201.SH,SELL,7500,8.05386
2022-10-10,603983.SH,SELL,2600,26.7464
2022-10-17,000685.SZ,SELL,8000,6.71654
2022-10-17,002563.SZ,BUY,12800,4.87974
2022-10-17,300463.SZ,SELL,2300,20.8582
2022-10-17,300869.SZ,SELL,3100,23.17356
2022-10-17,300888.SZ,BUY,900,73.80731999999999
2022-10-17,600201.SH,BUY,7100,8.637239999999998
2022-10-24,000685.SZ,BUY,8500,6.513
2022-10-24,002249.SZ,SELL,8300,5.52892
2022-10-31,000685.SZ,SELL,8500,6.47702
2022-10-31,002233.SZ,BUY,8900,6.7635
2022-10-31,002249.SZ,BUY,10000,5.42082
2022-10-31,002563.SZ,SELL,12800,4.47104
2022-11-07,000685.SZ,BUY,7900,6.82362
2022-11-07,002249.SZ,SELL,10000,5.66864
2022-11-07,300463.SZ,BUY,2800,19.44882
2022-11-07,600201.SH,SELL,7100,8.75246
2022-11-14,002249.SZ,BUY,10000,5.511
2022-11-14,300888.SZ,SELL,900,71.7063
2022-11-21,002249.SZ,SELL,10000,5.55886
2022-11-21,002563.SZ,BUY,12300,5.01
2022-11-21,300463.SZ,SELL,2800,20.59872
2022-11-21,300888.SZ,BUY,800,69.29831999999999
2022-11-28,002233.SZ,SELL,8900,7.49498
2022-11-28,002249.SZ,BUY,11500,5.42082
2022-11-28,002563.SZ,SELL,12300,4.99998
2022-11-28,300463.SZ,BUY,3400,18.35664
2022-12-05,000685.SZ,SELL,7900,7.29538
2022-12-05,002048.SZ,SELL,2900,14.91012
2022-12-05,002249.SZ,SELL,11500,5.56884
2022-12-05,002563.SZ,BUY,13700,5.29056
2022-12-05,002653.SZ,BUY,3000,21.3426
2022-12-05,600201.SH,BUY,6400,9.20838
2022-12-12,000685.SZ,BUY,7400,7.114199999999999
2022-12-12,002233.SZ,BUY,6200,7.60518
2022-12-12,002653.SZ,SELL,3000,21.51688
2022-12-12,300888.SZ,SELL,800,80.838
2022-12-19,002563.SZ,SELL,13700,5.389200000000001
2022-12-19,002653.SZ,BUY,3100,20.10012
2022-12-19,300888.SZ,BUY,700,73.21614
2022-12-19,600201.SH,SELL,6400,9.171619999999999
2022-12-26,002004.SZ,BUY,11300,5.09016
2022-12-26,002653.SZ,SELL,3100,20.239440000000002
2023-01-09,000685.SZ,SELL,7400,7.0359
2023-01-09,001203.SZ,SELL,3900,13.13368
2023-01-09,002004.SZ,SELL,11300,5.15966
2023-01-09,002191.SZ,BUY,9800,7.5651
2023-01-09,002233.SZ,SELL,6200,7.255459999999999
2023-01-09,002382.SZ,SELL,5500,7.89418
2023-01-09,002563.SZ,BUY,14300,5.29056
2023-01-09,002690.SZ,BUY,2800,24.28848
2023-01-09,002815.SZ,SELL,5300,10.15964
2023-01-09,300677.SZ,BUY,3000,21.77346
2023-01-09,300866.SZ,BUY,900,61.0719
2023-01-09,600201.SH,BUY,5700,9.488940000000001
2023-01-16,300677.SZ,SELL,3000,24.3512
2023-01-16,600201.SH,SELL,5700,10.25944
2023-01-16,600216.SH,BUY,5200,11.95386
2023-01-16,600787.SH,BUY,11300,4.9599
2023-01-30,002690.SZ,SELL,2800,27.41506
2023-01-30,300869.SZ,BUY,2100,26.82354
2023-02-06,002249.SZ,BUY,9300,5.611199999999999
2023-02-06,002563.SZ,SELL,14300,5.41914
2023-02-06,002690.SZ,BUY,2000,27.013920000000002
2023-02-06,600216.SH,SELL,5200,13.083779999999999
2023-02-20,300463.SZ,SELL,3400,19.0618
2023-02-20,300861.SZ,BUY,1200,51.78336
2023-02-27,002249.SZ,SELL,9300,5.4989799999999995
2023-02-27,002563.SZ,BUY,10400,5.93184
2023-02-27,002690.SZ,SELL,2000,27.50488
2023-02-27,300677.SZ,BUY,2300,25.58106
2023-03-06,300463.SZ,BUY,2800,19.56906
2023-03-06,300677.SZ,SELL,2300,26.05778
2023-03-13,600216.SH,BUY,4500,12.35466
2023-03-13,600787.SH,SELL,11300,5.5788199999999994
2023-03-20,002690.SZ,BUY,2100,26.01192
2023-03-20,002745.SZ,SELL,5400,9.20156
2023-03-20,300677.SZ,BUY,2300,24.238380000000003
2023-03-20,600216.SH,SELL,4500,12.06582
2023-03-27,002690.SZ,SELL,2100,28.33322
2023-03-27,002745.SZ,BUY,6400,9.549059999999999
2023-03-27,300677.SZ,SELL,2300,26.8961
2023-03-27,300888.SZ,SELL,700,66.13745999999999
2023-03-27,600216.SH,BUY,5400,12.25446
2023-03-27,600787.SH,BUY,11200,5.32062
2023-04-03,002563.SZ,SELL,10400,5.90816
2023-04-03,600507.SH,BUY,10600,5.64126
2023-04-10,600787.SH,SELL,11200,6.047879999999999
2023-04-10,601156.SH,BUY,3900,15.52098
2023-04-24,300463.SZ,SELL,2800,17.115699999999997
2023-04-24,300618.SZ,BUY,1700,34.3185
2023-04-24,300677.SZ,BUY,2200,23.90772
2023-04-24,600507.SH,SELL,10600,5.42912
2023-05-08,002690.SZ,BUY,2100,25.62114
2023-05-08,002901.SZ,BUY,1400,33.49686
2023-05-08,300866.SZ,SELL,900,72.21527999999999
2023-05-08,601156.SH,SELL,3900,14.66062
2023-05-15,300463.SZ,BUY,3300,16.82358
2023-05-15,300677.SZ,SELL,2200,23.94202
2023-05-22,002191.SZ,SELL,9800,7.10576
2023-05-22,002901.SZ,SELL,1400,33.592679999999994
2023-05-22,300677.SZ,BUY,2800,24.037979999999997
2023-05-22,600409.SH,BUY,10900,5.55108
2023-05-29,002563.SZ,BUY,8700,6.2625
2023-05-29,002572.SZ,BUY,2900,16.57308
2023-05-29,300463.SZ,SELL,3300,16.8662
2023-05-29,300618.SZ,SELL,1700,33.872119999999995
2023-05-29,600064.SH,BUY,8300,6.6633000000000004
2023-05-29,600216.SH,SELL,5400,11.53688
2023-06-05,002191.SZ,BUY,9500,5.90178
2023-06-05,002416.SZ,BUY,6400,7.82562
2023-06-05,002563.SZ,SELL,8700,6.3373
