order_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,reference_open_price,fill_price,shares_filled,gross_notional,price_impact_cost,commission,stamp_tax,transfer_fee,total_fee,cash_delta,cash_before,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,risk_state,target_exposure,strategy_label,scenario
202,2024-09-27,1,2024-09-26,000538,SELL,HOLD_EXPIRY,55.5,60.6549,600,36392.94,3092.94,27.294705,0.0,0.0,27.294705,36365.65,256509.81,292875.45,600,0,159720.0,126420.0,416229.81,419295.45,True,0.4,B2,c0.00075_s0.0
203,2024-09-27,2,2024-09-26,603259,SELL,HOLD_EXPIRY,44.0,45.8181,500,22909.05,909.05,17.181787,0.0,0.0,17.181787,22891.87,292875.45,315767.32,500,0,126420.0,104420.0,419295.45,420187.32,True,0.4,B2,c0.00075_s0.0
204,2024-09-27,3,2024-09-26,000001,BUY,TARGET_REBALANCE,11.35,12.617,1900,23972.3,2407.3,17.979225,0.0,0.0,17.979225,-23990.28,315767.32,291777.04,0,1900,104420.0,125985.0,420187.32,417762.04,True,0.4,B2,c0.00075_s0.0
205,2024-09-27,4,2024-09-26,601166,BUY,TARGET_REBALANCE,18.8,20.8158,1200,24978.96,2418.96,18.73422,0.0,0.0,18.73422,-24997.69,291777.04,266779.35,0,1200,125985.0,148545.0,417762.04,415324.35,True,0.4,B2,c0.00075_s0.0
206,2024-09-30,1,2024-09-27,600900,SELL,HOLD_EXPIRY,28.83,30.0019,1400,42002.66,1640.66,31.501995,0.0,0.0,31.501995,41971.16,266779.35,308750.51,1400,0,156440.0,116078.0,423219.35,424828.51,True,0.4,B2,c0.00075_s0.0
207,2024-09-30,2,2024-09-27,000063,BUY,TARGET_REBALANCE,29.58,30.1617,1200,36194.04,698.04,27.14553,0.0,0.0,27.14553,-36221.19,308750.51,272529.32,0,1200,116078.0,151574.0,424828.51,424103.32,True,0.4,B2,c0.00075_s0.0
208,2024-10-08,1,2024-09-30,002466,SELL,HOLD_EXPIRY,38.72,38.72,1400,54208.0,0.0,40.656,0.0,0.0,40.656,54167.34,272529.32,326696.66,1400,0,174049.0,119841.0,446578.32,446537.66,True,0.4,B2,c0.00075_s0.0
209,2024-10-08,2,2024-09-30,002352,BUY,TARGET_REBALANCE,49.38,52.6035,700,36822.45,2256.45,27.616837,0.0,0.0,27.616837,-36850.07,326696.66,289846.6,0,700,119841.0,154407.0,446537.66,444253.6,True,0.4,B2,c0.00075_s0.0
210,2024-10-09,1,2024-10-08,300502,SELL,HOLD_EXPIRY,149.0,293.604,200,58720.8,28920.8,44.0406,0.0,0.0,44.0406,58676.76,289846.6,348523.36,200,0,149056.0,119256.0,438902.6,467779.36,True,0.4,B2,c0.00075_s0.0
211,2024-10-09,2,2024-10-08,300347,BUY,TARGET_REBALANCE,73.65,74.0792,800,59263.36,343.36,44.44752,0.0,0.0,44.44752,-59307.81,348523.36,289215.55,0,800,119256.0,178176.0,467779.36,467391.55,True,0.4,B2,c0.00075_s0.0
212,2024-10-18,1,2024-10-17,000001,SELL,HOLD_EXPIRY,11.91,12.9561,1900,24616.59,1987.59,18.462443,0.0,0.0,18.462443,24598.13,289215.55,313813.68,1900,0,158593.0,135964.0,447808.55,449777.68,True,0.4,B2,c0.00075_s0.0
213,2024-10-18,2,2024-10-17,601166,SELL,HOLD_EXPIRY,19.62,21.7238,1200,26068.56,2524.56,19.55142,0.0,0.0,19.55142,26049.01,313813.68,339862.69,1200,0,135964.0,112420.0,449777.68,452282.69,True,0.4,B2,c0.00075_s0.0
214,2024-10-18,3,2024-10-17,300290,BUY,TARGET_REBALANCE,21.7,21.7,1400,30380.0,0.0,22.785,0.0,0.0,22.785,-30402.78,339862.69,309459.9,0,1400,112420.0,142800.0,452282.69,452259.9,True,0.4,B2,c0.00075_s0.0
215,2024-10-18,4,2024-10-17,300337,BUY,TARGET_REBALANCE,17.0,17.0159,2000,34031.8,31.8,25.52385,0.0,0.0,25.52385,-34057.32,309459.9,275402.58,0,2000,142800.0,176800.0,452259.9,452202.58,True,0.4,B2,c0.00075_s0.0
216,2024-10-21,1,2024-10-18,000063,SELL,HOLD_EXPIRY,31.14,31.7524,1200,38102.88,734.88,28.57716,0.0,0.0,28.57716,38074.3,275402.58,313476.88,1200,0,183883.0,146515.0,459285.58,459991.88,True,0.4,B2,c0.00075_s0.0
217,2024-10-21,2,2024-10-18,300563,BUY,TARGET_REBALANCE,60.74,61.5262,500,30763.1,393.1,23.072325,0.0,0.0,23.072325,-30786.17,313476.88,282690.71,0,500,146515.0,176885.0,459991.88,459575.71,True,0.4,B2,c0.00075_s0.0
218,2024-10-22,1,2024-10-21,002352,SELL,HOLD_EXPIRY,42.28,45.04,700,31528.0,1932.0,23.646,0.0,0.0,23.646,31504.35,282690.71,314195.06,700,0,180651.0,151055.0,463341.71,465250.06,True,0.4,B2,c0.00075_s0.0
219,2024-10-22,2,2024-10-21,300757,BUY,TARGET_REBALANCE,210.11,210.1441,100,21014.41,3.41,15.760808,0.0,0.0,15.760808,-21030.17,314195.06,293164.89,0,100,151055.0,172066.0,465250.06,465230.89,True,0.4,B2,c0.00075_s0.0
220,2024-10-23,1,2024-10-22,300347,SELL,HOLD_EXPIRY,67.78,68.175,800,54540.0,316.0,40.905,0.0,0.0,40.905,54499.1,293164.89,347663.99,800,0,165250.0,111026.0,458414.89,458689.99,True,0.4,B2,c0.00075_s0.0
221,2024-10-23,2,2024-10-22,300184,BUY,TARGET_REBALANCE,12.2,12.2,5900,71980.0,0.0,53.985,0.0,0.0,53.985,-72033.99,347663.99,275630.0,0,5900,111026.0,183006.0,458689.99,458636.0,True,0.4,B2,c0.00075_s0.0
222,2024-11-01,1,2024-10-31,300290,SELL,HOLD_EXPIRY,25.7,25.7,1400,35980.0,0.0,26.985,0.0,0.0,26.985,35953.01,275630.0,311583.02,1400,0,195607.0,159627.0,471237.0,471210.02,True,0.4,B2,c0.00075_s0.0
223,2024-11-01,2,2024-10-31,300337,SELL,HOLD_EXPIRY,17.99,18.0069,2000,36013.8,33.8,27.01035,0.0,0.0,27.01035,35986.79,311583.02,347569.81,2000,0,159627.0,123647.0,471210.02,471216.81,True,0.4,B2,c0.00075_s0.0
224,2024-11-01,3,2024-10-31,000099,BUY,TARGET_REBALANCE,25.77,26.1338,1100,28747.18,400.18,21.560385,0.0,0.0,21.560385,-28768.74,347569.81,318801.06,0,1100,123647.0,151994.0,471216.81,470795.06,True,0.4,B2,c0.00075_s0.0
225,2024-11-01,4,2024-10-31,002384,BUY,TARGET_REBALANCE,31.1,31.1769,1100,34294.59,84.59,25.720942,0.0,0.0,25.720942,-34320.31,318801.06,284480.75,0,1100,151994.0,186204.0,470795.06,470684.75,True,0.4,B2,c0.00075_s0.0
226,2024-11-04,1,2024-11-01,300563,SELL,HOLD_EXPIRY,50.03,50.6776,500,25338.8,323.8,19.0041,0.0,0.0,19.0041,25319.8,284480.75,309800.55,500,0,169069.0,144054.0,453549.75,453854.55,True,0.4,B2,c0.00075_s0.0
227,2024-11-04,2,2024-11-01,002607,BUY,TARGET_REBALANCE,3.3,3.3,11200,36960.0,0.0,27.72,0.0,0.0,27.72,-36987.72,309800.55,272812.83,0,11200,144054.0,181014.0,453854.55,453826.83,True,0.4,B2,c0.00075_s0.0
228,2024-11-05,1,2024-11-04,300757,SELL,HOLD_EXPIRY,203.8,203.8331,100,20383.31,3.31,15.287483,0.0,0.0,15.287483,20368.02,272812.83,293180.85,100,0,185933.0,165553.0,458745.83,458733.85,True,0.4,B2,c0.00075_s0.0
229,2024-11-05,2,2024-11-04,600733,BUY,TARGET_REBALANCE,8.65,8.65,2000,17300.0,0.0,12.975,0.0,0.0,12.975,-17312.97,293180.85,275867.88,0,2000,165553.0,182853.0,458733.85,458720.88,True,0.4,B2,c0.00075_s0.0
230,2024-11-06,1,2024-11-05,300184,SELL,HOLD_EXPIRY,12.04,12.04,5900,71036.0,0.0,53.277,0.0,0.0,53.277,70982.72,275867.88,346850.6,5900,0,198188.0,127152.0,474055.88,474002.6,True,0.4,B2,c0.00075_s0.0
231,2024-11-06,2,2024-11-05,002156,BUY,TARGET_REBALANCE,32.0,32.091,1900,60972.9,172.9,45.729675,0.0,0.0,45.729675,-61018.63,346850.6,285831.97,0,1900,127152.0,187952.0,474002.6,473783.97,True,0.4,B2,c0.00075_s0.0
232,2024-11-15,1,2024-11-14,000099,SELL,HOLD_EXPIRY,27.91,28.304,1100,31134.4,433.4,23.3508,0.0,0.0,23.3508,31111.05,285831.97,316943.02,1100,0,185391.0,154690.0,471222.97,471633.02,True,0.4,B2,c0.00075_s0.0
233,2024-11-15,2,2024-11-14,002384,SELL,HOLD_EXPIRY,30.55,30.6255,1100,33688.05,83.05,25.266037,0.0,0.0,25.266037,33662.78,316943.02,350605.8,1100,0,154690.0,121085.0,471633.02,471690.8,True,0.4,B2,c0.00075_s0.0
234,2024-11-15,3,2024-11-14,002230,BUY,TARGET_REBALANCE,52.98,53.0926,600,31855.56,67.56,23.89167,0.0,0.0,23.89167,-31879.45,350605.8,318726.35,0,600,121085.0,152873.0,471690.8,471599.35,True,0.4,B2,c0.00075_s0.0
235,2024-11-15,4,2024-11-14,002241,BUY,TARGET_REBALANCE,25.28,25.8748,1300,33637.24,773.24,25.22793,0.0,0.0,25.22793,-33662.47,318726.35,285063.88,0,1300,152873.0,185737.0,471599.35,470800.88,True,0.4,B2,c0.00075_s0.0
236,2024-11-18,1,2024-11-15,002607,SELL,HOLD_EXPIRY,3.47,3.47,11200,38864.0,0.0,29.148,0.0,0.0,29.148,38834.85,285063.88,323898.74,11200,0,181596.0,142732.0,466659.88,466630.74,True,0.4,B2,c0.00075_s0.0
237,2024-11-19,1,2024-11-18,600733,SELL,HOLD_EXPIRY,8.46,8.46,2000,16920.0,0.0,12.69,0.0,0.0,12.69,16907.31,323898.74,340806.05,2000,0,133203.0,116283.0,457101.74,457089.05,True,0.4,B2,c0.00075_s0.0
238,2024-11-19,2,2024-11-18,601288,BUY,TARGET_REBALANCE,4.8,5.1944,6200,32205.28,2445.28,24.15396,0.0,0.0,24.15396,-32229.43,340806.05,308576.61,0,6200,116283.0,146043.0,457089.05,454619.61,True,0.4,B2,c0.00075_s0.0
239,2024-11-19,3,2024-11-18,601398,BUY,TARGET_REBALANCE,6.18,6.7075,4900,32866.75,2584.75,24.650063,0.0,0.0,24.650063,-32891.4,308576.61,275685.21,0,4900,146043.0,176325.0,454619.61,452010.21,True,0.4,B2,c0.00075_s0.0
240,2024-11-20,1,2024-11-19,002156,SELL,HOLD_EXPIRY,30.83,30.9177,1900,58743.63,166.63,44.057722,0.0,0.0,44.057722,58699.57,275685.21,334384.78,1900,0,178422.0,119845.0,454107.21,454229.78,True,0.4,B2,c0.00075_s0.0
241,2024-11-20,2,2024-11-19,600418,BUY,TARGET_REBALANCE,39.68,39.68,1400,55552.0,0.0,41.664,0.0,0.0,41.664,-55593.66,334384.78,278791.12,0,1400,119845.0,175397.0,454229.78,454188.12,True,0.4,B2,c0.00075_s0.0
242,2024-11-29,1,2024-11-28,002230,SELL,HOLD_EXPIRY,47.5,47.6009,600,28560.54,60.54,21.420405,0.0,0.0,21.420405,28539.12,278791.12,307330.24,600,0,169096.0,140596.0,447887.12,447926.24,True,0.4,B2,c0.00075_s0.0
243,2024-11-29,2,2024-11-28,002241,SELL,HOLD_EXPIRY,24.87,25.3533,1300,32959.29,628.29,24.719468,0.0,0.0,24.719468,32934.57,307330.24,340264.81,1300,0,140596.0,108265.0,447926.24,448529.81,True,0.4,B2,c0.00075_s0.0
244,2024-11-29,3,2024-11-28,002131,BUY,TARGET_REBALANCE,3.67,3.721,8300,30884.3,423.3,23.163225,0.0,0.0,23.163225,-30907.46,340264.81,309357.35,0,8300,108265.0,138726.0,448529.81,448083.35,True,0.4,B2,c0.00075_s0.0
245,2024-11-29,4,2024-11-28,300364,BUY,TARGET_REBALANCE,29.4,29.4,1200,35280.0,0.0,26.46,0.0,0.0,26.46,-35306.46,309357.35,274050.89,0,1200,138726.0,174006.0,448083.35,448056.89,True,0.4,B2,c0.00075_s0.0
246,2024-12-03,1,2024-12-02,601288,SELL,HOLD_EXPIRY,4.81,5.2052,6200,32272.24,2450.24,24.20418,0.0,0.0,24.20418,32248.04,274050.89,306298.92,6200,0,184211.0,154389.0,458261.89,460687.92,True,0.4,B2,c0.00075_s0.0
247,2024-12-03,2,2024-12-02,601398,SELL,HOLD_EXPIRY,6.13,6.6532,4900,32600.68,2563.68,24.45051,0.0,0.0,24.45051,32576.23,306298.92,338875.15,4900,0,154389.0,124352.0,460687.92,463227.15,True,0.4,B2,c0.00075_s0.0
248,2024-12-03,3,2024-12-02,300377,BUY,TARGET_REBALANCE,36.0,36.0,400,14400.0,0.0,10.8,0.0,0.0,10.8,-14410.8,338875.15,324464.35,0,400,124352.0,138752.0,463227.15,463216.35,True,0.4,B2,c0.00075_s0.0
249,2024-12-03,4,2024-12-02,600601,BUY,TARGET_REBALANCE,4.74,4.74,9100,43134.0,0.0,32.3505,0.0,0.0,32.3505,-43166.35,324464.35,281298.0,0,9100,138752.0,181886.0,463216.35,463184.0,True,0.4,B2,c0.00075_s0.0
250,2024-12-04,1,2024-12-03,600418,SELL,HOLD_EXPIRY,34.6,34.6,1400,48440.0,0.0,36.33,0.0,0.0,36.33,48403.67,281298.0,329701.67,1400,0,177133.0,128693.0,458431.0,458394.67,True,0.4,B2,c0.00075_s0.0
251,2024-12-04,2,2024-12-03,600843,BUY,TARGET_REBALANCE,16.1,16.1,3300,53130.0,0.0,39.8475,0.0,0.0,39.8475,-53169.85,329701.67,276531.82,0,3300,128693.0,181823.0,458394.67,458354.82,True,0.4,B2,c0.00075_s0.0
252,2024-12-13,1,2024-12-12,002131,SELL,HOLD_EXPIRY,4.16,4.2178,8300,35007.74,479.74,26.255805,0.0,0.0,26.255805,34981.48,276531.82,311513.31,8300,0,176506.0,141978.0,453037.82,453491.31,True,0.4,B2,c0.00075_s0.0
253,2024-12-13,2,2024-12-12,300364,SELL,HOLD_EXPIRY,30.33,30.33,1200,36396.0,0.0,27.297,0.0,0.0,27.297,36368.7,311513.31,347882.01,1200,0,141978.0,105582.0,453491.31,453464.01,True,0.4,B2,c0.00075_s0.0
254,2024-12-13,3,2024-12-12,300063,BUY,TARGET_REBALANCE,12.71,12.71,1000,12710.0,0.0,9.5325,0.0,0.0,9.5325,-12719.53,347882.01,335162.48,0,1000,105582.0,118292.0,453464.01,453454.48,True,0.4,B2,c0.00075_s0.0
255,2024-12-13,4,2024-12-12,600887,BUY,TARGET_REBALANCE,30.0,32.905,1900,62519.5,5519.5,46.889625,0.0,0.0,46.889625,-62566.39,335162.48,272596.09,0,1900,118292.0,175292.0,453454.48,447888.09,True,0.4,B2,c0.00075_s0.0
256,2024-12-17,1,2024-12-16,300377,SELL,HOLD_EXPIRY,31.6,31.6,400,12640.0,0.0,9.48,0.0,0.0,9.48,12630.52,272596.09,285226.61,400,0,166539.0,153899.0,439135.09,439125.61,True,0.4,B2,c0.00075_s0.0
257,2024-12-17,2,2024-12-16,600601,SELL,HOLD_EXPIRY,4.27,4.27,9100,38857.0,0.0,29.14275,0.0,0.0,29.14275,38827.86,285226.61,324054.47,9100,0,153899.0,115042.0,439125.61,439096.47,True,0.4,B2,c0.00075_s0.0
258,2024-12-17,3,2024-12-16,002281,BUY,TARGET_REBALANCE,46.99,47.2646,700,33085.22,192.22,24.813915,0.0,0.0,24.813915,-33110.03,324054.47,290944.43,0,700,115042.0,147935.0,439096.47,438879.43,True,0.4,B2,c0.00075_s0.0
259,2024-12-17,4,2024-12-16,300296,BUY,TARGET_REBALANCE,7.93,8.1807,2400,19633.68,601.68,14.72526,0.0,0.0,14.72526,-19648.41,290944.43,271296.03,0,2400,147935.0,166967.0,438879.43,438263.03,True,0.4,B2,c0.00075_s0.0
260,2024-12-18,1,2024-12-17,600843,SELL,HOLD_EXPIRY,13.28,13.28,3300,43824.0,0.0,32.868,0.0,0.0,32.868,43791.13,271296.03,315087.16,3300,0,162606.0,118782.0,433902.03,433869.16,True,0.4,B2,c0.00075_s0.0
261,2024-12-18,2,2024-12-17,601919,BUY,TARGET_REBALANCE,14.92,16.5497,3000,49649.1,4889.1,37.236825,0.0,0.0,37.236825,-49686.34,315087.16,265400.82,0,3000,118782.0,163542.0,433869.16,428942.82,True,0.4,B2,c0.00075_s0.0
262,2024-12-27,1,2024-12-26,300063,SELL,HOLD_EXPIRY,10.19,10.19,1000,10190.0,0.0,7.6425,0.0,0.0,7.6425,10182.36,265400.82,275583.18,1000,0,169724.0,159534.0,435124.82,435117.18,True,0.4,B2,c0.00075_s0.0
263,2024-12-27,2,2024-12-26,600887,SELL,HOLD_EXPIRY,29.96,32.8612,1900,62436.28,5512.28,46.82721,0.0,0.0,46.82721,62389.45,275583.18,337972.63,1900,0,159534.0,102610.0,435117.18,440582.63,True,0.4,B2,c0.00075_s0.0
264,2024-12-27,3,2024-12-26,601398,BUY,TARGET_REBALANCE,6.89,7.4781,6500,48607.65,3822.65,36.455738,0.0,0.0,36.455738,-48644.11,337972.63,289328.53,0,6500,102610.0,147395.0,440582.63,436723.53,True,0.4,B2,c0.00075_s0.0
265,2024-12-27,4,2024-12-26,603083,BUY,TARGET_REBALANCE,48.45,48.7707,400,19508.28,128.28,14.63121,0.0,0.0,14.63121,-19522.91,289328.53,269805.62,0,400,147395.0,166775.0,436723.53,436580.62,True,0.4,B2,c0.00075_s0.0
266,2024-12-31,1,2024-12-30,002281,SELL,HOLD_EXPIRY,55.55,55.8746,700,39112.22,227.22,29.334165,0.0,0.0,29.334165,39082.89,269805.62,308888.5,700,0,165043.0,126158.0,434848.62,435046.5,True,0.4,B2,c0.00075_s0.0
267,2024-12-31,2,2024-12-30,300296,SELL,HOLD_EXPIRY,7.03,7.2523,2400,17405.52,533.52,13.05414,0.0,0.0,13.05414,17392.47,308888.5,326280.97,2400,0,126158.0,109286.0,435046.5,435566.97,True,0.4,B2,c0.00075_s0.0
268,2024-12-31,3,2024-12-30,300394,BUY,TARGET_REBALANCE,95.41,188.888,100,18888.8,9347.8,14.1666,0.0,0.0,14.1666,-18902.97,326280.97,307378.0,0,100,109286.0,118827.0,435566.97,426205.0,True,0.4,B2,c0.00075_s0.0
269,2024-12-31,4,2024-12-30,600584,BUY,TARGET_REBALANCE,42.98,43.1723,800,34537.84,153.84,25.90338,0.0,0.0,25.90338,-34563.74,307378.0,272814.26,0,800,118827.0,153211.0,426205.0,426025.26,True,0.4,B2,c0.00075_s0.0
270,2025-01-02,1,2024-12-31,601919,SELL,HOLD_EXPIRY,15.55,17.2485,3000,51745.5,5095.5,38.809125,0.0,0.0,38.809125,51706.69,272814.26,324520.95,3000,0,149497.0,102847.0,422311.26,427367.95,True,0.4,B2,c0.00075_s0.0
271,2025-01-02,2,2024-12-31,601988,BUY,TARGET_REBALANCE,5.51,5.8681,10200,59854.62,3652.62,44.890965,0.0,0.0,44.890965,-59899.51,324520.95,264621.44,0,10200,102847.0,159049.0,427367.95,423670.44,True,0.4,B2,c0.00075_s0.0
272,2025-01-13,1,2025-01-10,601398,SELL,HOLD_EXPIRY,6.66,7.0784,6500,46009.6,2719.6,34.5072,0.0,0.0,34.5072,45975.09,264621.44,310596.53,6500,0,153540.0,110250.0,418161.44,420846.53,True,0.4,B2,c0.00075_s0.0
273,2025-01-13,2,2025-01-10,603083,SELL,HOLD_EXPIRY,37.03,37.2751,400,14910.04,98.04,11.18253,0.0,0.0,11.18253,14898.86,310596.53,325495.39,400,0,110250.0,95438.0,420846.53,420933.39,True,0.4,B2,c0.00075_s0.0
274,2025-01-13,3,2025-01-10,002131,BUY,TARGET_REBALANCE,3.56,3.6095,7200,25988.4,356.4,19.4913,0.0,0.0,19.4913,-26007.89,325495.39,299487.5,0,7200,95438.0,121070.0,420933.39,420557.5,True,0.4,B2,c0.00075_s0.0
275,2025-01-15,1,2025-01-14,300394,SELL,HOLD_EXPIRY,89.01,176.2176,100,17621.76,8720.76,13.21632,0.0,0.0,13.21632,17608.54,299487.5,317096.04,100,0,125335.0,116434.0,424822.5,433530.04,True,0.4,B2,c0.00075_s0.0
276,2025-01-15,2,2025-01-14,600584,SELL,HOLD_EXPIRY,40.04,40.2191,800,32175.28,143.28,24.13146,0.0,0.0,24.13146,32151.15,317096.04,349247.19,800,0,116434.0,84402.0,433530.04,433649.19,True,0.4,B2,c0.00075_s0.0
277,2025-01-15,3,2025-01-14,000831,BUY,TARGET_REBALANCE,29.51,29.51,1700,50167.0,0.0,37.62525,0.0,0.0,37.62525,-50204.63,349247.19,299042.56,0,1700,84402.0,134569.0,433649.19,433611.56,True,0.4,B2,c0.00075_s0.0
278,2025-01-15,4,2025-01-14,002681,BUY,TARGET_REBALANCE,7.31,7.31,2800,20468.0,0.0,15.351,0.0,0.0,15.351,-20483.35,299042.56,278559.21,0,2800,134569.0,155037.0,433611.56,433596.21,True,0.4,B2,c0.00075_s0.0
279,2025-01-15,5,2025-01-14,603893,BUY,TARGET_REBALANCE,124.0,124.9198,100,12491.98,91.98,9.368985,0.0,0.0,9.368985,-12501.35,278559.21,266057.86,0,100,155037.0,167437.0,433596.21,433494.86,True,0.4,B2,c0.00075_s0.0
280,2025-01-16,1,2025-01-15,601988,SELL,HOLD_EXPIRY,5.47,5.8255,10200,59420.1,3626.1,44.565075,0.0,0.0,44.565075,59375.53,266057.86,325433.4,10200,0,168843.0,113049.0,434900.86,438482.4,True,0.4,B2,c0.00075_s0.0
281,2025-01-16,2,2025-01-15,300493,BUY,TARGET_REBALANCE,34.6,34.7,1700,58990.0,170.0,44.2425,0.0,0.0,44.2425,-59034.24,325433.4,266399.16,0,1700,113049.0,171869.0,438482.4,438268.16,True,0.4,B2,c0.00075_s0.0
282,2025-01-27,1,2025-01-24,002131,SELL,HOLD_EXPIRY,3.77,3.8224,7200,27521.28,377.28,20.64096,0.0,0.0,20.64096,27500.64,266399.16,293899.8,7200,0,166668.0,139524.0,433067.16,433423.8,True,0.4,B2,c0.00075_s0.0
283,2025-01-27,2,2025-01-24,300718,BUY,TARGET_REBALANCE,55.8,56.2801,500,28140.05,240.05,21.105037,0.0,0.0,21.105037,-28161.16,293899.8,265738.64,0,500,139524.0,167424.0,433423.8,433162.64,True,0.4,B2,c0.00075_s0.0
284,2025-02-06,1,2025-02-05,000831,SELL,HOLD_EXPIRY,28.5,28.5,1700,48450.0,0.0,36.3375,0.0,0.0,36.3375,48413.66,265738.64,314152.3,1700,0,156661.0,108211.0,422399.64,422363.3,True,0.4,B2,c0.00075_s0.0
285,2025-02-06,2,2025-02-05,002681,SELL,HOLD_EXPIRY,7.2,7.2,2800,20160.0,0.0,15.12,0.0,0.0,15.12,20144.88,314152.3,334297.18,2800,0,108211.0,88051.0,422363.3,422348.18,True,0.4,B2,c0.00075_s0.0
286,2025-02-06,3,2025-02-05,300418,BUY,TARGET_REBALANCE,42.3,42.3,700,29610.0,0.0,22.2075,0.0,0.0,22.2075,-29632.21,334297.18,304664.98,0,700,88051.0,117661.0,422348.18,422325.98,True,0.4,B2,c0.00075_s0.0
287,2025-02-06,4,2025-02-05,300442,BUY,TARGET_REBALANCE,60.11,60.707,600,36424.2,358.2,27.31815,0.0,0.0,27.31815,-36451.52,304664.98,268213.46,0,600,117661.0,153727.0,422325.98,421940.46,True,0.4,B2,c0.00075_s0.0
288,2025-02-07,1,2025-02-06,300493,SELL,HOLD_EXPIRY,28.72,28.803,1700,48965.1,141.1,36.723825,0.0,0.0,36.723825,48928.38,268213.46,317141.83,1700,0,167386.0,118562.0,435599.46,435703.83,True,0.4,B2,c0.00075_s0.0
289,2025-02-07,2,2025-02-06,603893,SELL,HOLD_EXPIRY,193.99,195.0862,100,19508.62,109.62,14.631465,0.0,0.0,14.631465,19493.99,317141.83,336635.82,100,0,118562.0,99163.0,435703.83,435798.82,True,0.4,B2,c0.00075_s0.0
290,2025-02-07,3,2025-02-06,300017,BUY,TARGET_REBALANCE,13.0,13.5341,2300,31128.43,1228.43,23.346322,0.0,0.0,23.346322,-31151.78,336635.82,305484.05,0,2300,99163.0,129063.0,435798.82,434547.05,True,0.4,B2,c0.00075_s0.0
291,2025-02-07,4,2025-02-06,600580,BUY,TARGET_REBALANCE,23.8,28.8631,1500,43294.65,7594.65,32.470987,0.0,0.0,32.470987,-43327.12,305484.05,262156.92,0,1500,129063.0,164763.0,434547.05,426919.92,True,0.4,B2,c0.00075_s0.0
292,2025-02-18,1,2025-02-17,300718,SELL,HOLD_EXPIRY,77.6,78.2677,500,39133.85,333.85,29.350388,0.0,0.0,29.350388,39104.5,262156.92,301261.42,500,0,175572.0,136772.0,437728.92,438033.42,True,0.4,B2,c0.00075_s0.0
293,2025-02-18,2,2025-02-17,000938,BUY,TARGET_REBALANCE,30.52,30.6821,1000,30682.1,162.1,23.011575,0.0,0.0,23.011575,-30705.11,301261.42,270556.31,0,1000,136772.0,167292.0,438033.42,437848.31,True,0.4,B2,c0.00075_s0.0
294,2025-02-20,1,2025-02-19,300418,SELL,HOLD_EXPIRY,42.55,42.55,700,29785.0,0.0,22.33875,0.0,0.0,22.33875,29762.66,270556.31,300318.97,700,0,165980.0,136195.0,436536.31,436513.97,True,0.4,B2,c0.00075_s0.0
295,2025-02-20,2,2025-02-19,300442,SELL,HOLD_EXPIRY,56.0,56.5562,600,33933.72,333.72,25.45029,0.0,0.0,25.45029,33908.27,300318.97,334227.24,600,0,136195.0,102595.0,436513.97,436822.24,True,0.4,B2,c0.00075_s0.0
296,2025-02-20,3,2025-02-19,300718,BUY,TARGET_REBALANCE,104.0,104.8948,100,10489.48,89.48,7.86711,0.0,0.0,7.86711,-10497.35,334227.24,323729.9,0,100,102595.0,112995.0,436822.24,436724.9,True,0.4,B2,c0.00075_s0.0
297,2025-02-20,4,2025-02-19,603501,BUY,TARGET_REBALANCE,161.0,162.0115,200,32402.3,202.3,24.301725,0.0,0.0,24.301725,-32426.6,323729.9,291303.29,0,200,112995.0,145195.0,436724.9,436498.29,True,0.4,B2,c0.00075_s0.0
298,2025-02-21,1,2025-02-20,300017,SELL,HOLD_EXPIRY,13.66,14.2212,2300,32708.76,1290.76,24.53157,0.0,0.0,24.53157,32684.23,291303.29,323987.52,2300,0,143953.0,112535.0,435256.29,436522.52,True,0.4,B2,c0.00075_s0.0
299,2025-02-21,2,2025-02-20,600580,SELL,HOLD_EXPIRY,27.3,33.1076,1500,49661.4,8711.4,37.24605,0.0,0.0,37.24605,49624.15,323987.52,373611.68,1500,0,112535.0,71585.0,436522.52,445196.68,True,0.4,B2,c0.00075_s0.0
300,2025-02-21,3,2025-02-20,002747,BUY,TARGET_REBALANCE,23.41,23.41,2200,51502.0,0.0,38.6265,0.0,0.0,38.6265,-51540.63,373611.68,322071.05,0,2200,71585.0,123087.0,445196.68,445158.05,True,0.4,B2,c0.00075_s0.0
301,2025-02-21,4,2025-02-20,600498,BUY,TARGET_REBALANCE,27.58,27.8278,1900,52872.82,470.82,39.654615,0.0,0.0,39.654615,-52912.47,322071.05,269158.58,0,1900,123087.0,175489.0,445158.05,444647.58,True,0.4,B2,c0.00075_s0.0
302,2025-03-04,1,2025-03-03,000938,SELL,HOLD_EXPIRY,28.67,28.8222,1000,28822.2,152.2,21.61665,0.0,0.0,21.61665,28800.58,269158.58,297959.16,1000,0,160861.0,132191.0,430019.58,430150.16,True,0.4,B2,c0.00075_s0.0
303,2025-03-04,2,2025-03-03,688525,BUY,TARGET_REBALANCE,69.23,69.2715,500,34635.75,20.75,25.976813,0.0,0.0,25.976813,-34661.73,297959.16,263297.43,0,500,132191.0,166806.0,430150.16,430103.43,True,0.4,B2,c0.00075_s0.0
