signal_date,execution_date,in_risk,allow_buys,trigger_count,trigger_components,position_ratio,csi300_ret20,turnover_ratio,acct_dd
2023-02-22,2023-02-23,False,True,0,,0.6,-0.0057,1.0,0.0
2023-02-23,2023-02-24,False,True,0,,0.6,-0.0126,1.0,0.0
2023-02-24,2023-02-27,False,True,0,,0.6,-0.0288,1.0,0.0
2023-02-27,2023-02-28,False,True,0,,0.6,-0.0375,1.0,0.0
2023-02-28,2023-03-01,False,True,0,,0.6,-0.021,1.0,0.0
2023-03-01,2023-03-02,False,True,0,,0.6,-0.0164,1.0,0.0
2023-03-02,2023-03-03,False,True,0,,0.6,-0.0152,1.0,0.0
2023-03-03,2023-03-06,False,True,0,,0.6,-0.0027,1.0,0.0
2023-03-06,2023-03-07,False,True,0,,0.6,0.0054,1.0,0.0
2023-03-07,2023-03-08,False,True,0,,0.6,-0.0111,1.0,0.0
2023-03-08,2023-03-09,False,True,0,,0.6,-0.0103,1.0,0.0
2023-03-09,2023-03-10,False,True,0,,0.6,-0.0269,1.0,0.0
2023-03-10,2023-03-13,False,True,0,,0.6,-0.0339,1.0,0.0
2023-03-13,2023-03-14,False,True,0,,0.6,-0.0326,1.0,0.0
2023-03-14,2023-03-15,False,True,0,,0.6,-0.0387,1.0,0.0
2023-03-15,2023-03-16,False,True,0,,0.6,-0.0332,1.0,0.0
2023-03-16,2023-03-17,False,True,0,,0.6,-0.0377,1.0,0.0
2023-03-17,2023-03-20,False,True,0,,0.6,-0.0188,1.0,0.0
2023-03-20,2023-03-21,False,True,0,,0.6,-0.047,1.0,0.0
2023-03-21,2023-03-22,False,True,0,,0.6,-0.0391,1.0,0.0
2023-03-22,2023-03-23,False,True,0,,0.6,-0.0262,1.0,0.0
2023-03-23,2023-03-24,False,True,0,,0.6,-0.0157,1.0,0.0
2023-03-24,2023-03-27,False,True,0,,0.6,-0.0084,1.0,0.0
2023-03-27,2023-03-28,False,True,0,,0.6,-0.0078,1.0,0.0
2023-03-28,2023-03-29,False,True,0,,0.6,-0.0172,1.0,0.0
2023-03-29,2023-03-30,False,True,0,,0.6,-0.0293,1.0,0.0
2023-03-30,2023-03-31,False,True,0,,0.6,-0.0192,1.0,0.0
2023-03-31,2023-04-03,False,True,0,,0.6,-0.0193,1.0,0.0
2023-04-03,2023-04-04,False,True,0,,0.6,-0.0045,1.0,0.0
2023-04-04,2023-04-06,False,True,0,,0.6,0.0134,1.0,0.0
2023-04-06,2023-04-07,False,True,0,,0.6,0.0155,1.0,0.0
2023-04-07,2023-04-10,False,True,0,,0.6,0.0257,1.0,0.0
2023-04-10,2023-04-11,False,True,0,,0.6,0.0347,1.0,0.0
2023-04-11,2023-04-12,False,True,0,,0.6,0.0228,1.0,0.0
2023-04-12,2023-04-13,False,True,0,,0.6,0.0283,1.0,0.0
2023-04-13,2023-04-14,False,True,0,,0.6,0.0206,1.0,0.0
2023-04-14,2023-04-17,False,True,0,,0.6,0.0388,1.0,0.0
2023-04-17,2023-04-18,False,True,0,,0.6,0.0481,1.0,0.0
2023-04-18,2023-04-19,False,True,0,,0.6,0.0566,1.0,0.0
2023-04-19,2023-04-20,False,True,0,,0.6,0.0357,1.0,0.0
2023-04-20,2023-04-21,False,True,0,,0.6,0.0284,1.0,0.0
2023-04-21,2023-04-24,False,True,0,,0.6,-0.0016,1.0,0.0
2023-04-24,2023-04-25,False,True,0,,0.6,-0.011,1.0,0.0
2023-04-25,2023-04-26,False,True,0,,0.6,-0.0124,1.0,0.0
2023-04-26,2023-04-27,False,True,0,,0.6,-0.0101,1.0,0.0
2023-04-27,2023-04-28,False,True,0,,0.6,-0.0044,1.0,0.0
2023-04-28,2023-05-04,False,True,0,,0.6,-0.0023,1.0,0.0
2023-05-04,2023-05-05,False,True,0,,0.6,-0.0051,1.0,0.0
2023-05-05,2023-05-08,False,True,0,,0.6,-0.018,1.0,0.0
2023-05-08,2023-05-09,False,True,0,,0.6,-0.0099,1.0,0.0
2023-05-09,2023-05-10,False,True,0,,0.6,-0.0168,1.0,0.0
2023-05-10,2023-05-11,False,True,0,,0.6,-0.0307,1.0,0.0
2023-05-11,2023-05-12,False,True,0,,0.6,-0.0278,1.0,0.0
2023-05-12,2023-05-15,False,True,0,,0.6,-0.0396,1.0,0.0
2023-05-15,2023-05-16,False,True,0,,0.6,-0.024,1.0,0.0
2023-05-16,2023-05-17,False,True,0,,0.6,-0.0223,1.0,0.0
2023-05-17,2023-05-18,False,True,0,,0.6,-0.0322,1.0,0.0
2023-05-18,2023-05-19,False,True,0,,0.6,-0.0466,1.0,0.0
2023-05-19,2023-05-22,False,True,0,,0.6,-0.0523,1.0,0.0
2023-05-22,2023-05-23,False,True,0,,0.6,-0.0376,1.0,0.0
2023-05-23,2023-05-24,False,True,0,,0.6,-0.0486,1.0,0.0
2023-05-24,2023-05-25,False,True,0,,0.6,-0.043,1.0,0.0
2023-05-25,2023-05-26,False,True,0,,0.6,-0.0332,1.0,0.0
2023-05-26,2023-05-29,False,True,0,,0.6,-0.0282,1.0,0.0
2023-05-29,2023-05-30,False,True,0,,0.6,-0.0316,1.0,0.0
2023-05-30,2023-05-31,False,True,0,,0.6,-0.0378,1.0,0.0
2023-05-31,2023-06-01,False,True,0,,0.6,-0.0572,1.0,0.0
2023-06-01,2023-06-02,False,True,0,,0.6,-0.0554,1.0,0.0
2023-06-02,2023-06-05,False,True,0,,0.6,-0.0386,1.0,0.0
2023-06-05,2023-06-06,False,True,0,,0.6,-0.0538,1.0,0.0
2023-06-06,2023-06-07,False,True,0,,0.6,-0.0545,1.0,0.0
2023-06-07,2023-06-08,False,True,0,,0.6,-0.0519,1.0,0.0
2023-06-08,2023-06-09,False,True,0,,0.6,-0.0427,1.0,0.0
2023-06-09,2023-06-12,False,True,0,,0.6,-0.0257,1.0,0.0
2023-06-12,2023-06-13,False,True,0,,0.6,-0.0386,1.0,0.0
2023-06-13,2023-06-14,False,True,0,,0.6,-0.0285,1.0,0.0
2023-06-14,2023-06-15,False,True,0,,0.6,-0.0243,1.0,0.0
2023-06-15,2023-06-16,False,True,0,,0.6,-0.0077,1.0,0.0
2023-06-16,2023-06-19,False,True,0,,0.6,0.0048,1.0,0.0
2023-06-19,2023-06-20,False,True,0,,0.6,-0.0097,1.0,0.0
2023-06-20,2023-06-21,False,True,0,,0.6,0.0028,1.0,0.0
2023-06-21,2023-06-26,False,True,0,,0.6,0.0013,1.0,0.0
2023-06-26,2023-06-27,False,True,0,,0.6,-0.0106,1.0,0.0
2023-06-27,2023-06-28,False,True,0,,0.6,-0.0014,1.0,0.0
2023-06-28,2023-06-29,False,True,0,,0.6,0.0018,1.0,0.0
2023-06-29,2023-06-30,False,True,0,,0.6,-0.0041,1.0,0.0
2023-06-30,2023-07-03,False,True,0,,0.6,0.0116,1.0,0.0
2023-07-03,2023-07-04,False,True,0,,0.6,0.0226,1.0,0.0
2023-07-04,2023-07-05,False,True,0,,0.6,0.0096,1.0,0.0
2023-07-05,2023-07-06,False,True,0,,0.6,0.0064,1.0,0.0
2023-07-06,2023-07-07,False,True,0,,0.6,0.0091,1.0,0.0
2023-07-07,2023-07-10,False,True,0,,0.6,0.0096,1.0,0.0
2023-07-10,2023-07-11,False,True,0,,0.6,0.0063,1.0,0.0
2023-07-11,2023-07-12,False,True,0,,0.6,0.0085,1.0,0.0
2023-07-12,2023-07-13,False,True,0,,0.6,-0.0003,1.0,0.0
2023-07-13,2023-07-14,False,True,0,,0.6,0.0087,1.0,0.0
2023-07-14,2023-07-17,False,True,0,,0.6,0.0091,1.0,0.0
2023-07-17,2023-07-18,False,True,0,,0.6,-0.0149,1.0,0.0
2023-07-18,2023-07-19,False,True,0,,0.6,-0.0274,1.0,0.0
2023-07-19,2023-07-20,False,True,0,,0.6,-0.0204,1.0,0.0
2023-07-20,2023-07-21,False,True,0,,0.6,-0.0256,1.0,0.0
2023-07-21,2023-07-24,False,True,0,,0.6,-0.0109,1.0,0.0
2023-07-24,2023-07-25,False,True,0,,0.6,-0.0012,1.0,0.0
2023-07-25,2023-07-26,False,True,0,,0.6,0.0181,1.0,0.0
2023-07-26,2023-07-27,False,True,0,,0.6,0.0172,1.0,0.0
2023-07-27,2023-07-28,False,True,0,,0.6,0.0211,1.0,0.0
2023-07-28,2023-07-31,False,True,0,,0.6,0.0391,1.0,0.0
2023-07-31,2023-08-01,False,True,0,,0.6,0.0313,1.0,0.0
2023-08-01,2023-08-02,False,True,0,,0.6,0.0254,1.0,0.0
2023-08-02,2023-08-03,False,True,0,,0.6,0.0261,1.0,0.0
2023-08-03,2023-08-04,False,True,0,,0.6,0.0422,1.0,0.0
2023-08-04,2023-08-07,False,True,0,,0.6,0.0509,1.0,0.0
2023-08-07,2023-08-08,False,True,0,,0.6,0.0379,1.0,0.0
2023-08-08,2023-08-09,False,True,0,,0.6,0.0285,1.0,0.0
2023-08-09,2023-08-10,False,True,0,,0.6,0.0323,1.0,0.0
2023-08-10,2023-08-11,False,True,0,,0.6,0.0198,1.0,0.0
2023-08-11,2023-08-14,False,True,0,,0.6,-0.0038,1.0,0.0
2023-08-14,2023-08-15,False,True,0,,0.6,-0.0029,1.0,0.0
2023-08-15,2023-08-16,False,True,0,,0.6,-0.0022,1.0,0.0
2023-08-16,2023-08-17,False,True,0,,0.6,-0.0084,1.0,0.0
2023-08-17,2023-08-18,False,True,0,,0.6,0.0019,1.0,0.0
2023-08-18,2023-08-21,False,True,0,,0.6,-0.0099,1.0,0.0
2023-08-21,2023-08-22,False,True,0,,0.6,-0.0199,1.0,0.0
2023-08-22,2023-08-23,False,True,0,,0.6,-0.0401,1.0,0.0
2023-08-23,2023-08-24,False,True,0,,0.6,-0.0538,1.0,0.0
2023-08-24,2023-08-25,False,True,0,,0.6,-0.0458,1.0,0.0
2023-08-25,2023-08-28,False,True,1,CSI300_ret20=-0.0710≤-0.06,0.6,-0.071,1.0,0.0
2023-08-28,2023-08-29,False,True,1,CSI300_ret20=-0.0653≤-0.06,0.6,-0.0653,1.0,0.0
2023-08-29,2023-08-30,False,True,0,,0.6,-0.052,1.0,0.0
2023-08-30,2023-08-31,False,True,0,,0.6,-0.0457,1.0,0.0
2023-08-31,2023-09-01,False,True,0,,0.6,-0.0599,1.0,0.0
2023-09-01,2023-09-04,False,True,0,,0.6,-0.057,1.0,0.0
2023-09-04,2023-09-05,False,True,0,,0.6,-0.0354,1.0,0.0
2023-09-05,2023-09-06,False,True,0,,0.6,-0.0401,1.0,0.0
2023-09-06,2023-09-07,False,True,0,,0.6,-0.0392,1.0,0.0
2023-09-07,2023-09-08,False,True,0,,0.6,-0.0546,1.0,0.0
2023-09-08,2023-09-11,False,True,0,,0.6,-0.0371,1.0,0.0
2023-09-11,2023-09-12,False,True,0,,0.6,-0.0229,1.0,0.0
2023-09-12,2023-09-13,False,True,0,,0.6,-0.0223,1.0,0.0
2023-09-13,2023-09-14,False,True,0,,0.6,-0.0214,1.0,0.0
2023-09-14,2023-09-15,False,True,0,,0.6,-0.0255,1.0,0.0
2023-09-15,2023-09-18,False,True,0,,0.6,-0.0199,1.0,0.0
2023-09-18,2023-09-19,False,True,0,,0.6,-0.0005,1.0,0.0
2023-09-19,2023-09-20,False,True,0,,0.6,-0.01,1.0,0.0
2023-09-20,2023-09-21,False,True,0,,0.6,0.0024,1.0,0.0
2023-09-21,2023-09-22,False,True,0,,0.6,-0.0137,1.0,0.0
2023-09-22,2023-09-25,False,True,0,,0.6,0.008,1.0,0.0
2023-09-25,2023-09-26,False,True,0,,0.6,-0.0101,1.0,0.0
2023-09-26,2023-09-27,False,True,0,,0.6,-0.0256,1.0,0.0
2023-09-27,2023-09-28,False,True,0,,0.6,-0.0232,1.0,0.0
2023-09-28,2023-10-09,False,True,0,,0.6,-0.0201,1.0,0.0
2023-10-09,2023-10-10,False,True,0,,0.6,-0.0282,1.0,0.0
2023-10-10,2023-10-11,False,True,0,,0.6,-0.0498,1.0,0.0
2023-10-11,2023-10-12,False,True,0,,0.6,-0.04,1.0,0.0
2023-10-12,2023-10-13,False,True,0,,0.6,-0.0288,1.0,0.0
2023-10-13,2023-10-16,False,True,0,,0.6,-0.0253,1.0,0.0
2023-10-16,2023-10-17,False,True,0,,0.6,-0.0303,1.0,0.0
2023-10-17,2023-10-18,False,True,0,,0.6,-0.034,1.0,0.0
2023-10-18,2023-10-19,False,True,0,,0.6,-0.0399,1.0,0.0
2023-10-19,2023-10-20,False,True,0,,0.6,-0.0544,1.0,0.0
2023-10-20,2023-10-23,False,True,0,,0.6,-0.0597,1.0,0.0
2023-10-23,2023-10-24,False,True,1,CSI300_ret20=-0.0632≤-0.06,0.6,-0.0632,1.0,0.0
2023-10-24,2023-10-25,False,True,1,CSI300_ret20=-0.0645≤-0.06,0.6,-0.0645,1.0,0.0
2023-10-25,2023-10-26,False,True,0,,0.6,-0.0581,1.0,0.0
2023-10-26,2023-10-27,False,True,0,,0.6,-0.0517,1.0,0.0
2023-10-27,2023-10-30,False,True,0,,0.6,-0.03,1.0,0.0
2023-10-30,2023-10-31,False,True,0,,0.6,-0.0415,1.0,0.0
2023-10-31,2023-11-01,False,True,0,,0.6,-0.0383,1.0,0.0
2023-11-01,2023-11-02,False,True,0,,0.6,-0.033,1.0,0.0
2023-11-02,2023-11-03,False,True,0,,0.6,-0.0395,1.0,0.0
2023-11-03,2023-11-06,False,True,0,,0.6,-0.0286,1.0,0.0
2023-11-06,2023-11-07,False,True,0,,0.6,-0.0141,1.0,0.0
2023-11-07,2023-11-08,False,True,0,,0.6,-0.0102,1.0,0.0
2023-11-08,2023-11-09,False,True,0,,0.6,-0.0154,1.0,0.0
2023-11-09,2023-11-10,False,True,0,,0.6,-0.0242,1.0,0.0
2023-11-10,2023-11-13,False,True,0,,0.6,-0.021,1.0,0.0
2023-11-13,2023-11-14,False,True,0,,0.6,-0.013,1.0,0.0
2023-11-14,2023-11-15,False,True,0,,0.6,-0.0158,1.0,0.0
2023-11-15,2023-11-16,False,True,0,,0.6,-0.0009,1.0,0.0
2023-11-16,2023-11-17,False,True,0,,0.6,0.011,1.0,0.0
2023-11-17,2023-11-20,False,True,0,,0.6,0.0164,1.0,0.0
2023-11-20,2023-11-21,False,True,0,,0.6,0.0294,1.0,0.0
2023-11-21,2023-11-22,False,True,0,,0.6,0.0269,1.0,0.0
2023-11-22,2023-11-23,False,True,0,,0.6,0.0114,1.0,0.0
2023-11-23,2023-11-24,False,True,0,,0.6,0.0135,1.0,0.0
2023-11-24,2023-11-27,False,True,0,,0.6,-0.0068,1.0,0.0
2023-11-27,2023-11-28,False,True,0,,0.6,-0.02,1.0,0.0
2023-11-28,2023-11-29,False,True,0,,0.6,-0.0151,1.0,0.0
2023-11-29,2023-11-30,False,True,0,,0.6,-0.0232,0.8894,0.0
2023-11-30,2023-12-01,False,True,1,acct_dd=-0.0910≤-0.08,0.6,-0.0163,1.0,-0.091
2023-12-01,2023-12-04,False,True,1,acct_dd=-0.0970≤-0.08,0.6,-0.0283,0.9435,-0.097
2023-12-04,2023-12-05,False,True,1,acct_dd=-0.1023≤-0.08,0.6,-0.0475,1.0,-0.1023
2023-12-05,2023-12-06,True,False,2,CSI300_ret20=-0.0623≤-0.06; acct_dd=-0.1117≤-0.08,0.4,-0.0623,0.9553,-0.1117
2023-12-06,2023-12-07,True,False,1,acct_dd=-0.1030≤-0.08,0.4,-0.0586,0.9598,-0.103
2023-12-07,2023-12-08,True,False,2,CSI300_ret20=-0.0613≤-0.06; acct_dd=-0.1103≤-0.08,0.4,-0.0613,0.9711,-0.1103
2023-12-08,2023-12-11,True,False,1,acct_dd=-0.1027≤-0.08,0.4,-0.0521,1.1277,-0.1027
2023-12-11,2023-12-12,True,False,1,acct_dd=-0.1025≤-0.08,0.4,-0.0447,1.0632,-0.1025
2023-12-12,2023-12-13,True,False,1,acct_dd=-0.1076≤-0.08,0.4,-0.0433,0.9234,-0.1076
2023-12-13,2023-12-14,True,False,2,CSI300_ret20=-0.0659≤-0.06; acct_dd=-0.1196≤-0.08,0.4,-0.0659,0.9183,-0.1196
2023-12-14,2023-12-15,True,False,2,CSI300_ret20=-0.0617≤-0.06; acct_dd=-0.1277≤-0.08,0.4,-0.0617,0.8911,-0.1277
2023-12-15,2023-12-18,True,False,2,CSI300_ret20=-0.0635≤-0.06; acct_dd=-0.1304≤-0.08,0.4,-0.0635,0.8845,-0.1304
2023-12-18,2023-12-19,True,False,3,CSI300_ret20=-0.0691≤-0.06; turnover=0.848≤0.85; acct_dd=-0.1319≤-0.08,0.4,-0.0691,0.8485,-0.1319
2023-12-19,2023-12-20,True,False,3,CSI300_ret20=-0.0690≤-0.06; turnover=0.805≤0.85; acct_dd=-0.1336≤-0.08,0.4,-0.069,0.805,-0.1336
2023-12-20,2023-12-21,True,False,3,CSI300_ret20=-0.0697≤-0.06; turnover=0.845≤0.85; acct_dd=-0.1386≤-0.08,0.4,-0.0697,0.8451,-0.1386
2023-12-21,2023-12-22,True,False,2,CSI300_ret20=-0.0648≤-0.06; acct_dd=-0.1328≤-0.08,0.4,-0.0648,0.9408,-0.1328
2023-12-22,2023-12-25,True,False,1,acct_dd=-0.1370≤-0.08,0.4,-0.0567,0.9898,-0.137
2023-12-25,2023-12-26,True,False,2,turnover=0.790≤0.85; acct_dd=-0.1344≤-0.08,0.4,-0.0468,0.7905,-0.1344
2023-12-26,2023-12-27,True,False,2,turnover=0.804≤0.85; acct_dd=-0.1353≤-0.08,0.4,-0.0551,0.8045,-0.1353
2023-12-27,2023-12-28,True,False,2,turnover=0.844≤0.85; acct_dd=-0.1373≤-0.08,0.4,-0.0436,0.8438,-0.1373
2023-12-28,2023-12-29,True,False,1,acct_dd=-0.1301≤-0.08,0.4,-0.0234,1.1578,-0.1301
2023-12-29,2024-01-02,True,False,1,acct_dd=-0.1289≤-0.08,0.4,-0.0149,1.0799,-0.1289
2024-01-02,2024-01-03,True,False,1,acct_dd=-0.1291≤-0.08,0.4,-0.0213,1.0429,-0.1291
2024-01-03,2024-01-04,True,False,1,acct_dd=-0.1256≤-0.08,0.4,-0.0047,0.9789,-0.1256
2024-01-04,2024-01-05,True,False,1,acct_dd=-0.1263≤-0.08,0.4,-0.0155,0.9006,-0.1263
2024-01-05,2024-01-08,True,False,1,acct_dd=-0.1312≤-0.08,0.4,-0.0183,0.9902,-0.1312
2024-01-08,2024-01-09,True,False,1,acct_dd=-0.1426≤-0.08,0.4,-0.0334,0.897,-0.1426
2024-01-09,2024-01-10,True,False,1,acct_dd=-0.1353≤-0.08,0.4,-0.0371,0.9347,-0.1353
2024-01-10,2024-01-11,True,False,1,acct_dd=-0.1416≤-0.08,0.4,-0.0437,0.9004,-0.1416
2024-01-11,2024-01-12,True,False,1,acct_dd=-0.1372≤-0.08,0.4,-0.0219,0.9927,-0.1372
2024-01-12,2024-01-15,True,False,1,acct_dd=-0.1446≤-0.08,0.4,-0.0202,0.952,-0.1446
2024-01-15,2024-01-16,True,False,1,acct_dd=-0.1444≤-0.08,0.4,-0.0181,0.8631,-0.1444
2024-01-16,2024-01-17,True,False,1,acct_dd=-0.1422≤-0.08,0.4,-0.0086,0.9745,-0.1422
2024-01-17,2024-01-18,True,False,1,acct_dd=-0.1486≤-0.08,0.4,-0.0315,0.909,-0.1486
2024-01-18,2024-01-19,True,False,1,acct_dd=-0.1430≤-0.08,0.4,-0.0069,1.2114,-0.143
2024-01-19,2024-01-22,True,False,1,acct_dd=-0.1428≤-0.08,0.4,-0.0183,0.9455,-0.1428
2024-01-22,2024-01-23,True,False,1,acct_dd=-0.1468≤-0.08,0.4,-0.0355,1.1188,-0.1468
2024-01-23,2024-01-24,True,False,1,acct_dd=-0.1460≤-0.08,0.4,-0.0345,0.9845,-0.146
2024-01-24,2024-01-25,True,False,1,acct_dd=-0.1399≤-0.08,0.4,-0.0143,1.0625,-0.1399
2024-01-25,2024-01-26,True,False,1,acct_dd=-0.1252≤-0.08,0.4,0.002,1.2111,-0.1252
2024-01-26,2024-01-29,True,False,1,acct_dd=-0.1256≤-0.08,0.4,-0.0236,1.1294,-0.1256
2024-01-29,2024-01-30,True,False,1,acct_dd=-0.1263≤-0.08,0.4,-0.0371,1.1003,-0.1263
2024-01-30,2024-01-31,True,False,1,acct_dd=-0.1364≤-0.08,0.4,-0.0417,0.9159,-0.1364
2024-01-31,2024-02-01,True,False,1,acct_dd=-0.1394≤-0.08,0.4,-0.0482,1.0449,-0.1394
2024-02-01,2024-02-02,True,False,1,acct_dd=-0.1391≤-0.08,0.4,-0.0386,0.9682,-0.1391
2024-02-02,2024-02-05,True,False,1,acct_dd=-0.1394≤-0.08,0.4,-0.0449,1.1051,-0.1394
2024-02-05,2024-02-06,True,False,1,acct_dd=-0.1304≤-0.08,0.4,-0.0261,1.1857,-0.1304
2024-02-06,2024-02-07,True,False,1,acct_dd=-0.1229≤-0.08,0.4,0.0058,1.2322,-0.1229
2024-02-07,2024-02-08,True,False,1,acct_dd=-0.1206≤-0.08,0.4,0.0203,1.3274,-0.1206
2024-02-08,2024-02-19,True,False,1,acct_dd=-0.1245≤-0.08,0.4,0.021,1.2903,-0.1245
2024-02-19,2024-02-20,True,False,1,acct_dd=-0.1128≤-0.08,0.4,0.0364,1.1931,-0.1128
2024-02-20,2024-02-21,True,False,1,acct_dd=-0.1134≤-0.08,0.4,0.0396,0.9764,-0.1134
2024-02-21,2024-02-22,True,False,1,acct_dd=-0.1053≤-0.08,0.4,0.0473,1.1884,-0.1053
2024-02-22,2024-02-23,True,False,1,acct_dd=-0.1063≤-0.08,0.4,0.0798,0.9863,-0.1063
2024-02-23,2024-02-26,True,False,1,acct_dd=-0.1060≤-0.08,0.4,0.0657,1.1015,-0.106
2024-02-26,2024-02-27,True,False,1,acct_dd=-0.1080≤-0.08,0.4,0.0561,1.1588,-0.108
2024-02-27,2024-02-28,True,False,1,acct_dd=-0.0995≤-0.08,0.4,0.0857,1.1518,-0.0995
2024-02-28,2024-02-29,True,False,1,acct_dd=-0.1078≤-0.08,0.4,0.0676,1.5159,-0.1078
2024-02-29,2024-03-01,True,False,1,acct_dd=-0.1023≤-0.08,0.4,0.0729,1.1592,-0.1023
2024-03-01,2024-03-04,True,False,1,acct_dd=-0.1036≤-0.08,0.4,0.0583,1.153,-0.1036
2024-03-04,2024-03-05,True,False,1,acct_dd=-0.1074≤-0.08,0.4,0.0621,1.159,-0.1074
2024-03-05,2024-03-06,True,False,1,acct_dd=-0.1029≤-0.08,0.4,0.0792,1.1335,-0.1029
2024-03-06,2024-03-07,True,False,1,acct_dd=-0.1071≤-0.08,0.4,0.0943,0.9757,-0.1071
2024-03-07,2024-03-08,True,False,1,acct_dd=-0.1120≤-0.08,0.4,0.0978,1.0148,-0.112
2024-03-08,2024-03-11,True,False,1,acct_dd=-0.1136≤-0.08,0.4,0.1017,0.8801,-0.1136
2024-03-11,2024-03-12,True,False,1,acct_dd=-0.1081≤-0.08,0.4,0.1288,1.0191,-0.1081
2024-03-12,2024-03-13,True,False,1,acct_dd=-0.1044≤-0.08,0.4,0.1241,1.1452,-0.1044
2024-03-13,2024-03-14,True,False,1,acct_dd=-0.1083≤-0.08,0.4,0.0787,1.0484,-0.1083
2024-03-14,2024-03-15,True,False,1,acct_dd=-0.1090≤-0.08,0.4,0.0654,1.0027,-0.109
2024-03-15,2024-03-18,True,False,1,acct_dd=-0.1102≤-0.08,0.4,0.0609,0.9471,-0.1102
2024-03-18,2024-03-19,True,False,1,acct_dd=-0.1059≤-0.08,0.4,0.0587,1.1273,-0.1059
2024-03-19,2024-03-20,True,False,1,acct_dd=-0.1129≤-0.08,0.4,0.0489,1.0526,-0.1129
2024-03-20,2024-03-21,True,False,1,acct_dd=-0.1130≤-0.08,0.4,0.0372,0.9743,-0.113
2024-03-21,2024-03-22,True,False,1,acct_dd=-0.1143≤-0.08,0.4,0.0271,1.0278,-0.1143
2024-03-22,2024-03-25,True,False,1,acct_dd=-0.1198≤-0.08,0.4,0.0158,1.0463,-0.1198
2024-03-25,2024-03-26,True,False,1,acct_dd=-0.1229≤-0.08,0.4,0.021,0.993,-0.1229
2024-03-26,2024-03-27,True,False,1,acct_dd=-0.1207≤-0.08,0.4,0.014,0.9116,-0.1207
2024-03-27,2024-03-28,True,False,1,acct_dd=-0.1260≤-0.08,0.4,0.0152,0.8675,-0.126
2024-03-28,2024-03-29,True,False,1,acct_dd=-0.1268≤-0.08,0.4,0.0014,0.9148,-0.1268
2024-03-29,2024-04-01,True,False,1,acct_dd=-0.1297≤-0.08,0.4,-0.0001,0.8504,-0.1297
2024-04-01,2024-04-02,True,False,1,acct_dd=-0.1211≤-0.08,0.4,0.0155,0.995,-0.1211
2024-04-02,2024-04-03,True,False,1,acct_dd=-0.1225≤-0.08,0.4,0.0043,0.9675,-0.1225
2024-04-03,2024-04-08,True,False,1,acct_dd=-0.1304≤-0.08,0.4,0.0047,0.9186,-0.1304
2024-04-08,2024-04-09,True,False,1,acct_dd=-0.1330≤-0.08,0.4,0.0019,0.9355,-0.133
2024-04-09,2024-04-10,True,False,2,turnover=0.802≤0.85; acct_dd=-0.1308≤-0.08,0.4,-0.0032,0.8019,-0.1308
2024-04-10,2024-04-11,True,False,2,turnover=0.847≤0.85; acct_dd=-0.1385≤-0.08,0.4,-0.0236,0.8473,-0.1385
