factor,rebalance_frequency,signal_time,execution_time,exit_execution_time,t_plus_1_execution,long_names,synthetic_short_names,missing_long_open_prices,missing_short_open_prices,long_turnover,synthetic_short_turnover,gross_long_return,gross_short_underlying_return,gross_synthetic_spread_return,BASE_7P5_10_net_long_return,BASE_7P5_10_net_synthetic_spread_return,CONSERVATIVE_15_25_net_long_return,CONSERVATIVE_15_25_net_synthetic_spread_return,CONSERVATIVE_15_50_net_long_return,CONSERVATIVE_15_50_net_synthetic_spread_return,EXTREME_30_100_net_long_return,EXTREME_30_100_net_synthetic_spread_return,EXTREME_50_100_net_long_return,EXTREME_50_100_net_synthetic_spread_return
volatility,DAILY,2025-08-25T15:30:00+08:00,2025-08-26T09:30:00+08:00,2025-08-27T09:30:00+08:00,True,82,82,0,1,0.1511627906976744,0.06976744186046524,0.006487312206298067,0.0074274155833379835,-0.0009401033770399169,0.0062227773225771365,-0.0013267312840166614,0.005882661043507369,-0.0018238243072724756,0.005504754066763182,-0.002376149888667825,0.004522195927228299,-0.0038121964002957327,0.0042198703458329505,-0.004254056865412012
volatility,DAILY,2025-08-26T15:30:00+08:00,2025-08-27T09:30:00+08:00,2025-08-28T09:30:00+08:00,True,84,84,1,1,0.17857142857142863,0.05952380952380954,-0.020820080596133345,-0.03203895573012852,0.011218875133995176,-0.021132580596133346,0.010802208467328508,-0.02153436631041906,0.010266494181614223,-0.02198079488184763,0.009671256086376128,-0.023141509167561917,0.00812363703875708,-0.023498652024704775,0.007647446562566603
volatility,DAILY,2025-08-27T15:30:00+08:00,2025-08-28T09:30:00+08:00,2025-08-29T09:30:00+08:00,True,85,85,0,0,0.10588235294117648,0.04705882352941174,0.003135086547640904,0.01814334124695001,-0.015008254699309106,0.0029497924299938453,-0.015275901758132635,0.002711557135876198,-0.015620019405191459,0.002446851253523257,-0.016002372346367928,0.0017586159594056097,-0.016996489993426754,0.0015468512535232568,-0.01730237234636793
volatility,DAILY,2025-08-28T15:30:00+08:00,2025-08-29T09:30:00+08:00,2025-09-01T09:30:00+08:00,True,85,85,5,3,0.07058823529411765,0.058823529411764705,0.003551738086046849,-0.002769181362333744,0.006320919448380593,0.003428208674282143,0.0060944488601452984,0.0032693851448703784,0.005803272389557064,0.0030929145566350844,0.005479742977792358,0.0026340910272233194,0.004638566507204122,0.002492914556635084,0.004379742977792357
volatility,DAILY,2025-08-29T15:30:00+08:00,2025-09-01T09:30:00+08:00,2025-09-02T09:30:00+08:00,True,85,85,9,3,0.0823529411764706,0.047058823529411764,0.005951531632243733,0.005932419857214679,1.911177502905443e-05,0.00580741398518491,-0.00020735881320623972,0.005622119867537851,-0.000498535283794475,0.005416237514596674,-0.0008220646955591811,0.004880943396949616,-0.0016632411661474166,0.004716237514596674,-0.001922064695559181
volatility,DAILY,2025-09-01T15:30:00+08:00,2025-09-02T09:30:00+08:00,2025-09-03T09:30:00+08:00,True,79,79,2,0,0.17647058823529416,0.12941176470588237,-0.004432945112672224,-0.029998116642459407,0.025565171529787184,-0.004741768642083989,0.025029877412140127,-0.005138827465613401,0.024341642118022477,-0.005580003936201635,0.023576936235669536,-0.006727062759731048,0.021588700941551887,-0.007080003936201636,0.020976936235669538
volatility,DAILY,2025-09-02T15:30:00+08:00,2025-09-03T09:30:00+08:00,2025-09-04T09:30:00+08:00,True,83,83,0,0,0.12048192771084344,0.12048192771084344,-0.014252952682526175,-0.02794315967703588,0.013690206994509705,-0.014463796056020151,0.013268520247521754,-0.01473488039336955,0.012726351572822958,-0.015036085212646658,0.012123941934268741,-0.01581921774276714,0.010557676874027776,-0.016060181598188828,0.010075749163184402
volatility,DAILY,2025-09-03T15:30:00+08:00,2025-09-04T09:30:00+08:00,2025-09-05T09:30:00+08:00,True,85,85,0,0,0.14117647058823532,0.05882352941176465,-0.0016745131502809436,-0.013910920323663312,0.012236407173382369,-0.0019215719738103554,0.011886407173382369,-0.002239219032633885,0.011436407173382368,-0.0025921602091044734,0.01093640717338237,-0.003509807267928003,0.009636407173382369,-0.0037921602091044735,0.00923640717338237
volatility,DAILY,2025-09-04T15:30:00+08:00,2025-09-05T09:30:00+08:00,2025-09-08T09:30:00+08:00,True,86,86,0,0,0.05813953488372092,0.046511627906976744,0.016315758723579047,0.02587523900809439,-0.009559480284515344,0.016214014537532535,-0.009742619819399065,0.016083200584044163,-0.009978084935678134,0.01593785174683486,-0.01023971284265488,0.015559944770090674,-0.010919945400794414,0.015443665700323234,-0.011129247726375809
volatility,DAILY,2025-09-05T15:30:00+08:00,2025-09-08T09:30:00+08:00,2025-09-09T09:30:00+08:00,True,86,86,0,0,0.09302325581395346,0.023255813953488372,0.01274242755732685,0.007632879868789743,0.005109547688537107,0.01257963685965243,0.004906059316444084,0.012370334534071036,0.00464443140946734,0.012137776394536153,0.004353733735048736,0.011533125231745454,0.0035979197815603635,0.011347078720117549,0.00336536164202548
volatility,DAILY,2025-09-08T15:30:00+08:00,2025-09-09T09:30:00+08:00,2025-09-10T09:30:00+08:00,True,83,83,0,0,0.13953488372093026,0.04651162790697685,-0.0007372736169180448,-0.010045420238542671,0.009308146621624627,-0.0009814596634296728,0.00898256522627579,-0.0012954131518017659,0.008563960575112998,-0.0016442503611040916,0.00809884429604323,-0.0025512271052901382,0.006889541970461834,-0.0028302968727319986,0.0065174489472060206
volatility,DAILY,2025-09-09T15:30:00+08:00,2025-09-10T09:30:00+08:00,2025-09-11T09:30:00+08:00,True,85,85,0,0,0.0941176470588235,0.05882352941176471,-0.003999533230317775,0.005059248947058286,-0.00905878217737606,-0.004164239112670716,-0.009326429236199588,-0.004376003818553069,-0.009670546883258413,-0.004611297936200127,-0.010052899824434884,-0.005223062642082481,-0.011047017471493706,-0.005411297936200127,-0.011352899824434883
volatility,DAILY,2025-09-10T15:30:00+08:00,2025-09-11T09:30:00+08:00,2025-09-12T09:30:00+08:00,True,84,84,0,0,0.02352941176470586,0.04705882352941174,0.008148293961147393,0.022964582606290706,-0.014816288645143312,0.008107117490559158,-0.014939818056908019,0.00805417631408857,-0.015098641586319782,0.007995352784676805,-0.015275112174555077,0.007842411608206217,-0.01573393570396684,0.0077953527846768055,-0.015875112174555076
volatility,DAILY,2025-09-11T15:30:00+08:00,2025-09-12T09:30:00+08:00,2025-09-15T09:30:00+08:00,True,86,86,6,3,0.058139534883720895,0.046511627906976716,-0.002234542850420755,-0.0036331451358414374,0.0013986022854206824,-0.0023362870364672665,0.0012154627505369616,-0.0024671009899556386,0.000979997634257892,-0.002612449827164941,0.0007183697272811479,-0.0029903568039091268,3.813716914161341e-05,-0.0031066358736765685,-0.00017116515643978173
volatility,DAILY,2025-09-12T15:30:00+08:00,2025-09-15T09:30:00+08:00,2025-09-16T09:30:00+08:00,True,85,85,4,3,0.05813953488372091,0.06976744186046507,0.0010383191491115142,0.0012002484896125917,-0.00016192934050107753,0.0009365749630650026,-0.00038576654980340306,0.0008057610095766305,-0.0006735572474778215,0.0006604121723673283,-0.0009933246893382866,0.0002825051956231423,-0.0018247200381754957,0.00016622612585570054,-0.002080533991663867
volatility,DAILY,2025-09-15T15:30:00+08:00,2025-09-16T09:30:00+08:00,2025-09-17T09:30:00+08:00,True,83,83,1,0,0.0941176470588235,0.12941176470588234,0.0020613953733066943,0.011033128368166873,-0.00897173299486018,0.0018966894909537531,-0.009362909465448415,0.0016849247850714002,-0.009865850641919003,0.0014496306674243414,-0.010424674171330767,0.0008378659615419887,-0.011877615347801357,0.0006496306674243419,-0.012324674171330768
volatility,DAILY,2025-09-16T15:30:00+08:00,2025-09-17T09:30:00+08:00,2025-09-18T09:30:00+08:00,True,83,83,1,0,0.07228915662650602,0.09638554216867472,0.004281152882785819,0.006875790796755103,-0.0025946379139692843,0.0041546468586894335,-0.0028898186368608507,0.003991996256279795,-0.0032693367091500072,0.0038112733647135298,-0.003691023456137959,0.003341393846641241,-0.0047874089983066335,0.003196815533388229,-0.005124758395896996
volatility,DAILY,2025-09-17T15:30:00+08:00,2025-09-18T09:30:00+08:00,2025-09-22T09:30:00+08:00,True,85,85,0,0,0.07058823529411762,0.0941176470588235,-0.013173042317226687,-0.01674015733698519,0.0035671150197585013,-0.013296571728991393,0.0032788797256408544,-0.013455395258403157,0.0029082914903467367,-0.013631865846638452,0.002496526784464384,-0.014090689376050215,0.0014259385491702664,-0.014231865846638452,0.0010965267844643845
volatility,DAILY,2025-09-18T15:30:00+08:00,2025-09-22T09:30:00+08:00,2025-09-23T09:30:00+08:00,True,81,81,0,0,0.09411764705882342,0.1529411764705881,-0.010945132286195943,0.008148355503118758,-0.019093487789314703,-0.011109838168548885,-0.019525840730491174,-0.011321602874431238,-0.02008172308343235,-0.011556896992078295,-0.02069937014225588,-0.012168661697960648,-0.022305252495197055,-0.012356896992078295,-0.022799370142255877
volatility,DAILY,2025-09-22T15:30:00+08:00,2025-09-23T09:30:00+08:00,2025-09-24T09:30:00+08:00,True,86,86,0,0,0.18604651162790717,0.13953488372093034,-0.008099693288927233,-0.010824747503191224,0.0027250542142639913,-0.00842527468427607,0.002155286772403526,-0.008843879335438861,0.0014227286328686412,-0.009308995614508628,0.0006087751444965473,-0.010518297940090026,-0.0015075039252708967,-0.01089039096334584,-0.002158666715968571
volatility,DAILY,2025-09-23T15:30:00+08:00,2025-09-24T09:30:00+08:00,2025-09-25T09:30:00+08:00,True,86,86,0,1,0.03488372093023256,0.03488372093023256,0.01526702110910708,0.013839697735931706,0.0014273233731753737,0.015205974597479173,0.0013052303499195598,0.01512748622538615,0.0011482536057335134,0.015040276923060567,0.0009738350010823505,0.014813532737014056,0.0005203466289893272,0.014743765295153591,0.0003808117452683971
volatility,DAILY,2025-09-24T15:30:00+08:00,2025-09-25T09:30:00+08:00,2025-09-29T09:30:00+08:00,True,85,85,0,1,0.10465116279069756,0.08139534883720925,-0.002039311395460053,-0.019726280423413352,0.0176869690279533,-0.0022224509303437738,0.017361387632604464,-0.0024579160466228433,0.01694278298144167,-0.002719543953599587,0.016477666702371906,-0.0033997765117391213,0.015268364376790512,-0.0036090788373205162,0.014896271353534697
volatility,DAILY,2025-09-25T15:30:00+08:00,2025-09-29T09:30:00+08:00,2025-09-30T09:30:00+08:00,True,86,86,2,2,0.09302325581395336,0.10465116279069754,0.005374864602724897,0.008608933222681369,-0.003234068619956472,0.005212073905050478,-0.003579998852514611,0.0050027715794690834,-0.0040247662943750755,0.0047702134399342,-0.004518952340886703,0.004165562277143503,-0.005803836061816934,0.0039795157655155965,-0.006199184899026235
volatility,DAILY,2025-09-29T15:30:00+08:00,2025-09-30T09:30:00+08:00,2025-10-09T09:30:00+08:00,True,86,86,1,2,0.10465116279069764,0.11627906976744182,0.003105944405832607,0.01194333123106536,-0.008837386825232753,0.002922804870948886,-0.009224014732209497,0.002687339754669816,-0.009721107755465312,0.002425711847693072,-0.01027343333686066,0.0017454792895535375,-0.011709479848488566,0.0015361769639721423,-0.012151340313604844
volatility,DAILY,2025-09-30T15:30:00+08:00,2025-10-09T09:30:00+08:00,2025-10-10T09:30:00+08:00,True,85,85,0,0,0.08139534883720928,0.05813953488372081,0.003423128502334719,-0.0022186095794487584,0.005641738081783478,0.0032806866418696027,0.0053975520352718504,0.003097547106985882,0.005083598546899757,0.002894058734892859,0.004734761337597432,0.0023649889674509984,0.0038277845934113867,0.00220219826977658,0.0035487148259695264
volatility,DAILY,2025-10-09T15:30:00+08:00,2025-10-10T09:30:00+08:00,2025-11-10T09:30:00+08:00,True,86,86,0,1,0.09302325581395338,0.046511627906976744,0.04569763096365489,-0.020543490976983183,0.06624112194063807,0.04553484026598047,0.06599693589412645,0.04532553794039908,0.06568298240575435,0.04509297980086419,0.06533414519645202,0.04448832863807349,0.06442716845226598,0.04430228212644559,0.06414809868482411
volatility,DAILY,2025-10-10T15:30:00+08:00,2025-11-10T09:30:00+08:00,2025-11-11T09:30:00+08:00,True,84,84,1,0,0.09302325581395335,0.046511627906976716,0.010458038171060639,0.003203218797291271,0.007254819373769368,0.010295247473386221,0.0070106333272577405,0.010085945147804826,0.006696679838885647,0.009853387008269942,0.006347842629583322,0.009248735845479245,0.005440865885397277,0.00906268933385134,0.005161796117955417
volatility,DAILY,2025-11-10T15:30:00+08:00,2025-11-11T09:30:00+08:00,2025-11-12T09:30:00+08:00,True,85,85,1,0,0.47058823529411703,0.6705882352941164,0.0022060062320541666,-0.0033094695424403927,0.005515475774494559,0.001382476820289462,0.0035184169509651507,0.00032365329087769837,0.0009507698921416251,-0.0008528172973575943,-0.001902171284328959,-0.003911640826769355,-0.009319818343152477,-0.004852817297357589,-0.011602171284328942
volatility,DAILY,2025-11-11T15:30:00+08:00,2025-11-12T09:30:00+08:00,2025-11-13T09:30:00+08:00,True,82,82,0,0,0.10588235294117646,0.10588235294117643,-0.0020374779668490455,-0.005782225843302277,0.0037447478764532317,-0.002222772084496104,0.0033741596411591144,-0.0024610073786137513,0.00289768905292382,-0.0027257132609666925,0.0023682772882179376,-0.0034139485550843396,0.000991806699982644,-0.0036257132609666923,0.0005682772882179385
volatility,DAILY,2025-11-12T15:30:00+08:00,2025-11-13T09:30:00+08:00,2025-12-09T09:30:00+08:00,True,86,86,0,0,0.09302325581395356,0.1279069767441861,-0.014108371443501088,-0.03426715601751416,0.02015878457401307,-0.014271162141175507,0.019772156667036325,-0.014480464466756902,0.01927506364378051,-0.014713022606291787,0.018722738062385162,-0.015317673769082484,0.017286691550757252,-0.015503720280710391,0.016844831085640975
volatility,DAILY,2025-11-13T15:30:00+08:00,2025-12-09T09:30:00+08:00,2025-12-10T09:30:00+08:00,True,85,85,0,1,0.046511627906976744,0.05813953488372085,-0.006699777567740978,-0.0050479417500199,-0.0016518358177210783,-0.006781172916578188,-0.001834975352604799,-0.006885824079368885,-0.0020704404688838686,-0.0070021031491363265,-0.0023320683758606127,-0.007304428730531676,-0.003012300934000147,-0.0073974519863456295,-0.003221603259581542
volatility,DAILY,2025-12-09T15:30:00+08:00,2025-12-10T09:30:00+08:00,2025-12-11T09:30:00+08:00,True,85,85,0,0,0.4941176470588229,0.5058823529411758,0.003682518851851603,0.009033836196787248,-0.0053513173449356456,0.0028178129694986626,-0.007101317344935644,0.001706048263616311,-0.00935131734493564,0.0004707541459692539,-0.011851317344935637,-0.002741010559913095,-0.018351317344935628,-0.0037292458540307406,-0.020351317344935622
volatility,DAILY,2025-12-10T15:30:00+08:00,2025-12-11T09:30:00+08:00,2025-12-12T09:30:00+08:00,True,84,84,0,0,0.07058823529411762,0.07058823529411762,-0.011617984282167364,-0.027242659141342333,0.015624674859174969,-0.01174151369393207,0.015377616035645558,-0.011900337223343833,0.015059968976822028,-0.012076807811579129,0.014707027800351439,-0.012535631340990894,0.01378938074152791,-0.012676807811579129,0.013507027800351441
volatility,DAILY,2025-12-11T15:30:00+08:00,2025-12-12T09:30:00+08:00,2025-12-15T09:30:00+08:00,True,81,81,1,0,0.09523809523809518,0.13095238095238082,0.000957222549074227,0.002254928615828725,-0.001297706066754498,0.0007905558824075605,-0.001693539400087831,0.0005762701681218463,-0.002202467971516402,0.00033817493002660836,-0.002767944161992592,-0.0002808726890210103,-0.0042381822572306865,-0.00047134887949720067,-0.004690563209611638
volatility,DAILY,2025-12-12T15:30:00+08:00,2025-12-15T09:30:00+08:00,2025-12-17T09:30:00+08:00,True,86,86,2,0,0.1511627906976746,0.17441860465116296,-0.007186090085459456,-0.02197698021506493,0.014790890129605475,-0.007450624969180387,0.01422112268774501,-0.007790741248250155,0.013488564548210125,-0.008168648224994341,0.012674611059838031,-0.009151206364529227,0.010558331990070585,-0.009453531945924576,0.009907169199372911
volatility,DAILY,2025-12-15T15:30:00+08:00,2025-12-17T09:30:00+08:00,2025-12-18T09:30:00+08:00,True,86,86,0,0,0.11627906976744182,0.0697674418604651,0.005825308896775823,-0.006852255631354889,0.012677564528130712,0.0056218205246828,0.012351983132781874,0.005360192617706056,0.011933378481619085,0.0050694949432874515,0.011468262202549316,0.00431368098979908,0.010258959876967922,0.004081122850264196,0.009886866853712107
volatility,DAILY,2025-12-17T15:30:00+08:00,2025-12-18T09:30:00+08:00,2026-01-22T09:30:00+08:00,True,86,86,3,7,0.10465116279069764,0.08139534883720928,0.09777399221886279,0.15763434271101956,-0.059860350492156766,0.09759085268397907,-0.0601859318875056,0.0973553875677,-0.060604536538668395,0.09709375966072326,-0.061069652817738164,0.09641352710258372,-0.062278955143319555,0.09620422477700233,-0.06265104816657537
volatility,DAILY,2025-12-18T15:30:00+08:00,2026-01-22T09:30:00+08:00,2026-01-23T09:30:00+08:00,True,85,85,3,6,0.023255813953488372,0.046511627906976744,0.0049432024164207744,0.0264333657282971,-0.021490163311876326,0.00490250474200217,-0.02161225633513214,0.004850179160606821,-0.021769233079318186,0.0047920396257231,-0.02194365168396935,0.004640876835025426,-0.022397140056062373,0.004594365207118449,-0.022536674939783303
volatility,DAILY,2026-01-22T15:30:00+08:00,2026-01-23T09:30:00+08:00,2026-01-26T09:30:00+08:00,True,83,83,0,0,0.5294117647058832,0.5176470588235303,0.005167098812495248,0.02500158594801633,-0.01983448713552108,0.004240628224259952,-0.02166684007669755,0.003049451753671715,-0.02402272242963873,0.001725922341907007,-0.026640369488462268,-0.0017152541286812343,-0.03344625184140346,-0.002774077658093,-0.03554036948846229
volatility,DAILY,2026-01-23T15:30:00+08:00,2026-01-26T09:30:00+08:00,2026-01-27T09:30:00+08:00,True,87,87,0,0,0.05747126436781604,0.09195402298850563,0.0007454141743054671,-0.02679665635574556,0.027542070530051026,0.000644839461661789,0.027280576277177462,0.0005155291168342029,0.02694436938062574,0.0003718509559146628,0.026570806162234936,-1.7122624761414752e-06,0.025599541794418843,-0.0001166547912117735,0.0253006912197062
volatility,DAILY,2026-01-26T15:30:00+08:00,2026-01-27T09:30:00+08:00,2026-01-28T09:30:00+08:00,True,86,86,0,0,0.10344827586206899,0.04597701149425287,-0.0067897626650280886,0.01627921936033521,-0.0230689820253633,-0.006970797147786709,-0.023330476278236863,-0.0072035557684763645,-0.023666683174788587,-0.007462176458131537,-0.024040246393179393,-0.008134590251234985,-0.025011510760995486,-0.008341486802959123,-0.025310361335708128
volatility,DAILY,2026-01-27T15:30:00+08:00,2026-01-28T09:30:00+08:00,2026-01-29T09:30:00+08:00,True,85,85,0,0,0.03488372093023256,0.046511627906976744,-0.0007557060877127702,-0.014195636336752334,0.013439930249039564,-0.0008167525993406771,0.013297488388574448,-0.0008952409714337005,0.013114348853690727,-0.000982450273759282,0.012910860481597704,-0.0012091944598057935,0.012381790714155842,-0.0012789619016662585,0.012219000016481425
volatility,DAILY,2026-01-28T15:30:00+08:00,2026-01-29T09:30:00+08:00,2026-01-30T09:30:00+08:00,True,86,86,0,0,0.046511627906976744,0.03488372093023256,0.008320136007092537,-0.01427999867547446,0.022600134682566997,0.008238740658255328,0.02245769282210188,0.00813408949546463,0.022274553287218158,0.008017810425697188,0.022071064915125137,0.007715484844301839,0.021541995147683277,0.007622461588487886,0.02137920445000886
volatility,DAILY,2026-01-29T15:30:00+08:00,2026-01-30T09:30:00+08:00,2026-02-02T09:30:00+08:00,True,86,86,0,0,0.10465116279069764,0.046511627906976744,-0.005675031561027465,-0.012979203201068639,0.0073041716400411745,-0.005858171095911186,0.0070396367563202444,-0.006093636212190255,0.006699520477250477,-0.006355264119166999,0.006321613500506291,-0.007035496677306534,0.005339055360971408,-0.007244799002887929,0.005036729779576058
volatility,DAILY,2026-01-30T15:30:00+08:00,2026-02-02T09:30:00+08:00,2026-02-03T09:30:00+08:00,True,86,86,1,1,0.0697674418604651,0.011627906976744186,-0.010838894735112037,0.00818434406972468,-0.019023238804836716,-0.010960987758367851,-0.019165680665301832,-0.011117964502553897,-0.01934882020018555,-0.01129238310720506,-0.019552308572278576,-0.011745871479298084,-0.020081378339720436,-0.011885406363019014,-0.020244169037394854
volatility,DAILY,2026-02-02T15:30:00+08:00,2026-02-03T09:30:00+08:00,2026-02-04T09:30:00+08:00,True,86,86,0,1,0.0697674418604651,0.0697674418604651,0.007187188180297731,0.024727429658013878,-0.017540241477716146,0.007065095157041917,-0.017784427524227774,0.006908118412855871,-0.018098381012599866,0.006733699808204708,-0.018447218221902192,0.006280211436111685,-0.01935419496608824,0.006140676552390755,-0.0196332647335301
volatility,DAILY,2026-02-03T15:30:00+08:00,2026-02-04T09:30:00+08:00,2026-02-05T09:30:00+08:00,True,86,86,0,0,0.046511627906976744,0.03488372093023256,0.012540087548024268,-0.00699236796145585,0.01953245550948012,0.01245869219918706,0.019390013649015003,0.012354041036396361,0.01920687411413128,0.012237761966628919,0.01900338574203826,0.011935436385233571,0.018474315974596398,0.011842413129419617,0.01831152527692198
volatility,DAILY,2026-02-04T15:30:00+08:00,2026-02-05T09:30:00+08:00,2026-02-06T09:30:00+08:00,True,86,86,0,0,0.011627906976744186,0.046511627906976744,-0.004179664301679161,-0.015129768109722969,0.010950103808043808,-0.004200013138888464,0.010848359621997296,-0.004226175929586138,0.010717545668508924,-0.004255245697027998,0.010572196831299622,-0.004330827092376836,0.010194289854555436,-0.004354082906330324,0.010078010784787993
volatility,DAILY,2026-02-05T15:30:00+08:00,2026-02-06T09:30:00+08:00,2026-02-09T09:30:00+08:00,True,87,87,2,0,0.04597701149425287,0.05747126436781609,0.010976564329788406,0.03041222993496118,-0.019435665605172774,0.010896104559673464,-0.019616700087931396,0.010792656283811394,-0.01984945870862105,0.010677713755075762,-0.020108079398276222,0.010378863180363119,-0.02078049319137967,0.010286909157374614,-0.02098738974310381
volatility,DAILY,2026-02-06T15:30:00+08:00,2026-02-09T09:30:00+08:00,2026-02-10T09:30:00+08:00,True,87,87,2,0,0.022988505747126436,0.08045977011494251,0.0074408218616211635,0.0033955841763938766,0.0040452376852272865,0.0074005919765636925,0.003864203202468666,0.0073488678386326575,0.0036314445817790105,0.007291396574264842,0.0033728238921238384,0.00714197128690852,0.0027004100990203903,0.007095994275414267,0.0024935135472962523
volatility,DAILY,2026-02-09T15:30:00+08:00,2026-02-10T09:30:00+08:00,2026-02-13T09:30:00+08:00,True,86,86,0,0,0.05747126436781608,0.10344827586206905,-0.0060694815704001644,-0.005772849381944392,-0.0002966321884557725,-0.006170056283043843,-0.0005782413838580715,-0.006299366627871429,-0.000940310349375313,-0.006443044788790969,-0.001342609199950026,-0.0068166080071817734,-0.0023885862114442795,-0.006931550535917406,-0.0027104252919040494
volatility,DAILY,2026-02-10T15:30:00+08:00,2026-02-13T09:30:00+08:00,2026-02-24T09:30:00+08:00,True,86,86,0,0,0.08139534883720928,0.05813953488372092,-0.003170626782351914,0.003979926476997562,-0.007150553259349476,-0.0033130686428170303,-0.007394739305861105,-0.003496208177700751,-0.007708692794233197,-0.0036996965497937745,-0.008057530003535523,-0.004228766317235635,-0.00896450674772157,-0.004391557014910053,-0.00924357651516343
