signal_date,execution_date,market_risk_regime,opportunity_structure,target_total_exposure,core_budget,attack_budget,balanced_budget,defensive_budget,health_scores
2025-09-18,2025-09-19,NEUTRAL,NARROW_MOMENTUM,0.55,0.3019,0.0823,0.0549,0.111,"{""core"": 49.2, ""attack"": 49.1, ""balanced"": 49.2, ""defensive"": 50.2}"
2025-09-19,2025-09-22,NEUTRAL,NO_EDGE,0.55,0.105,0.0,0.0787,0.3663,"{""core"": 49.9, ""attack"": 49.9, ""balanced"": 49.9, ""defensive"": 50.5}"
2025-09-22,2025-09-23,NEUTRAL,NARROW_MOMENTUM,0.55,0.3021,0.0823,0.0549,0.1107,"{""core"": 49.7, ""attack"": 49.6, ""balanced"": 49.7, ""defensive"": 50.4}"
2025-09-23,2025-09-24,NEUTRAL,NO_EDGE,0.55,0.1035,0.0,0.0776,0.369,"{""core"": 49.9, ""attack"": 49.9, ""balanced"": 49.9, ""defensive"": 50.5}"
2025-09-24,2025-09-25,NEUTRAL,NARROW_MOMENTUM,0.55,0.3021,0.0824,0.0549,0.1106,"{""core"": 49.7, ""attack"": 49.7, ""balanced"": 49.7, ""defensive"": 50.4}"
2025-09-25,2025-09-26,NEUTRAL,NO_EDGE,0.55,0.1048,0.0,0.0786,0.3666,"{""core"": 49.2, ""attack"": 49.1, ""balanced"": 49.2, ""defensive"": 50.3}"
2025-09-26,2025-09-29,NEUTRAL,NARROW_MOMENTUM,0.55,0.302,0.0823,0.0549,0.1107,"{""core"": 49.6, ""attack"": 49.6, ""balanced"": 49.6, ""defensive"": 50.5}"
2025-09-29,2025-09-30,NEUTRAL,NARROW_MOMENTUM,0.55,0.302,0.0823,0.0549,0.1107,"{""core"": 49.6, ""attack"": 49.5, ""balanced"": 49.6, ""defensive"": 50.4}"
2025-09-30,2025-10-09,NEUTRAL,NARROW_MOMENTUM,0.55,0.302,0.0823,0.0549,0.1107,"{""core"": 49.6, ""attack"": 49.5, ""balanced"": 49.6, ""defensive"": 50.4}"
2025-10-09,2025-10-10,NEUTRAL,NARROW_MOMENTUM,0.55,0.302,0.0823,0.0549,0.1107,"{""core"": 49.6, ""attack"": 49.5, ""balanced"": 49.6, ""defensive"": 50.4}"
2025-10-10,2025-10-13,NEUTRAL,NARROW_MOMENTUM,0.55,0.3011,0.082,0.0547,0.1122,"{""core"": 49.1, ""attack"": 48.9, ""balanced"": 49.1, ""defensive"": 51.5}"
2025-10-13,2025-10-14,NEUTRAL,NARROW_MOMENTUM,0.55,0.301,0.082,0.0547,0.1124,"{""core"": 48.7, ""attack"": 48.6, ""balanced"": 48.7, ""defensive"": 51.3}"
2025-10-14,2025-10-15,NEUTRAL,NO_EDGE,0.55,0.1042,0.0,0.0782,0.3676,"{""core"": 49.3, ""attack"": 49.2, ""balanced"": 49.3, ""defensive"": 51.7}"
2025-10-15,2025-10-16,NEUTRAL,NO_EDGE,0.55,0.1037,0.0,0.0777,0.3686,"{""core"": 50.4, ""attack"": 50.2, ""balanced"": 50.4, ""defensive"": 52.0}"
2025-10-16,2025-10-17,NEUTRAL,NARROW_MOMENTUM,0.55,0.3015,0.0822,0.0548,0.1115,"{""core"": 48.0, ""attack"": 48.0, ""balanced"": 48.0, ""defensive"": 49.7}"
2025-10-17,2025-10-20,NEUTRAL,NO_EDGE,0.55,0.1037,0.0,0.0778,0.3685,"{""core"": 48.4, ""attack"": 48.3, ""balanced"": 48.4, ""defensive"": 49.9}"
2025-10-20,2025-10-21,NEUTRAL,NARROW_MOMENTUM,0.55,0.3014,0.0822,0.0548,0.1116,"{""core"": 48.1, ""attack"": 48.0, ""balanced"": 48.1, ""defensive"": 49.9}"
2025-10-21,2025-10-22,NEUTRAL,NO_EDGE,0.55,0.1042,0.0,0.0781,0.3677,"{""core"": 48.3, ""attack"": 48.3, ""balanced"": 48.3, ""defensive"": 50.1}"
2025-10-22,2025-10-23,RISK_OFF,NO_EDGE,0.35,0.0659,0.0,0.0494,0.2346,"{""core"": 48.4, ""attack"": 48.3, ""balanced"": 48.4, ""defensive"": 50.1}"
2025-10-23,2025-10-24,RISK_OFF,NO_EDGE,0.35,0.0663,0.0,0.0498,0.2339,"{""core"": 48.3, ""attack"": 48.1, ""balanced"": 48.3, ""defensive"": 49.9}"
2025-10-24,2025-10-27,NEUTRAL,NO_EDGE,0.55,0.1027,0.0,0.077,0.3703,"{""core"": 47.2, ""attack"": 47.1, ""balanced"": 47.2, ""defensive"": 50.1}"
2025-10-27,2025-10-28,NEUTRAL,NO_EDGE,0.55,0.1033,0.0,0.0775,0.3693,"{""core"": 47.2, ""attack"": 47.0, ""balanced"": 47.2, ""defensive"": 50.9}"
2025-10-28,2025-10-29,NEUTRAL,NO_EDGE,0.55,0.103,0.0,0.0772,0.3698,"{""core"": 47.2, ""attack"": 47.2, ""balanced"": 47.2, ""defensive"": 50.8}"
2025-10-29,2025-10-30,NEUTRAL,NARROW_MOMENTUM,0.55,0.3004,0.0819,0.0546,0.1131,"{""core"": 46.9, ""attack"": 46.9, ""balanced"": 46.9, ""defensive"": 50.4}"
2025-10-30,2025-10-31,NEUTRAL,NARROW_MOMENTUM,0.55,0.3006,0.0819,0.0547,0.1128,"{""core"": 46.8, ""attack"": 46.8, ""balanced"": 46.8, ""defensive"": 50.0}"
2025-10-31,2025-11-03,NEUTRAL,NARROW_MOMENTUM,0.55,0.2949,0.0835,0.0536,0.118,"{""core"": 47.1, ""attack"": 46.9, ""balanced"": 47.1, ""defensive"": 50.1}"
2025-11-03,2025-11-04,NEUTRAL,NO_EDGE,0.55,0.1038,0.0,0.0778,0.3684,"{""core"": 47.2, ""attack"": 47.0, ""balanced"": 47.2, ""defensive"": 49.6}"
2025-11-04,2025-11-05,NEUTRAL,NO_EDGE,0.55,0.1038,0.0,0.0778,0.3684,"{""core"": 47.2, ""attack"": 47.0, ""balanced"": 47.2, ""defensive"": 49.6}"
2025-11-05,2025-11-06,NEUTRAL,NO_EDGE,0.55,0.1043,0.0,0.0782,0.3675,"{""core"": 47.2, ""attack"": 47.0, ""balanced"": 47.2, ""defensive"": 49.6}"
2025-11-06,2025-11-07,NEUTRAL,NO_EDGE,0.55,0.1038,0.0,0.0778,0.3684,"{""core"": 47.2, ""attack"": 47.0, ""balanced"": 47.2, ""defensive"": 49.6}"
2025-11-07,2025-11-10,NEUTRAL,NO_EDGE,0.55,0.1028,0.0,0.0771,0.3701,"{""core"": 46.3, ""attack"": 46.6, ""balanced"": 46.3, ""defensive"": 49.1}"
2025-11-10,2025-11-11,NEUTRAL,NO_EDGE,0.55,0.1031,0.0,0.0773,0.3696,"{""core"": 46.7, ""attack"": 46.9, ""balanced"": 46.7, ""defensive"": 49.0}"
2025-11-11,2025-11-12,NEUTRAL,NO_EDGE,0.55,0.1031,0.0,0.0774,0.3695,"{""core"": 46.3, ""attack"": 46.6, ""balanced"": 46.3, ""defensive"": 48.6}"
2025-11-12,2025-11-13,NEUTRAL,NO_EDGE,0.55,0.1039,0.0,0.0779,0.3683,"{""core"": 46.6, ""attack"": 46.3, ""balanced"": 46.6, ""defensive"": 48.8}"
2025-11-13,2025-11-14,NEUTRAL,NO_EDGE,0.55,0.1049,0.0,0.0787,0.3664,"{""core"": 47.4, ""attack"": 46.4, ""balanced"": 47.4, ""defensive"": 48.9}"
2025-11-14,2025-11-17,NEUTRAL,NO_EDGE,0.55,0.1065,0.0,0.0799,0.3636,"{""core"": 49.2, ""attack"": 46.7, ""balanced"": 49.2, ""defensive"": 48.4}"
2025-11-17,2025-11-18,NEUTRAL,NO_EDGE,0.55,0.1034,0.0,0.0775,0.3691,"{""core"": 46.5, ""attack"": 46.2, ""balanced"": 46.5, ""defensive"": 48.4}"
2025-11-18,2025-11-19,NEUTRAL,NO_EDGE,0.55,0.1044,0.0,0.0783,0.3673,"{""core"": 46.5, ""attack"": 46.3, ""balanced"": 46.5, ""defensive"": 48.6}"
2025-11-19,2025-11-20,NEUTRAL,NO_EDGE,0.55,0.1045,0.0,0.0784,0.3671,"{""core"": 46.5, ""attack"": 46.1, ""balanced"": 46.5, ""defensive"": 48.5}"
2025-11-20,2025-11-21,NEUTRAL,NO_EDGE,0.55,0.1041,0.0,0.0781,0.3678,"{""core"": 46.5, ""attack"": 46.1, ""balanced"": 46.5, ""defensive"": 48.3}"
2025-11-21,2025-11-24,NEUTRAL,NO_EDGE,0.55,0.1031,0.0,0.0773,0.3696,"{""core"": 45.8, ""attack"": 45.4, ""balanced"": 45.8, ""defensive"": 48.1}"
2025-11-24,2025-11-25,NEUTRAL,NO_EDGE,0.55,0.1035,0.0,0.0776,0.3689,"{""core"": 46.0, ""attack"": 45.5, ""balanced"": 46.0, ""defensive"": 48.7}"
2025-11-25,2025-11-26,NEUTRAL,NO_EDGE,0.55,0.1036,0.0,0.0777,0.3687,"{""core"": 46.2, ""attack"": 45.5, ""balanced"": 46.2, ""defensive"": 48.8}"
2025-11-26,2025-11-27,NEUTRAL,NO_EDGE,0.55,0.1039,0.0,0.0779,0.3683,"{""core"": 46.0, ""attack"": 45.3, ""balanced"": 46.0, ""defensive"": 48.8}"
2025-11-27,2025-11-28,NEUTRAL,NO_EDGE,0.55,0.1033,0.0,0.0775,0.3692,"{""core"": 45.8, ""attack"": 45.6, ""balanced"": 45.8, ""defensive"": 48.8}"
2025-11-28,2025-12-01,NEUTRAL,NARROW_MOMENTUM,0.55,0.301,0.0817,0.0547,0.1126,"{""core"": 45.6, ""attack"": 45.1, ""balanced"": 45.6, ""defensive"": 48.3}"
2025-12-01,2025-12-02,NEUTRAL,NO_EDGE,0.55,0.1041,0.0,0.0781,0.3678,"{""core"": 45.8, ""attack"": 45.4, ""balanced"": 45.8, ""defensive"": 48.1}"
2025-12-02,2025-12-03,NEUTRAL,NO_EDGE,0.55,0.1021,0.0,0.0766,0.3713,"{""core"": 45.9, ""attack"": 45.2, ""balanced"": 45.9, ""defensive"": 48.4}"
2025-12-03,2025-12-04,NEUTRAL,NO_EDGE,0.55,0.1048,0.0,0.0786,0.3666,"{""core"": 46.1, ""attack"": 45.4, ""balanced"": 46.1, ""defensive"": 48.0}"
2025-12-04,2025-12-05,NEUTRAL,NO_EDGE,0.55,0.104,0.0,0.078,0.3679,"{""core"": 46.1, ""attack"": 45.4, ""balanced"": 46.1, ""defensive"": 48.1}"
2025-12-05,2025-12-08,NEUTRAL,NO_EDGE,0.55,0.1045,0.0,0.0783,0.3672,"{""core"": 45.8, ""attack"": 45.6, ""balanced"": 45.8, ""defensive"": 47.7}"
2025-12-08,2025-12-09,RISK_ON,NO_EDGE,0.7,0.1322,0.0,0.0992,0.4686,"{""core"": 45.8, ""attack"": 45.8, ""balanced"": 45.8, ""defensive"": 48.0}"
2025-12-09,2025-12-10,NEUTRAL,NARROW_MOMENTUM,0.55,0.3005,0.082,0.0546,0.1128,"{""core"": 45.2, ""attack"": 45.3, ""balanced"": 45.2, ""defensive"": 48.3}"
2025-12-10,2025-12-11,NEUTRAL,NO_EDGE,0.55,0.1047,0.0,0.0785,0.3667,"{""core"": 45.8, ""attack"": 45.0, ""balanced"": 45.8, ""defensive"": 48.0}"
2025-12-11,2025-12-12,NEUTRAL,NO_EDGE,0.55,0.1041,0.0,0.078,0.3679,"{""core"": 45.7, ""attack"": 45.9, ""balanced"": 45.7, ""defensive"": 48.3}"
2025-12-12,2025-12-15,RISK_ON,NO_EDGE,0.7,0.1319,0.0,0.0989,0.4692,"{""core"": 45.7, ""attack"": 45.8, ""balanced"": 45.7, ""defensive"": 48.2}"
2025-12-15,2025-12-16,NEUTRAL,NO_EDGE,0.55,0.1041,0.0,0.0781,0.3678,"{""core"": 45.7, ""attack"": 45.5, ""balanced"": 45.7, ""defensive"": 47.5}"
2025-12-16,2025-12-17,NEUTRAL,NO_EDGE,0.55,0.1028,0.0,0.0771,0.37,"{""core"": 45.7, ""attack"": 46.1, ""balanced"": 45.7, ""defensive"": 48.4}"
2025-12-17,2025-12-18,NEUTRAL,NARROW_MOMENTUM,0.55,0.3004,0.0822,0.0546,0.1128,"{""core"": 45.1, ""attack"": 45.4, ""balanced"": 45.1, ""defensive"": 48.2}"
2025-12-18,2025-12-19,NEUTRAL,NO_EDGE,0.55,0.104,0.0,0.078,0.368,"{""core"": 45.5, ""attack"": 45.8, ""balanced"": 45.5, ""defensive"": 48.6}"
2025-12-19,2025-12-22,NEUTRAL,NO_EDGE,0.55,0.1023,0.0,0.0768,0.3709,"{""core"": 44.7, ""attack"": 48.6, ""balanced"": 44.7, ""defensive"": 48.1}"
2025-12-22,2025-12-23,NEUTRAL,NARROW_MOMENTUM,0.55,0.2989,0.0847,0.0543,0.1121,"{""core"": 44.5, ""attack"": 48.2, ""balanced"": 44.5, ""defensive"": 47.4}"
2025-12-23,2025-12-24,NEUTRAL,NARROW_MOMENTUM,0.55,0.2989,0.0847,0.0543,0.1121,"{""core"": 44.8, ""attack"": 48.4, ""balanced"": 44.8, ""defensive"": 47.7}"
2025-12-24,2025-12-25,NEUTRAL,NO_EDGE,0.55,0.1039,0.0,0.0779,0.3682,"{""core"": 45.0, ""attack"": 48.6, ""balanced"": 45.0, ""defensive"": 47.6}"
2025-12-25,2025-12-26,NEUTRAL,NO_EDGE,0.55,0.1042,0.0,0.0781,0.3677,"{""core"": 44.8, ""attack"": 48.9, ""balanced"": 44.8, ""defensive"": 47.8}"
2025-12-26,2025-12-29,NEUTRAL,NARROW_MOMENTUM,0.55,0.2989,0.0847,0.0543,0.1121,"{""core"": 44.6, ""attack"": 48.2, ""balanced"": 44.6, ""defensive"": 47.5}"
2025-12-29,2025-12-30,RISK_ON,NO_EDGE,0.7,0.132,0.0,0.099,0.4689,"{""core"": 45.3, ""attack"": 48.9, ""balanced"": 45.3, ""defensive"": 47.6}"
2025-12-30,2025-12-31,RISK_ON,NO_EDGE,0.7,0.1318,0.0,0.0989,0.4693,"{""core"": 45.3, ""attack"": 49.0, ""balanced"": 45.3, ""defensive"": 47.8}"
2025-12-31,2026-01-05,NEUTRAL,NO_EDGE,0.55,0.1036,0.0,0.0777,0.3688,"{""core"": 45.3, ""attack"": 48.7, ""balanced"": 45.3, ""defensive"": 47.8}"
2026-01-05,2026-01-06,BROAD_RISK_ON,NO_EDGE,0.78,0.1454,0.0,0.1091,0.5255,"{""core"": 45.0, ""attack"": 49.0, ""balanced"": 45.0, ""defensive"": 48.1}"
2026-01-06,2026-01-07,RISK_ON,NO_EDGE,0.7,0.1296,0.0,0.0972,0.4731,"{""core"": 44.8, ""attack"": 49.4, ""balanced"": 44.8, ""defensive"": 49.8}"
2026-01-07,2026-01-08,BROAD_RISK_ON,NO_EDGE,0.78,0.145,0.0,0.1088,0.5262,"{""core"": 45.0, ""attack"": 49.5, ""balanced"": 45.0, ""defensive"": 49.4}"
2026-01-08,2026-01-09,NEUTRAL,NARROW_MOMENTUM,0.55,0.2981,0.0845,0.0542,0.1132,"{""core"": 44.9, ""attack"": 48.7, ""balanced"": 44.9, ""defensive"": 49.1}"
2026-01-09,2026-01-12,BROAD_RISK_ON,NO_EDGE,0.78,0.1479,0.0,0.1109,0.5212,"{""core"": 49.4, ""attack"": 50.1, ""balanced"": 49.4, ""defensive"": 51.0}"
2026-01-12,2026-01-13,BROAD_RISK_ON,NO_EDGE,0.78,0.151,0.0,0.1132,0.5158,"{""core"": 50.3, ""attack"": 49.4, ""balanced"": 50.3, ""defensive"": 48.9}"
2026-01-13,2026-01-14,NEUTRAL,NARROW_MOMENTUM,0.55,0.2975,0.0856,0.0541,0.1128,"{""core"": 43.8, ""attack"": 48.9, ""balanced"": 43.8, ""defensive"": 47.8}"
2026-01-14,2026-01-15,NEUTRAL,NARROW_MOMENTUM,0.55,0.2981,0.0852,0.0542,0.1126,"{""core"": 43.8, ""attack"": 48.2, ""balanced"": 43.8, ""defensive"": 47.4}"
2026-01-15,2026-01-16,NEUTRAL,NARROW_MOMENTUM,0.55,0.2981,0.0853,0.0542,0.1125,"{""core"": 43.6, ""attack"": 48.2, ""balanced"": 43.6, ""defensive"": 47.1}"
2026-01-16,2026-01-19,NEUTRAL,NARROW_MOMENTUM,0.55,0.2981,0.0853,0.0542,0.1125,"{""core"": 43.6, ""attack"": 48.2, ""balanced"": 43.6, ""defensive"": 47.1}"
2026-01-19,2026-01-20,NEUTRAL,NO_EDGE,0.55,0.1034,0.0,0.0775,0.3691,"{""core"": 44.1, ""attack"": 48.7, ""balanced"": 44.1, ""defensive"": 47.6}"
2026-01-20,2026-01-21,NEUTRAL,NO_EDGE,0.55,0.108,0.0,0.081,0.3609,"{""core"": 57.5, ""attack"": 50.6, ""balanced"": 57.5, ""defensive"": 52.7}"
2026-01-21,2026-01-22,NEUTRAL,NO_EDGE,0.55,0.1097,0.0,0.0823,0.358,"{""core"": 57.0, ""attack"": 50.0, ""balanced"": 57.0, ""defensive"": 51.5}"
2026-01-22,2026-01-23,NEUTRAL,NO_EDGE,0.55,0.1071,0.0,0.0803,0.3625,"{""core"": 57.4, ""attack"": 50.0, ""balanced"": 57.4, ""defensive"": 52.5}"
2026-01-23,2026-01-26,RISK_ON,NO_EDGE,0.7,0.1382,0.0,0.1037,0.4581,"{""core"": 57.4, ""attack"": 49.9, ""balanced"": 57.4, ""defensive"": 51.7}"
2026-01-26,2026-01-27,RISK_ON,NO_EDGE,0.7,0.1396,0.0,0.1047,0.4557,"{""core"": 57.3, ""attack"": 49.5, ""balanced"": 57.3, ""defensive"": 51.8}"
2026-01-27,2026-01-28,NEUTRAL,NARROW_MOMENTUM,0.55,0.3092,0.0784,0.0562,0.1062,"{""core"": 56.6, ""attack"": 49.1, ""balanced"": 56.6, ""defensive"": 50.7}"
2026-01-28,2026-01-29,NEUTRAL,NO_EDGE,0.55,0.1093,0.0,0.082,0.3586,"{""core"": 57.1, ""attack"": 49.4, ""balanced"": 57.1, ""defensive"": 50.4}"
2026-01-29,2026-01-30,NEUTRAL,NARROW_MOMENTUM,0.55,0.3096,0.0784,0.0563,0.1057,"{""core"": 56.3, ""attack"": 48.6, ""balanced"": 56.3, ""defensive"": 49.8}"
2026-01-30,2026-02-02,NEUTRAL,NO_EDGE,0.55,0.111,0.0,0.0832,0.3558,"{""core"": 57.1, ""attack"": 49.1, ""balanced"": 57.1, ""defensive"": 50.3}"
2026-02-02,2026-02-03,NEUTRAL,NO_EDGE,0.55,0.1085,0.0,0.0814,0.3602,"{""core"": 57.1, ""attack"": 49.4, ""balanced"": 57.1, ""defensive"": 50.3}"
2026-02-03,2026-02-04,NEUTRAL,NO_EDGE,0.55,0.1083,0.0,0.0813,0.3604,"{""core"": 57.0, ""attack"": 48.8, ""balanced"": 57.0, ""defensive"": 50.4}"
2026-02-04,2026-02-05,NEUTRAL,NARROW_MOMENTUM,0.55,0.3108,0.0778,0.0565,0.105,"{""core"": 56.5, ""attack"": 47.7, ""balanced"": 56.5, ""defensive"": 48.9}"
2026-02-05,2026-02-06,RISK_OFF,NO_EDGE,0.35,0.0696,0.0,0.0522,0.2283,"{""core"": 57.3, ""attack"": 48.8, ""balanced"": 57.3, ""defensive"": 49.4}"
2026-02-06,2026-02-09,RISK_OFF,NO_EDGE,0.35,0.0695,0.0,0.0521,0.2284,"{""core"": 57.3, ""attack"": 48.7, ""balanced"": 57.3, ""defensive"": 50.8}"
2026-02-09,2026-02-10,NEUTRAL,NO_EDGE,0.55,0.1112,0.0,0.0834,0.3554,"{""core"": 57.2, ""attack"": 48.2, ""balanced"": 57.2, ""defensive"": 50.1}"
2026-02-10,2026-02-11,NEUTRAL,NO_EDGE,0.55,0.1097,0.0,0.0823,0.3581,"{""core"": 57.1, ""attack"": 48.2, ""balanced"": 57.1, ""defensive"": 49.9}"
2026-02-11,2026-02-12,RISK_OFF,NO_EDGE,0.35,0.0692,0.0,0.0519,0.2289,"{""core"": 57.1, ""attack"": 48.4, ""balanced"": 57.1, ""defensive"": 51.2}"
2026-02-12,2026-02-13,NEUTRAL,NO_EDGE,0.55,0.1088,0.0,0.0816,0.3596,"{""core"": 57.0, ""attack"": 48.3, ""balanced"": 57.0, ""defensive"": 52.1}"
2026-02-13,2026-02-24,NEUTRAL,NARROW_MOMENTUM,0.55,0.3092,0.0774,0.0562,0.1072,"{""core"": 56.3, ""attack"": 47.5, ""balanced"": 56.3, ""defensive"": 51.3}"
2026-02-24,2026-02-25,NEUTRAL,NO_EDGE,0.55,0.1134,0.0,0.0851,0.3515,"{""core"": 56.8, ""attack"": 48.1, ""balanced"": 56.8, ""defensive"": 51.8}"
2026-02-25,2026-02-26,NEUTRAL,NO_EDGE,0.55,0.1116,0.0,0.0837,0.3548,"{""core"": 57.2, ""attack"": 48.4, ""balanced"": 57.2, ""defensive"": 52.9}"
2026-02-26,2026-02-27,NEUTRAL,NO_EDGE,0.55,0.1132,0.0,0.0849,0.3518,"{""core"": 57.6, ""attack"": 48.2, ""balanced"": 57.6, ""defensive"": 52.9}"
2026-02-27,2026-03-02,NEUTRAL,NO_EDGE,0.55,0.1133,0.0,0.085,0.3518,"{""core"": 57.3, ""attack"": 47.9, ""balanced"": 57.3, ""defensive"": 52.5}"
2026-03-02,2026-03-03,BROAD_RISK_ON,NO_EDGE,0.78,0.1571,0.0,0.1178,0.505,"{""core"": 57.6, ""attack"": 47.8, ""balanced"": 57.6, ""defensive"": 50.8}"
2026-03-03,2026-03-04,NEUTRAL,NARROW_MOMENTUM,0.55,0.3079,0.0787,0.056,0.1075,"{""core"": 57.6, ""attack"": 47.8, ""balanced"": 57.6, ""defensive"": 50.2}"
2026-03-04,2026-03-05,NEUTRAL,NO_EDGE,0.55,0.1106,0.0,0.0829,0.3565,"{""core"": 57.2, ""attack"": 47.8, ""balanced"": 57.2, ""defensive"": 50.4}"
2026-03-05,2026-03-06,NEUTRAL,NARROW_MOMENTUM,0.55,0.3085,0.0779,0.0561,0.1076,"{""core"": 56.9, ""attack"": 47.2, ""balanced"": 56.9, ""defensive"": 50.7}"
2026-03-06,2026-03-09,NEUTRAL,NARROW_MOMENTUM,0.55,0.3086,0.0779,0.0561,0.1075,"{""core"": 56.6, ""attack"": 46.8, ""balanced"": 56.6, ""defensive"": 50.2}"
2026-03-09,2026-03-10,NEUTRAL,NO_EDGE,0.55,0.1144,0.0,0.0858,0.3497,"{""core"": 57.1, ""attack"": 47.3, ""balanced"": 57.1, ""defensive"": 50.7}"
2026-03-10,2026-03-11,NEUTRAL,NARROW_MOMENTUM,0.55,0.3105,0.0769,0.0564,0.1062,"{""core"": 57.0, ""attack"": 47.2, ""balanced"": 57.0, ""defensive"": 50.6}"
2026-03-11,2026-03-12,NEUTRAL,NARROW_MOMENTUM,0.55,0.3056,0.0801,0.0556,0.1087,"{""core"": 57.3, ""attack"": 47.7, ""balanced"": 57.3, ""defensive"": 52.1}"
2026-03-12,2026-03-13,NEUTRAL,NO_EDGE,0.55,0.1108,0.0,0.0831,0.3561,"{""core"": 58.2, ""attack"": 49.1, ""balanced"": 58.2, ""defensive"": 51.8}"
2026-03-13,2026-03-16,NEUTRAL,NO_EDGE,0.55,0.115,0.0,0.0863,0.3487,"{""core"": 57.9, ""attack"": 49.0, ""balanced"": 57.9, ""defensive"": 50.6}"
2026-03-16,2026-03-17,NEUTRAL,NO_EDGE,0.55,0.1108,0.0,0.0831,0.3561,"{""core"": 58.1, ""attack"": 49.8, ""balanced"": 58.1, ""defensive"": 49.3}"
2026-03-17,2026-03-18,NEUTRAL,NARROW_MOMENTUM,0.55,0.3107,0.0784,0.0565,0.1044,"{""core"": 57.5, ""attack"": 49.4, ""balanced"": 57.5, ""defensive"": 49.3}"
2026-03-18,2026-03-19,NEUTRAL,NO_EDGE,0.55,0.1111,0.0,0.0834,0.3555,"{""core"": 58.1, ""attack"": 49.1, ""balanced"": 58.1, ""defensive"": 49.9}"
2026-03-19,2026-03-20,NEUTRAL,NARROW_MOMENTUM,0.55,0.3116,0.0778,0.0567,0.1039,"{""core"": 57.0, ""attack"": 48.0, ""balanced"": 57.0, ""defensive"": 48.2}"
2026-03-20,2026-03-23,NEUTRAL,NO_EDGE,0.55,0.1123,0.0,0.0842,0.3534,"{""core"": 58.0, ""attack"": 48.5, ""balanced"": 58.0, ""defensive"": 48.0}"
2026-03-23,2026-03-24,NEUTRAL,NO_EDGE,0.55,0.112,0.0,0.084,0.354,"{""core"": 58.0, ""attack"": 48.1, ""balanced"": 58.0, ""defensive"": 48.6}"
2026-03-24,2026-03-25,NEUTRAL,NARROW_MOMENTUM,0.55,0.3119,0.0775,0.0567,0.1038,"{""core"": 57.0, ""attack"": 47.6, ""balanced"": 57.0, ""defensive"": 48.0}"
2026-03-25,2026-03-26,NEUTRAL,NARROW_MOMENTUM,0.55,0.3157,0.0758,0.0574,0.1011,"{""core"": 57.6, ""attack"": 44.7, ""balanced"": 57.6, ""defensive"": 44.7}"
2026-03-26,2026-03-27,NEUTRAL,NARROW_MOMENTUM,0.55,0.3155,0.0756,0.0574,0.1016,"{""core"": 57.8, ""attack"": 44.7, ""balanced"": 57.8, ""defensive"": 45.4}"
2026-03-27,2026-03-30,NEUTRAL,NARROW_MOMENTUM,0.55,0.3158,0.0751,0.0574,0.1017,"{""core"": 57.3, ""attack"": 43.5, ""balanced"": 57.3, ""defensive"": 45.1}"
