order_id,fill_id,execution_date,execution_sequence,signal_date,symbol,side,order_reason,shares_requested,shares_filled,shares_unfilled,execution_price_exact,notional_exact,commission_exact,stamp_tax_exact,slippage_exact,cash_before,cash_delta,cash_after,shares_before,shares_after,market_value_before,market_value_after,equity_before,equity_after,tradable,limit_blocked,suspended,risk_state,target_exposure,strategy_label,strategy_sha,data_snapshot_id
45,45,2024-01-31,1,2024-01-30,000338,SELL,HOLD_EXPIRY,2900,2900,0,16.3604,47445.159999999996,35.58387,0.0,0.0,287839.07441499986,47409.576129999994,335248.65054499987,2900,0,176875.0,133636.0,464714.07441499986,468884.65054499987,True,False,False,True,0.4,B2,frozen,r151
46,46,2024-01-31,2,2024-01-30,601857,BUY,TARGET_REBALANCE,5600,5600,0,9.2637,51876.72,38.907540000000004,0.0,0.0,335248.65054499987,-51915.62754,283333.02300499985,0,5600,133636.0,180340.0,468884.65054499987,463673.02300499985,True,False,False,True,0.4,B2,frozen,r151
47,47,2024-02-19,1,2024-02-08,300059,SELL,HOLD_EXPIRY,1800,1800,0,13.4996,24299.28,18.22446,0.0,0.0,283333.02300499985,24281.055539999998,307614.0785449998,1800,0,184727.0,160697.0,468060.02300499985,468311.0785449998,True,False,False,True,0.4,B2,frozen,r151
48,48,2024-02-19,2,2024-02-08,600030,SELL,HOLD_EXPIRY,1500,1500,0,22.6092,33913.8,25.435350000000003,0.0,0.0,307614.0785449998,33888.36465,341502.4431949998,1500,0,160697.0,129017.0,468311.0785449998,470519.4431949998,True,False,False,True,0.4,B2,frozen,r151
49,49,2024-02-19,3,2024-02-08,601099,SELL,HOLD_EXPIRY,5800,5800,0,3.29,19082.0,14.3115,0.0,0.0,341502.4431949998,19067.6885,360570.1316949998,5800,0,129017.0,109935.0,470519.4431949998,470505.1316949998,True,False,False,True,0.4,B2,frozen,r151
50,50,2024-02-19,4,2024-02-08,000895,BUY,TARGET_REBALANCE,1300,1300,0,32.4796,42223.479999999996,31.667609999999996,0.0,0.0,360570.1316949998,-42255.14760999999,318314.9840849998,0,1300,109935.0,146777.0,470505.1316949998,465091.9840849998,True,False,False,True,0.4,B2,frozen,r151
51,51,2024-02-19,5,2024-02-08,002340,BUY,TARGET_REBALANCE,2600,2600,0,5.3046,13791.96,10.343969999999999,0.0,0.0,318314.9840849998,-13802.303969999999,304512.6801149998,0,2600,146777.0,160245.0,465091.9840849998,464757.6801149998,True,False,False,True,0.4,B2,frozen,r151
52,52,2024-02-19,6,2024-02-08,600111,BUY,TARGET_REBALANCE,800,800,0,18.4888,14791.04,11.09328,0.0,0.0,304512.6801149998,-14802.13328,289710.5468349998,0,800,160245.0,174917.0,464757.6801149998,464627.5468349998,True,False,False,True,0.4,B2,frozen,r151
53,53,2024-02-20,1,2024-02-19,000002,SELL,HOLD_EXPIRY,6300,6300,0,9.9,62370.0,46.7775,0.0,0.0,289710.5468349998,62323.2225,352033.76933499984,6300,0,176186.0,113816.0,465896.5468349998,465849.76933499984,True,False,False,True,0.4,B2,frozen,r151
54,54,2024-02-20,2,2024-02-19,002463,BUY,TARGET_REBALANCE,2400,2400,0,27.3644,65674.56,49.255919999999996,0.0,0.0,352033.76933499984,-65723.81592,286309.9534149999,0,2400,113816.0,177152.0,465849.76933499984,463461.9534149999,True,False,False,True,0.4,B2,frozen,r151
55,55,2024-02-22,1,2024-02-21,601857,SELL,HOLD_EXPIRY,5600,5600,0,9.5858,53680.48,40.260360000000006,0.0,0.0,286309.9534149999,53640.21964,339950.1730549999,5600,0,175224.0,126896.0,461533.9534149999,466846.1730549999,True,False,False,True,0.4,B2,frozen,r151
56,56,2024-02-22,2,2024-02-21,600839,BUY,TARGET_REBALANCE,11300,11300,0,4.8196,54461.48,40.84611,0.0,0.0,339950.1730549999,-54502.32611,285447.8469449999,0,11300,126896.0,180571.0,466846.1730549999,466018.8469449999,True,False,False,True,0.4,B2,frozen,r151
57,57,2024-03-04,1,2024-03-01,000895,SELL,HOLD_EXPIRY,1300,1300,0,33.2475,43221.75,32.416312500000004,0.0,0.0,285447.8469449999,43189.3336875,328637.18063249986,1300,0,193780.0,156067.0,479227.8469449999,484704.18063249986,True,False,False,True,0.4,B2,frozen,r151
58,58,2024-03-04,2,2024-03-01,002340,SELL,HOLD_EXPIRY,2600,2600,0,5.5504,14431.039999999999,10.823279999999999,0.0,0.0,328637.18063249986,14420.216719999999,343057.3973524999,2600,0,156067.0,141975.0,484704.18063249986,485032.3973524999,True,False,False,True,0.4,B2,frozen,r151
59,59,2024-03-04,3,2024-03-01,600111,SELL,HOLD_EXPIRY,800,800,0,19.2549,15403.92,11.55294,0.0,0.0,343057.3973524999,15392.36706,358449.7644124999,800,0,141975.0,126695.0,485032.3973524999,485144.7644124999,True,False,False,True,0.4,B2,frozen,r151
60,60,2024-03-04,4,2024-03-01,002281,BUY,TARGET_REBALANCE,600,600,0,34.8717,20923.019999999997,15.692264999999997,0.0,0.0,358449.7644124999,-20938.712265,337511.0521474999,0,600,126695.0,147365.0,485144.7644124999,484876.0521474999,True,False,False,True,0.4,B2,frozen,r151
61,61,2024-03-04,5,2024-03-01,300045,BUY,TARGET_REBALANCE,800,800,0,22.97,18376.0,13.782,0.0,0.0,337511.0521474999,-18389.782,319121.2701474999,0,800,147365.0,165741.0,484876.0521474999,484862.2701474999,True,False,False,True,0.4,B2,frozen,r151
62,62,2024-03-04,6,2024-03-01,603220,BUY,TARGET_REBALANCE,500,500,0,45.7577,22878.85,17.1591375,0.0,0.0,319121.2701474999,-22896.009137499997,296225.2610099999,0,500,165741.0,183141.0,484862.2701474999,479366.2610099999,True,False,False,True,0.4,B2,frozen,r151
63,63,2024-03-05,1,2024-03-04,002463,SELL,HOLD_EXPIRY,2400,2400,0,28.7746,69059.04,51.79427999999999,0.0,0.0,296225.2610099999,69007.24571999999,365232.5067299999,2400,0,190125.0,123525.0,486350.2610099999,488757.5067299999,True,False,False,True,0.4,B2,frozen,r151
64,64,2024-03-05,2,2024-03-04,000938,BUY,TARGET_REBALANCE,2600,2600,0,25.1671,65434.46000000001,49.07584500000001,0.0,0.0,365232.5067299999,-65483.535845000006,299748.9708849999,0,2600,123525.0,188239.0,488757.5067299999,487987.9708849999,True,False,False,True,0.4,B2,frozen,r151
65,65,2024-03-07,1,2024-03-06,600839,SELL,HOLD_EXPIRY,11300,11300,0,5.6313,63633.69,47.7252675,0.0,0.0,299748.9708849999,63585.964732500004,363334.9356174999,11300,0,184793.0,122078.0,484541.9708849999,485412.9356174999,True,False,False,True,0.4,B2,frozen,r151
66,66,2024-03-07,2,2024-03-06,002456,BUY,TARGET_REBALANCE,7100,7100,0,9.6,68160.0,51.120000000000005,0.0,0.0,363334.9356174999,-68211.12,295123.81561749993,0,7100,122078.0,190238.0,485412.9356174999,485361.81561749993,True,False,False,True,0.4,B2,frozen,r151
67,67,2024-03-18,1,2024-03-15,002281,SELL,HOLD_EXPIRY,600,600,0,40.2872,24172.32,18.12924,0.0,0.0,295123.81561749993,24154.19076,319278.00637749996,600,0,192442.0,168562.0,487565.81561749993,487840.00637749996,True,False,False,False,0.6,B2,frozen,r151
68,68,2024-03-18,2,2024-03-15,300045,SELL,HOLD_EXPIRY,800,800,0,24.91,19928.0,14.946,0.0,0.0,319278.00637749996,19913.054,339191.06037749996,800,0,168562.0,148634.0,487840.00637749996,487825.06037749996,True,False,False,False,0.6,B2,frozen,r151
69,69,2024-03-18,3,2024-03-15,603220,SELL,HOLD_EXPIRY,500,500,0,47.9404,23970.199999999997,17.977649999999997,0.0,0.0,339191.06037749996,23952.222349999996,363143.28272749996,500,0,148634.0,130404.0,487825.06037749996,493547.28272749996,True,False,False,False,0.6,B2,frozen,r151
70,70,2024-03-18,4,2024-03-15,601138,BUY,TARGET_REBALANCE,1100,1100,0,24.7117,27182.87,20.3871525,0.0,0.0,363143.28272749996,-27203.2571525,335940.025575,0,1100,130404.0,156199.0,493547.28272749996,492139.025575,True,False,False,False,0.6,B2,frozen,r151
71,71,2024-03-18,5,2024-03-15,601225,BUY,TARGET_REBALANCE,2200,2200,0,27.5986,60716.920000000006,45.537690000000005,0.0,0.0,335940.025575,-60762.45769,275177.56788499997,0,2200,156199.0,210165.0,492139.025575,485342.56788499997,True,False,False,False,0.6,B2,frozen,r151
72,72,2024-03-18,6,2024-03-15,601899,BUY,TARGET_REBALANCE,4500,4500,0,16.6277,74824.65000000001,56.11848750000001,0.0,0.0,275177.56788499997,-74880.76848750001,200296.79939749994,0,4500,210165.0,282030.0,485342.56788499997,482326.79939749994,True,False,False,False,0.6,B2,frozen,r151
73,73,2024-03-19,1,2024-03-18,000938,SELL,HOLD_EXPIRY,2600,2600,0,23.8627,62043.020000000004,46.532265,0.0,0.0,200296.79939749997,61996.487735,262293.2871325,2600,0,286806.0,225446.0,487102.7993975,487739.2871325,True,False,False,False,0.6,B2,frozen,r151
74,74,2024-03-19,2,2024-03-18,603993,BUY,TARGET_REBALANCE,7600,7600,0,8.2467,62674.920000000006,47.006190000000004,0.0,0.0,262293.2871325,-62721.926190000006,199571.36094249997,0,7600,225446.0,284346.0,487739.2871325,483917.36094249994,True,False,False,False,0.6,B2,frozen,r151
75,75,2024-03-21,1,2024-03-20,002456,SELL,HOLD_EXPIRY,7100,7100,0,10.41,73911.0,55.43325,0.0,0.0,199571.36094249994,73855.56675,273426.92769249994,7100,0,287026.0,213115.0,486597.36094249994,486541.92769249994,True,False,False,False,0.6,B2,frozen,r151
76,76,2024-03-21,2,2024-03-20,300496,BUY,TARGET_REBALANCE,1100,1100,0,64.7924,71271.64,53.45373,0.0,0.0,273426.92769249994,-71325.09373,202101.83396249995,0,1100,213115.0,283515.0,486541.92769249994,485616.8339625,True,False,False,False,0.6,B2,frozen,r151
77,77,2024-04-01,1,2024-03-29,601138,SELL,HOLD_EXPIRY,1100,1100,0,24.1321,26545.31,19.9089825,0.0,0.0,202101.83396249992,26525.4010175,228627.23497999992,1100,0,277755.0,252565.0,479856.8339624999,481192.23497999995,True,False,False,False,0.6,B2,frozen,r151
78,78,2024-04-01,2,2024-03-29,601225,SELL,HOLD_EXPIRY,2200,2200,0,27.7899,61137.78,45.853335,0.0,0.0,228627.23497999992,61091.926665,289719.1616449999,2200,0,252565.0,198225.0,481192.23497999995,487944.1616449999,True,False,False,False,0.6,B2,frozen,r151
79,79,2024-04-01,3,2024-03-29,601899,SELL,HOLD_EXPIRY,4500,4500,0,17.95,80775.0,60.581250000000004,0.0,0.0,289719.1616449999,80714.41875,370433.58039499994,4500,0,198225.0,120645.0,487944.1616449999,491078.58039499994,True,False,False,False,0.6,B2,frozen,r151
80,80,2024-04-01,4,2024-03-29,000977,BUY,TARGET_REBALANCE,800,800,0,42.679,34143.200000000004,25.607400000000005,0.0,0.0,370433.58039499994,-34168.807400000005,336264.77299499995,0,800,120645.0,154549.0,491078.58039499994,490813.77299499995,True,False,False,False,0.6,B2,frozen,r151
81,81,2024-04-01,5,2024-03-29,300975,BUY,TARGET_REBALANCE,1100,1100,0,14.1603,15576.33,11.6822475,0.0,0.0,336264.77299499995,-15588.0122475,320676.76074749994,0,1100,154549.0,170070.0,490813.77299499995,490746.76074749994,True,False,False,False,0.6,B2,frozen,r151
82,82,2024-04-01,6,2024-03-29,601166,BUY,TARGET_REBALANCE,6400,6400,0,18.6145,119132.8,89.34960000000001,0.0,0.0,320676.76074749994,-119222.1496,201454.61114749993,0,6400,170070.0,271190.0,490746.76074749994,472644.61114749993,True,False,False,False,0.6,B2,frozen,r151
83,83,2024-04-02,1,2024-04-01,603993,SELL,HOLD_EXPIRY,7600,7600,0,8.7469,66476.44,49.857330000000005,0.0,0.0,201454.6111474999,66426.58267,267881.1938174999,7600,0,271208.0,208736.0,472662.6111474999,476617.1938174999,True,False,False,False,0.6,B2,frozen,r151
84,84,2024-04-02,2,2024-04-01,600309,BUY,TARGET_REBALANCE,700,700,0,89.345,62541.5,46.906125,0.0,0.0,267881.1938174999,-62588.406125,205292.7876924999,0,700,208736.0,267886.0,476617.1938174999,473178.78769249993,True,False,False,False,0.6,B2,frozen,r151
85,85,2024-04-08,1,2024-04-03,300496,SELL,HOLD_EXPIRY,1100,1100,0,51.3378,56471.58,42.353685,0.0,0.0,205292.7876924999,56429.226315,261722.0140074999,1100,0,257599.0,201818.0,462891.78769249993,463540.0140074999,True,False,False,False,0.6,B2,frozen,r151
86,86,2024-04-08,2,2024-04-03,601857,BUY,TARGET_REBALANCE,6000,6000,0,11.1631,66978.6,50.23395000000001,0.0,0.0,261722.0140074999,-67028.83395,194693.1800574999,0,6000,201818.0,262118.0,463540.0140074999,456811.1800574999,True,False,False,False,0.6,B2,frozen,r151
87,87,2024-04-17,1,2024-04-16,000977,SELL,HOLD_EXPIRY,800,800,0,37.4625,29970.0,22.4775,0.0,0.0,194693.18005749994,29947.5225,224640.70255749993,800,0,266574.0,236814.0,461267.1800574999,461454.7025574999,True,False,False,False,0.6,B2,frozen,r151
88,88,2024-04-17,2,2024-04-16,300975,SELL,HOLD_EXPIRY,1100,1100,0,8.7812,9659.32,7.24449,0.0,0.0,224640.70255749993,9652.07551,234292.77806749992,1100,0,236814.0,227189.0,461454.7025574999,461481.7780674999,True,False,False,False,0.6,B2,frozen,r151
89,89,2024-04-17,3,2024-04-16,601166,SELL,HOLD_EXPIRY,6400,6400,0,18.7441,119962.23999999999,89.97167999999999,0.0,0.0,234292.77806749992,119872.26831999999,354165.0463874999,6400,0,227189.0,125365.0,461481.7780674999,479530.0463874999,True,False,False,False,0.6,B2,frozen,r151
90,90,2024-04-17,4,2024-04-16,300760,BUY,TARGET_REBALANCE,100,100,0,282.0832,28208.319999999996,21.156239999999997,0.0,0.0,354165.0463874999,-28229.476239999996,325935.5701474999,0,100,125365.0,151941.0,479530.0463874999,477876.5701474999,True,False,False,False,0.6,B2,frozen,r151
91,91,2024-04-17,5,2024-04-16,600019,BUY,TARGET_REBALANCE,7600,7600,0,7.5527,57400.52,43.05039,0.0,0.0,325935.5701474999,-57443.57038999999,268491.9997574999,0,7600,151941.0,204913.0,477876.5701474999,473404.9997574999,True,False,False,False,0.6,B2,frozen,r151
92,92,2024-04-17,6,2024-04-16,601658,BUY,TARGET_REBALANCE,9700,9700,0,5.3798,52184.060000000005,39.138045000000005,0.0,0.0,268491.9997574999,-52223.198045000005,216268.8017124999,0,9700,204913.0,251085.0,473404.9997574999,467353.80171249993,True,False,False,False,0.6,B2,frozen,r151
