event_uid,event_date,symbol,ts_code,rel_ret_d0,rel_ret_d1,rel_ret_d2,rel_ret_d3,rel_ret_d4,rel_ret_d5,rel_ret_d6,rel_ret_d7,rel_ret_d8,rel_ret_d9,rel_ret_d10,rel_ret_d11,rel_ret_d12,rel_ret_d13,rel_ret_d14,rel_ret_d15,rel_ret_d16,rel_ret_d17,rel_ret_d18,rel_ret_d19,rel_ret_d20,rel_ret_d21,rel_ret_d22,rel_ret_d23,rel_ret_d24,rel_ret_d25,rel_ret_d26,rel_ret_d27,rel_ret_d28,rel_ret_d29,rel_ret_d30,rel_ret_d31,rel_ret_d32,rel_ret_d33,rel_ret_d34,rel_ret_d35,rel_ret_d36,rel_ret_d37,rel_ret_d38,rel_ret_d39,rel_ret_d40,rel_ret_d41,rel_ret_d42,rel_ret_d43,rel_ret_d44,rel_ret_d45,rel_ret_d46,rel_ret_d47,rel_ret_d48,rel_ret_d49,rel_ret_d50,rel_ret_d51,rel_ret_d52,rel_ret_d53,rel_ret_d54,rel_ret_d55,rel_ret_d56,rel_ret_d57,rel_ret_d58,rel_ret_d59,rel_ret_d60
20250811_002239_01,2025-08-11,002239,002239.SZ,0.0,-0.010033,0.006689,-0.016722,-0.006689,0.013378,0.023411,0.040134,0.0301,0.026756,0.026756,0.0301,0.006689,0.013378,0.003344,0.0,0.013378,0.020067,0.010033,0.033445,0.033445,0.137124,0.113712,0.123746,0.137124,0.157191,0.16388,0.173913,0.143813,0.090301,0.200669,0.150502,0.137124,0.117057,0.113712,0.12709,0.09699,0.107023,0.113712,0.080268,0.056856,0.083612,0.06689,0.023411,0.0301,0.063545,0.06689,0.063545,0.06689,0.060201,0.06689,0.063545,0.053512,0.063545,0.073579,0.070234,0.083612,0.100334,0.086957,0.080268,0.090301
20250811_002358_01,2025-08-11,002358,002358.SZ,0.0,-0.003731,0.003731,-0.026119,-0.005597,0.011194,0.014925,0.026119,0.026119,0.024254,0.026119,0.046642,0.01306,0.024254,-0.003731,-0.003731,-0.018657,-0.044776,-0.04291,-0.020522,-0.020522,-0.033582,-0.041045,-0.022388,-0.031716,-0.039179,-0.027985,-0.027985,-0.046642,-0.061567,-0.063433,-0.074627,-0.072761,-0.085821,-0.085821,-0.080224,-0.078358,-0.065299,-0.057836,-0.061567,-0.06903,-0.037313,-0.022388,-0.070896,-0.061567,-0.052239,-0.054104,-0.046642,-0.05597,-0.054104,0.003731,0.001866,-0.005597,0.005597,0.048507,0.050373,0.108209,0.098881,0.097015,0.087687,0.106343
20250811_002460_01,2025-08-11,002460,002460.SZ,0.0,-0.026166,-0.039003,-0.063935,-0.043199,-0.028882,-0.038509,-0.047396,-0.057764,-0.054554,-0.030857,-0.034559,-0.056776,-0.052333,-0.014564,0.00395,-0.015058,-0.011849,0.000987,0.10121,0.200938,0.207109,0.161442,0.166379,0.149593,0.201185,0.192298,0.233029,0.185386,0.303876,0.296964,0.311775,0.355715,0.37571,0.339176,0.444088,0.502839,0.653172,0.578129,0.721797,0.691434,0.633671,0.603555,0.504814,0.498149,0.520365,0.50037,0.583806,0.587262,0.617625,0.596643,0.695878,0.786472,0.703777,0.686497,0.63293,0.648976,0.728462,0.727722,0.71217,0.67218
20250811_300020_01,2025-08-11,300020,300020.SZ,0.0,0.019802,0.00495,-0.009901,-0.00495,-0.012376,-0.002475,-0.00495,0.002475,0.022277,0.012376,0.014851,0.0,-0.019802,-0.05198,-0.054455,-0.069307,-0.074257,-0.084158,-0.064356,-0.056931,-0.056931,-0.034653,-0.037129,-0.044554,-0.061881,-0.061881,-0.064356,-0.076733,-0.086634,-0.084158,-0.10396,-0.10396,-0.111386,-0.111386,-0.113861,-0.123762,-0.118812,-0.089109,-0.101485,-0.133663,-0.128713,-0.128713,-0.143564,-0.136139,-0.128713,-0.116337,-0.118812,-0.106436,-0.106436,-0.071782,-0.091584,-0.094059,-0.066832,-0.034653,-0.04703,-0.049505,-0.061881,-0.059406,-0.04703,-0.024752
20250811_300084_01,2025-08-11,300084,300084.SZ,0.0,-0.034924,-0.032596,-0.046566,-0.044237,-0.031432,-0.037253,-0.030268,-0.004657,-0.006985,-0.01397,-0.011641,-0.054715,0.010477,-0.039581,-0.037253,-0.040745,-0.068685,-0.066356,-0.057043,-0.001164,-0.005821,0.005821,0.002328,0.018626,0.016298,0.027939,0.017462,0.023283,0.058207,0.087311,0.079162,0.088475,0.053551,0.01979,0.055879,0.062864,0.084983,0.097788,0.102445,0.086147,0.090803,0.071013,0.043073,0.080326,0.117579,0.151339,0.100116,0.071013,0.059371,0.064028,0.166473,0.125728,0.124563,0.150175,0.142026,0.144354,0.138533,0.131548,0.108265,0.110594
20250811_300316_01,2025-08-11,300316,300316.SZ,0.0,0.0,0.004522,-0.014261,0.015652,0.032348,0.033391,0.055652,0.046609,0.059826,0.041739,0.036522,0.019826,0.06713,0.049391,0.059478,0.055304,0.041391,0.029565,0.217391,0.206609,0.15687,0.201739,0.249391,0.220522,0.324174,0.354783,0.339478,0.315478,0.343304,0.373565,0.32487,0.338435,0.386087,0.563478,0.566261,0.582957,0.654261,0.479304,0.50713,0.510957,0.466087,0.419826,0.311652,0.358261,0.432348,0.423304,0.404522,0.463652,0.396522,0.369391,0.420174,0.376696,0.356522,0.368696,0.328,0.370435,0.37113,0.384348,0.431304,0.45287
20250811_300444_01,2025-08-11,300444,300444.SZ,0.0,-0.007926,0.011889,-0.015852,0.001321,0.015852,0.022457,0.035667,0.023778,0.046235,0.042272,0.076618,0.06605,0.062087,0.060766,0.080581,0.054161,0.021136,0.038309,0.088507,0.100396,0.097754,0.091149,0.093791,0.097754,0.101717,0.120211,0.11889,0.089828,0.070013,0.073976,0.088507,0.077939,0.047556,0.042272,0.070013,0.071334,0.095112,0.1321,0.126816,0.157199,0.221929,0.21004,0.120211,0.157199,0.157199,0.116248,0.084544,0.096433,0.122853,0.137384,0.047556,0.011889,0.015852,0.031704,0.088507,0.306473,0.330251,0.311757,0.438573,0.383091
20250811_300496_01,2025-08-11,300496,300496.SZ,0.0,0.005838,0.00834,-0.006172,0.016013,0.058215,0.073895,0.081902,0.064053,0.100083,0.115096,0.144787,0.278565,0.302085,0.318265,0.306255,0.240701,0.266389,0.216847,0.228524,0.257715,0.200334,0.205338,0.239366,0.249374,0.256047,0.264887,0.297415,0.252043,0.238699,0.236364,0.212344,0.249208,0.277731,0.222352,0.236697,0.295746,0.329775,0.234195,0.198165,0.154295,0.18015,0.159133,0.104921,0.126439,0.135947,0.120267,0.12377,0.154295,0.161301,0.183153,0.173978,0.143286,0.146956,0.152794,0.117765,0.101418,0.117098,0.094245,0.094245,0.069391
20250811_300529_01,2025-08-11,300529,300529.SZ,0.0,0.008853,0.005481,-0.02403,-0.011383,0.000422,-0.006324,-0.009275,-0.002951,0.0,0.016863,0.020658,-0.007167,-0.025295,-0.029933,-0.02403,-0.006745,0.0,-0.01054,0.000843,0.03457,0.022344,0.006745,0.019815,0.00253,-0.008432,-0.011804,-0.008853,-0.033305,-0.042159,-0.055228,-0.067875,-0.056492,-0.06113,-0.072091,-0.067032,-0.063659,-0.064924,-0.06914,-0.084317,-0.083474,-0.080523,-0.086847,-0.104553,-0.108769,-0.093592,-0.07715,-0.086003,-0.086847,-0.086003,-0.099073,-0.094435,-0.14629,-0.140388,-0.14882,-0.145868,-0.147133,-0.150084,-0.139123,-0.11973,-0.126054
20250811_300769_01,2025-08-11,300769,300769.SZ,0.0,-0.02027,-0.028919,-0.057297,-0.018108,-0.01027,-0.001622,-0.013243,-0.037297,-0.018378,0.010811,-0.001351,-0.032973,-0.028649,0.034054,0.035135,0.040541,0.024324,0.01973,0.104595,0.180811,0.152162,0.123243,0.107297,0.122162,0.122162,0.102703,0.096486,0.068108,0.049459,0.035946,0.014324,0.04973,0.051081,0.045405,0.10973,0.251622,0.216216,0.138108,0.156216,0.137297,0.136216,0.117027,0.058649,0.08,0.091892,0.085676,0.094054,0.086216,0.104595,0.129189,0.157838,0.160811,0.242162,0.241892,0.204324,0.347568,0.343243,0.48027,0.492703,0.53
20250811_300842_01,2025-08-11,300842,300842.SZ,0.0,0.004444,0.007556,-0.028889,-0.010889,0.015111,0.012889,0.028222,0.040222,0.084889,0.056,0.043111,0.017333,0.032,0.124667,0.126889,0.144222,0.147333,0.138889,0.188444,0.197778,0.186222,0.213333,0.226222,0.257333,0.256222,0.273333,0.272222,0.270667,0.328222,0.316444,0.333333,0.351778,0.406,0.416,0.459111,0.538667,0.658,0.545556,0.593333,0.503111,0.431556,0.434,0.375556,0.364889,0.409111,0.441556,0.404444,0.425556,0.486889,0.41,0.423778,0.418,0.374444,0.427111,0.360222,0.356667,0.345778,0.338889,0.485556,0.504667
20250811_600558_01,2025-08-11,600558,600558.SH,0.0,-0.003617,0.007234,-0.010851,-0.001809,0.0,0.005426,0.014468,0.003617,-0.001809,0.005426,0.025319,-0.01266,-0.01266,-0.025319,-0.021702,-0.039787,-0.065106,-0.070532,-0.054255,-0.041596,-0.050638,-0.050638,-0.043404,-0.052447,-0.056064,-0.050638,-0.057872,-0.075958,-0.081383,-0.085,-0.086809,-0.081383,-0.074149,-0.070532,-0.075958,-0.086791,-0.049188,-0.031282,-0.022329,-0.016957,-0.000842,0.000949,-0.034863,-0.031282,-0.011585,0.086898,0.126291,0.094061,0.115548,0.172847,0.137035,0.090479,0.068992,0.09227,0.090479,0.113757,0.113757,0.099432,0.108385,0.117338
20250811_601877_01,2025-08-11,601877,601877.SH,0.0,0.006383,0.00383,-0.008936,0.03617,0.044681,0.030213,0.034043,0.030638,0.035319,0.052766,0.084255,0.077872,0.185532,0.166383,0.187234,0.154468,0.2,0.179574,0.233191,0.209787,0.185957,0.177021,0.215745,0.18766,0.182128,0.174894,0.197021,0.188511,0.190213,0.166809,0.199574,0.211064,0.231064,0.237872,0.251489,0.306809,0.368511,0.318298,0.285532,0.274043,0.285106,0.30383,0.220426,0.221277,0.23234,0.227234,0.221277,0.238723,0.237447,0.218723,0.297021,0.228085,0.220851,0.209362,0.209362,0.259149,0.385106,0.497021,0.438723,0.415745
20250811_601990_01,2025-08-11,601990,601990.SH,0.0,0.002382,0.013116,0.00596,0.033378,0.046482,0.033378,0.052442,0.046482,0.065558,0.066743,0.063177,0.036944,0.05006,0.05006,0.033378,0.028603,-0.001185,0.001197,0.041719,0.030996,0.027418,0.028603,0.048864,0.035759,0.030996,0.034562,0.042904,0.014301,0.004763,0.004763,-0.007085,-0.002346,-0.01064,-0.014195,0.017797,0.011872,0.018981,0.020166,0.010687,0.005948,0.010687,0.002393,-0.01538,-0.01538,-0.00827,-0.01064,-0.001161,0.003578,0.009503,0.007133,0.020166,0.009503,0.003578,2.4e-05,0.015427,0.008318,0.009503,0.013057,0.022536,0.020166
20250811_603260_01,2025-08-11,603260,603260.SH,0.0,-0.014283,-0.019227,-0.056033,-0.031862,-0.032045,-0.056797,-0.051532,-0.049716,-0.046085,-0.022846,-0.027022,-0.038641,-0.035918,-0.042636,-0.05825,-0.060247,-0.073501,-0.070414,0.004025,0.020729,-0.006868,-0.048082,-0.034102,-0.043362,-0.050806,-0.056616,-0.070596,-0.071867,-0.067509,-0.094017,-0.122159,-0.105274,-0.120162,-0.115441,-0.11526,-0.102187,-0.080763,-0.10019,-0.112173,-0.105455,-0.087118,-0.098374,-0.118528,-0.119617,-0.119072,-0.138136,-0.126698,-0.136865,-0.135594,-0.145762,-0.115804,-0.10836,-0.100009,-0.099464,-0.123793,-0.118165,-0.094743,-0.004145,0.062306,0.055951
20250812_000858_01,2025-08-12,000858,000858.SZ,0.0,0.0,-0.002842,-0.000731,0.004546,0.009903,0.021024,0.018346,0.021105,0.054712,0.053169,0.027843,0.018507,0.051465,0.046107,0.043591,0.027843,0.018833,0.029385,0.047893,0.045539,0.039532,0.043266,0.03247,0.028086,0.021186,0.022485,0.006088,0.007224,-0.005601,-0.008118,-0.006656,-0.013556,-0.024515,-0.01031,-0.013881,-0.016479,-0.019969,-0.027113,-0.009092,-0.009092,-0.003653,-0.01721,-0.022161,-0.021674,-0.025084,-0.015099,-0.023541,-0.023541,-0.025084,-0.035392,-0.038315,-0.034094,-0.034175,-0.048949,-0.056904,-0.056986,-0.052278,-0.019401,-0.019563,-0.02281
20250812_002104_01,2025-08-12,002104,002104.SZ,0.0,0.099866,0.210031,0.299149,0.365876,0.271832,0.316614,0.27631,0.291984,0.330049,0.317958,0.211823,0.219884,0.173757,0.291088,0.162114,0.062696,0.063144,0.071205,0.107479,0.111509,0.094044,0.111509,0.111957,0.133901,0.120018,0.192118,0.149575,0.075683,0.044783,-0.025526,-0.041648,-0.048813,-0.016122,-0.023735,-0.042991,-0.042991,-0.068518,-0.077026,-0.01657,-0.040752,-0.077474,-0.070757,-0.028661,-0.027765,-0.051948,-0.085087,-0.089566,0.001343,0.036722,0.054187,-0.014778,-0.021048,-0.029109,-0.055979,-0.071205,-0.063144,-0.08867,-0.085087,-0.103896,-0.115092
20250812_002128_01,2025-08-12,002128,002128.SZ,0.0,0.004381,-0.021887,-0.007779,-0.03453,-0.044261,-0.044261,-0.038424,-0.052041,-0.016537,-0.009727,-0.028211,0.011674,0.008758,0.025295,0.039398,0.026268,0.036969,0.049611,0.084633,0.09047,0.067122,0.076362,0.082685,0.12646,0.109436,0.104573,0.063719,0.078309,0.084146,0.10263,0.103599,0.086093,0.084633,0.092412,0.097762,0.16391,0.16391,0.147373,0.152241,0.183855,0.169261,0.172668,0.191635,0.194555,0.192608,0.232006,0.190661,0.207685,0.181421,0.233467,0.237356,0.229085,0.262159,0.253406,0.235896,0.307881,0.313231,0.357005,0.307394,0.333171
20250812_002130_01,2025-08-12,002130,002130.SZ,0.0,0.004519,-0.012736,0.000822,0.037387,0.040263,0.030813,0.022186,0.020542,0.05341,0.067379,0.035744,0.078882,0.087099,0.067379,-0.011504,-0.038209,-0.04355,-0.003698,-0.020953,-0.039441,-0.026705,0.070666,0.111339,0.09696,0.121611,0.154067,0.120789,0.097781,0.170912,0.288003,0.306081,0.404684,0.33484,0.27198,0.253492,0.253903,0.23295,0.200904,0.142564,0.17461,0.184881,0.125719,0.152013,0.177075,0.166393,0.160641,0.215694,0.222679,0.232539,0.24774,0.161052,0.137634,0.137634,0.11668,0.10189,0.129827,0.11627,0.105998,0.105177,0.054643
20250812_002475_01,2025-08-12,002475,002475.SZ,0.0,0.004717,0.008122,0.011006,0.037203,0.024367,0.049253,0.105321,0.118682,0.12523,0.194658,0.178414,0.207756,0.204611,0.186011,0.147499,0.132305,0.162958,0.236575,0.303382,0.249937,0.259892,0.385908,0.38093,0.381716,0.372547,0.362591,0.391408,0.451665,0.596805,0.721249,0.839142,0.800892,0.683262,0.697671,0.694787,0.710771,0.592875,0.512971,0.441187,0.52476,0.550958,0.453762,0.497251,0.602044,0.574799,0.575586,0.674354,0.71339,0.694001,0.762644,0.703957,0.650512,0.648417,0.586064,0.597592,0.615406,0.569297,0.529999,0.479959,0.513493
20250812_002545_01,2025-08-12,002545,002545.SZ,0.0,-0.016832,-0.030693,-0.015842,-0.035644,-0.048515,-0.030693,-0.019802,-0.016832,-0.022772,0.029703,-0.020792,-0.025743,0.005941,0.041584,0.014851,0.024752,0.00297,0.046535,0.106931,0.217822,0.207921,0.283168,0.379208,0.335644,0.469307,0.384158,0.315842,0.348515,0.316832,0.29604,0.310891,0.315842,0.348515,0.357426,0.386139,0.355446,0.384158,0.336634,0.394059,0.434653,0.410891,0.386139,0.380198,0.444554,0.341584,0.355446,0.415842,0.557426,0.670297,0.708911,0.753465,0.747525,0.727723,0.680198,0.673267,0.70198,0.688119,0.642574,0.648515,0.638614
20250812_300458_01,2025-08-12,300458,300458.SZ,0.0,0.007547,-0.000973,0.016068,0.05964,0.049904,0.088608,0.063535,0.104187,0.101754,0.097859,0.129749,0.178677,0.140216,0.277996,0.174296,0.181599,0.11003,0.134859,0.145084,0.090556,0.089583,0.143624,0.17746,0.164802,0.187196,0.238804,0.223711,0.186709,0.221034,0.208374,0.259738,0.269231,0.22152,0.210078,0.261442,0.271909,0.173321,0.260713,0.244403,0.234422,0.207401,0.127314,0.144353,0.157986,0.13559,0.136563,0.173807,0.187684,0.173565,0.166748,0.132913,0.115143,0.114412,0.079603,0.063779,0.085444,0.062319,0.069864,0.034567,0.038219
20250812_300751_01,2025-08-12,300751,300751.SZ,0.0,0.038363,0.021748,0.055383,0.060516,0.046197,0.086181,0.085371,0.154126,0.139943,0.190463,0.157368,0.200729,0.220585,0.360394,0.329731,0.324733,0.266648,0.342293,0.323383,0.243414,0.222612,0.266784,0.22626,0.253275,0.226394,0.226496,0.211585,0.211853,0.183911,0.18015,0.285604,0.321607,0.321607,0.318248,0.334637,0.571473,0.466959,0.466959,0.440763,0.440898,0.413896,0.304008,0.325905,0.330204,0.309382,0.298098,0.38367,0.411881,0.432166,0.466287,0.461048,0.414299,0.422359,0.379775,0.401,0.39697,0.464272,0.565025,0.603983,0.558174
20250812_600055_01,2025-08-12,600055,600055.SH,0.0,-0.004482,-0.017927,-0.015126,-0.006723,-0.004482,-0.002801,0.002801,0.011204,0.004482,0.016807,-0.007283,-0.017367,-0.006723,0.002241,-0.019608,-0.047619,-0.047059,-0.041457,0.036415,0.022969,0.029692,0.034734,0.026891,0.048179,0.044818,0.034174,-0.00112,-0.005602,-0.020168,-0.048179,-0.019048,-0.010084,-0.003922,-0.004482,0.003922,0.0,-0.008403,-0.028571,-0.042017,-0.023529,-0.02465,-0.057703,-0.067787,-0.062745,-0.060504,-0.054342,-0.05042,-0.085154,-0.103081,-0.104202,-0.122689,-0.110924,-0.112605,-0.112045,-0.112605,-0.113725,-0.119328,-0.111485,-0.105882,-0.09972
20250812_600292_01,2025-08-12,600292,600292.SH,0.0,0.018519,-0.00161,-0.000805,0.052335,0.017713,0.010467,0.000805,0.008052,0.036232,0.035427,0.021739,0.02657,0.012882,0.028986,0.02818,-0.017713,-0.004831,0.023349,0.038647,0.024155,0.086957,0.13285,0.13285,0.151369,0.143317,0.089372,0.027375,0.008052,-0.000805,-0.014493,-0.000805,-0.016908,-0.015298,-0.008857,-0.013688,0.003221,0.033816,0.016908,0.021739,0.007246,-0.014493,-0.029791,-0.028986,-0.025765,-0.025765,-0.020129,-0.013688,0.002415,0.033011,0.024155,0.126409,0.075684,0.123188,0.109501,0.189211,0.2343,0.357488,0.336554,0.203704,0.175523
20250812_600408_01,2025-08-12,600408,600408.SH,0.0,-0.021277,-0.06383,-0.06383,-0.051064,-0.029787,-0.025532,-0.017021,-0.029787,-0.008511,0.004255,-0.055319,-0.055319,-0.076596,-0.055319,-0.046809,-0.080851,-0.068085,-0.055319,-0.029787,-0.004255,0.012766,0.008511,0.021277,0.034043,0.055319,0.051064,0.025532,0.0,-0.021277,-0.06383,-0.06383,-0.076596,-0.06383,-0.051064,-0.038298,-0.017021,0.008511,0.029787,0.055319,0.042553,0.148936,0.26383,0.391489,0.289362,0.234043,0.357447,0.221277,0.251064,0.374468,0.510638,0.361702,0.323404,0.455319,0.6,0.761702,0.770213,0.693617,0.817021,1.0,1.2
