strategy,evidence_status,reason,symbol,name,industry,entry_date,exit_date,shares,entry_price,exit_price,buy_cost,sell_cost,net_pnl,return_on_entry_notional,holding_calendar_days,exit_reason,evidence_class,comparability,source_run
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,977,浪潮信息,IT设备,2023-02-24,2023-02-28,200.0,38.3308,38.5629,5.749620000000001,5.784435,34.885944999999104,0.004550641390213497,4.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,603019,中科曙光,IT设备,2023-02-23,2023-03-09,3100.0,30.5862,33.4924,71.112915,77.86983000000001,8860.237255000007,0.09344544435072033,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,2261,拓维信息,软件服务,2023-02-23,2023-03-09,10700.0,10.25,11.16,82.25625000000001,89.559,9565.184750000002,0.08721390243902441,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,756,新华制药,化学制药,2023-02-23,2023-03-09,4100.0,32.0353,29.6561,98.5085475,91.1925075,-9944.421055000003,-0.07571237197716271,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,2317,众生药业,中成药,2023-02-23,2023-03-09,5600.0,25.0313,22.7889,105.13145999999999,95.71338000000002,-12758.28484,-0.09101665315025588,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300118,东方日升,电气设备,2023-02-28,2023-03-14,3200.0,32.387,30.804,77.72879999999999,73.9296,-5217.258400000006,-0.050340977861487696,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,600900,长江电力,水力发电,2023-03-09,2023-03-23,10300.0,23.2692,23.236,179.75457,179.49810000000002,-701.2126700000081,-0.002925708662094132,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,600941,中国移动,电信运营,2023-03-09,2023-03-23,700.0,99.6533,104.0935,52.3179825,54.6490875,3001.172930000003,0.04302305994884268,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,547,航天发展,通信设备,2023-03-09,2023-03-23,6700.0,11.9383,11.4563,59.9899575,57.5679075,-3346.9578649999953,-0.04184397694814164,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,519,中兵红箭,专用机械,2023-03-09,2023-03-23,2900.0,25.3598,23.176,55.157565,50.4078,-6438.5853650000045,-0.08754808200380136,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,600809,山西汾酒,白酒,2023-03-14,2023-03-28,300.0,291.7232,292.6269,65.63772,65.84105249999999,139.6312274999874,0.0015954762082685161,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,603259,药明康德,化学制药,2023-03-23,2023-04-07,1300.0,85.9296,83.5663,83.78135999999999,81.4771425,-3237.548502499994,-0.028982119374464623,15.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300339,润和软件,软件服务,2023-03-23,2023-04-07,3600.0,24.935,29.5415,67.3245,79.76205,16436.31345,0.18310176960096253,15.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300014,亿纬锂能,电气设备,2023-03-23,2023-04-07,2000.0,69.0653,69.3746,103.59794999999998,104.0619,410.94015000001497,0.002975011691833779,15.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,688008,澜起科技,半导体,2023-03-23,2023-04-07,1900.0,64.3019,77.3128,91.6302075,110.17073999999998,24518.909052499985,0.20068907722788895,15.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601360,三六零,互联网,2023-03-28,2023-04-12,5600.0,18.0401,15.9347,75.76842,66.92573999999999,-11932.934159999999,-0.1181191401378041,15.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,600703,三安光电,半导体,2023-04-07,2023-04-21,9300.0,22.8048,20.3381,159.06348000000003,141.8582475,-23241.231727499995,-0.10958470037009749,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,603000,人民网,互联网,2023-04-07,2023-04-21,4200.0,22.4249,23.7716,70.638435,74.88054,5510.621024999994,0.058508739169405376,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,603083,剑桥科技,通信设备,2023-04-07,2023-04-21,1700.0,43.0428,60.5589,54.879569999999994,77.21259750000002,29645.2778325,0.40514089987175556,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,688012,中微公司,半导体,2023-04-07,2023-04-21,600.0,175.4947,195.3069,78.97261499999999,87.88810500000001,11720.45928000001,0.11130876772916799,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,600809,山西汾酒,白酒,2023-04-12,2023-04-26,300.0,264.6639,259.0584,59.5493775,58.288140000000006,-1799.487517500002,-0.022663807663228747,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,2051,中工国际,建筑工程,2023-04-21,2023-05-10,6300.0,14.8034,13.97,69.946065,66.00825,-5386.3743149999955,-0.057755654106489,19.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,2222,福晶科技,元器件,2023-04-21,2023-05-10,2100.0,39.5723,29.2722,62.326372500000005,46.103715,-21738.640087499993,-0.26159038961596864,19.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601012,隆基绿能,电气设备,2023-04-21,2023-05-10,7700.0,38.5364,33.7552,222.54771,194.93628,-37232.72398999999,-0.12547665843202785,19.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601166,XD兴业银,银行,2023-04-24,2023-05-11,2800.0,21.0835,21.4163,44.27535,44.97423,842.5904199999968,0.014273016814096276,17.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601288,农业银行,银行,2023-04-26,2023-05-15,19400.0,4.0757,4.2306,59.301435000000005,61.55523,2884.2033349999924,0.036477237039036145,19.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,1,平安银行,银行,2023-05-10,2023-05-24,12700.0,15.5562,14.4104,148.172805,137.25906,-14837.091865000017,-0.07510027834561148,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,617,中油资本,多元金融,2023-05-10,2023-05-24,8300.0,9.6067,7.9896,59.8017075,49.73526,-13531.466967499999,-0.1697041882228028,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601668,中国建筑,建筑工程,2023-05-10,2023-05-24,16300.0,8.0207,6.9061,98.0530575,84.42707250000001,-18350.46012999999,-0.14036120288752846,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601988,中国银行,银行,2023-05-11,2023-05-25,11900.0,5.0632,4.5878,45.189060000000005,40.94611499999999,-5743.395175000005,-0.0953227701848634,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300182,捷成股份,影视音像,2023-05-15,2023-05-29,12000.0,6.8,5.79,61.2,52.11,-12233.31,-0.14991801470588234,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,603083,剑桥科技,通信设备,2023-05-24,2023-06-07,2200.0,57.579,71.7212,95.00535,118.33998,30899.49466999999,0.24392964188332542,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300308,中际旭创,通信设备,2023-05-24,2023-06-07,900.0,120.007,150.3886,81.00472500000001,101.512305,27160.922969999992,0.25147535810411054,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,603918,金桥信息,软件服务,2023-05-24,2023-06-07,5600.0,21.5887,31.1724,90.67254,130.92408,53447.123380000005,0.4420891102752829,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300533,冰川网络,互联网,2023-05-25,2023-06-08,400.0,144.7014,50.8385,43.41042,15.251550000000002,-37603.82197,-0.6496796501277803,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300188,国投智能,软件服务,2023-05-29,2023-06-12,2800.0,25.1829,24.4518,52.88408999999999,51.34878,-2151.312870000004,-0.030509831075849144,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300339,润和软件,软件服务,2023-06-07,2023-06-21,8000.0,25.0452,27.028,150.27120000000002,162.168,15549.96079999998,0.07760948604922291,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,66,中国长城,IT设备,2023-06-07,2023-06-21,13200.0,13.6099,14.6506,134.73801,145.04094,13457.461050000014,0.07490904598858192,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601949,中国出版,出版业,2023-06-07,2023-06-21,5600.0,15.4312,14.5982,64.81104,61.312439999999995,-4790.92348,-0.05544105772720204,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,333,美的集团,家用电器,2023-06-08,2023-06-26,300.0,61.3396,65.8878,13.801409999999999,14.824754999999998,1335.8338350000004,0.07259224791162645,18.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,603000,人民网,互联网,2023-06-12,2023-06-28,2500.0,27.8743,31.7106,52.2643125,59.457375,9479.028312499995,0.13602534682485293,16.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,681,视觉中国,互联网,2023-06-21,2023-07-07,10000.0,21.4994,18.5672,161.2455,139.254,-29622.49950000002,-0.13778291254639674,16.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601127,赛力斯,汽车整车,2023-06-21,2023-07-07,1300.0,40.103,46.043,39.100425,44.891925,7638.007649999998,0.14650750567289225,16.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300418,昆仑万维,互联网,2023-06-26,2023-07-10,500.0,47.4727,39.4905,17.8022625,14.8089375,-4023.711200000003,-0.16951684652442361,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300502,新易盛,通信设备,2023-06-21,2023-07-10,600.0,109.6757,93.6156,49.354065,42.12702,-9727.541085000003,-0.14782279461175088,19.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601127,赛力斯,汽车整车,2023-06-21,2023-07-10,2900.0,40.103,45.8811,117.0638230263158,99.7913925,16539.63478447369,0.1422168500978402,19.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601127,赛力斯,汽车整车,2023-06-21,2023-07-11,900.0,40.103,44.5251,153.393975,30.054442500000004,3796.4415825000005,0.10518585704311398,20.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,63,中兴通讯,通信设备,2023-06-28,2023-07-12,1700.0,45.6544,45.1426,58.20936000000002,57.556815,-985.8261750000016,-0.012701902773883807,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,688390,固德威,电气设备,2023-07-07,2023-07-21,900.0,238.2142,238.6655,160.794585,161.09921250000002,84.276202500003,0.0003930925402432069,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,725,京东方Ａ,元器件,2023-07-10,2023-07-24,38900.0,4.4173,4.2744,128.8747275,124.70562,-5812.390347500001,-0.03382581554343151,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,688008,澜起科技,半导体,2023-07-10,2023-07-24,1000.0,64.0946,58.6414,48.07095,43.98105,-5545.252000000003,-0.08651668003232726,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,300015,爱尔眼科,医疗保健,2023-07-11,2023-07-25,2400.0,19.1776,20.6028,34.51968000000001,37.08504,3348.8752799999925,0.07276013161188036,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,603288,海天味业,食品,2023-07-12,2023-07-26,1600.0,47.528,47.1274,57.0336,56.55288,-754.5464799999954,-0.009922394167648483,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,2654,万润科技,互联网,2023-07-21,2023-08-04,17600.0,12.17,10.4,160.644,137.28,-31449.92399999999,-0.1468305258833196,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601668,中国建筑,建筑工程,2023-07-24,2023-08-07,13400.0,6.0326,6.6931,60.62763,67.26565500000001,8722.806714999999,0.10790632977488973,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,601900,南方传媒,出版业,2023-07-25,2023-08-08,4100.0,24.272,21.8907,74.6364,67.3139025,-9905.280302499998,-0.0995353504037574,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,603918,金桥信息,软件服务,2023-07-25,2023-08-08,3000.0,30.9855,27.0019,69.717375,60.75427500000001,-12081.271649999997,-0.12996693776121085,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,2271,东方雨虹,其他建材,2023-07-27,2023-08-10,2000.0,37.1066,37.5619,55.6599,56.342850000000006,798.5972500000023,0.01076085184306838,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
baseline_full_liquidity_detail_vol_position,NOT_VERIFIABLE,,600028,中国石化,石油加工,2023-08-04,2023-08-18,27200.0,6.7679,6.8579,138.06516000000002,139.90116,2170.0336799999964,0.011788095273275295,14.0,rebalance_unlocked,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,exports/signal_research/20260604_152142_206060_trusted_account_backtest
