strategy,window,evidence_status,sample_start,sample_end,trading_days,initial_equity,final_equity,ending_cash,ending_market_value,total_return,annualized_return,max_drawdown,drawdown_duration_trading_days,calmar,sharpe,sortino,annualized_volatility,daily_win_rate,turnover_notional_over_initial,total_cost,max_single_stock_weight,max_industry_weight,trade_cost_rate,slippage_rate,execution_time,adjustment_rule,suspension_limit_handling,cash_handling,evidence_class,comparability,formal_conclusion_allowed,sample_note,source_run
adaptive_market_style,six_months,NOT_VERIFIABLE,2025-12-03,2026-06-04,120.0,477729.6650049999,710444.7184124995,212357.71841249953,498087.0,0.48712707301746483,1.2079529538543152,-0.22236070234515604,91.0,5.432403033065117,2.32347222801474,3.66531603934194,0.3951956162127742,0.5462184873949579,101.41270052696633,36335.891587499995,0.457158957203121,0.6160734043668332,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260605_004258_229723_trusted_account_backtest
adaptive_market_style,three_months,NOT_VERIFIABLE,2026-03-04,2026-06-04,63.0,612067.1722974997,710444.7184124995,212357.71841249953,498087.0,0.1607299828640094,0.8071321459809442,-0.08918997290252573,34.0,9.049583935439086,2.305076446035163,3.3267085838340793,0.27984179008306126,0.5967741935483871,79.1544746112467,36335.891587499995,0.457158957203121,0.6160734043668332,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260605_004258_229723_trusted_account_backtest
dual_system_adaptive_route,full_history,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,505098.8557449999,526350.3579574999,161161.35795749992,365189.0,0.042073946457777955,0.18205649392287038,-0.1206116477439736,52.0,1.5094437173209658,0.7447560723476697,1.473233949942135,0.2861658826600767,0.43333333333333335,7.324169017455988,2774.5720425,0.2988679131081612,0.4860072172492303,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
dual_system_adaptive_route,one_year,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,505098.8557449999,526350.3579574999,161161.35795749992,365189.0,0.042073946457777955,0.18205649392287038,-0.1206116477439736,52.0,1.5094437173209658,0.7447560723476697,1.473233949942135,0.2861658826600767,0.43333333333333335,7.324169017455988,2774.5720425,0.2988679131081612,0.4860072172492303,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
dual_system_adaptive_route,six_months,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,505098.8557449999,526350.3579574999,161161.35795749992,365189.0,0.042073946457777955,0.18205649392287038,-0.1206116477439736,52.0,1.5094437173209658,0.7447560723476697,1.473233949942135,0.2861658826600767,0.43333333333333335,7.324169017455988,2774.5720425,0.2988679131081612,0.4860072172492303,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
dual_system_adaptive_route,three_months,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,505098.8557449999,526350.3579574999,161161.35795749992,365189.0,0.042073946457777955,0.18205649392287038,-0.1206116477439736,52.0,1.5094437173209658,0.7447560723476697,1.473233949942135,0.2861658826600767,0.43333333333333335,7.324169017455988,2774.5720425,0.2988679131081612,0.4860072172492303,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_auto_shadow,full_history,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,543590.1425375001,1.1425375001272189,543589.0,0.08718028507500031,0.40386020936866696,-0.1728134529503843,22.0,2.3369720497663886,0.8556361969699706,1.3823582956567737,0.6653573381608503,0.5166666666666667,11.7624199,4410.9074625,0.9984537173772708,0.9984537173772708,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_auto_shadow,one_year,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,543590.1425375001,1.1425375001272189,543589.0,0.08718028507500031,0.40386020936866696,-0.1728134529503843,22.0,2.3369720497663886,0.8556361969699706,1.3823582956567737,0.6653573381608503,0.5166666666666667,11.7624199,4410.9074625,0.9984537173772708,0.9984537173772708,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_auto_shadow,six_months,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,543590.1425375001,1.1425375001272189,543589.0,0.08718028507500031,0.40386020936866696,-0.1728134529503843,22.0,2.3369720497663886,0.8556361969699706,1.3823582956567737,0.6653573381608503,0.5166666666666667,11.7624199,4410.9074625,0.9984537173772708,0.9984537173772708,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_auto_shadow,three_months,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,543590.1425375001,1.1425375001272189,543589.0,0.08718028507500031,0.40386020936866696,-0.1728134529503843,22.0,2.3369720497663886,0.8556361969699706,1.3823582956567737,0.6653573381608503,0.5166666666666667,11.7624199,4410.9074625,0.9984537173772708,0.9984537173772708,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
tiered_liquidity_then_bs_v2,full_history,NOT_VERIFIABLE,2023-01-04,2026-06-02,823.0,512187.02782,146850.49471575004,9290.494715750045,137560.0,-0.7132873603988301,-0.30684671865184165,-0.9419639308876044,762.0,-0.3257520894273549,-0.001640585815731646,-0.0031563805186687103,1.0051126234815186,0.4489051094890511,59.74803483260932,22951.62628425,0.6940637509991499,0.8089992842542602,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,,exports/signal_research/20260603_202728_444675_trusted_account_backtest
tiered_liquidity_then_bs_v2,one_year,NOT_VERIFIABLE,2025-06-03,2026-06-02,243.0,83752.92002825004,146850.49471575004,9290.494715750045,137560.0,0.7533776095951885,0.7567620485024582,-0.6018108624524071,78.0,1.2574748907299842,0.9424089473842745,1.9012718508997888,1.6913139528363517,0.4834710743801653,365.38628585938045,22951.62628425,0.6940637509991499,0.8089992842542602,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260603_202728_444675_trusted_account_backtest
tiered_liquidity_then_bs_v2,six_months,NOT_VERIFIABLE,2025-12-01,2026-06-02,120.0,118838.78576575004,146850.49471575004,9290.494715750045,137560.0,0.23571184078921403,0.5256598120683342,-0.4144832984138047,78.0,1.2682291761332565,1.051731361268753,1.7087374701782643,0.5907664456241948,0.46218487394957986,257.5099382058791,22951.62628425,0.6940637509991499,0.8089992842542602,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260603_202728_444675_trusted_account_backtest
tiered_liquidity_then_bs_v2,three_months,NOT_VERIFIABLE,2026-03-02,2026-06-02,63.0,126478.96807575005,146850.49471575004,9290.494715750045,137560.0,0.16106651524701876,0.8092131597493426,-0.23016276297071925,41.0,3.5158300556736397,1.3878600310590674,2.7116158447922682,0.5390286495064202,0.45161290322580644,241.95460197518315,22951.62628425,0.6940637509991499,0.8089992842542602,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260603_202728_444675_trusted_account_backtest
ashare_hybrid_conservative_shadow,full_history,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,440889.73381,1831.7338099999995,439058.0,-0.11822053237999997,-0.39985997287080466,-0.15560483238,6.0,-2.569714363974977,-1.6619194978657834,-0.4827027171173802,0.2906905255305164,0.05,0.99558984,373.34619,0.9873612095136156,0.9958453697840255,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_hybrid_conservative_shadow,one_year,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,440889.73381,1831.7338099999995,439058.0,-0.11822053237999997,-0.39985997287080466,-0.15560483238,6.0,-2.569714363974977,-1.6619194978657834,-0.4827027171173802,0.2906905255305164,0.05,0.99558984,373.34619,0.9873612095136156,0.9958453697840255,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_hybrid_conservative_shadow,six_months,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,440889.73381,1831.7338099999995,439058.0,-0.11822053237999997,-0.39985997287080466,-0.15560483238,6.0,-2.569714363974977,-1.6619194978657834,-0.4827027171173802,0.2906905255305164,0.05,0.99558984,373.34619,0.9873612095136156,0.9958453697840255,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_hybrid_conservative_shadow,three_months,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,440889.73381,1831.7338099999995,439058.0,-0.11822053237999997,-0.39985997287080466,-0.15560483238,6.0,-2.569714363974977,-1.6619194978657834,-0.4827027171173802,0.2906905255305164,0.05,0.99558984,373.34619,0.9873612095136156,0.9958453697840255,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_trend_breakout_shadow,full_history,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_trend_breakout_shadow,one_year,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_trend_breakout_shadow,six_months,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
ashare_trend_breakout_shadow,three_months,NOT_VERIFIABLE,2026-03-04,2026-06-02,61.0,500000.0,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.00075,0.0,T+1_OPEN,signals may use adjusted data; strict ledger marks raw prices,historical saved run only; fresh strict snapshot unavailable,cash carried in saved account NAV,HISTORICAL_SAVED_ACCOUNT_RUN,NON_COMPARABLE,False,样本不足，不可作为长期能力证明,exports/signal_research/20260604_163941_308980_trusted_account_backtest
chenyiyun_selected,full_history,NOT_VERIFIABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chenyiyun_selected,one_year,NOT_VERIFIABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chenyiyun_selected,six_months,NOT_VERIFIABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chenyiyun_selected,three_months,NOT_VERIFIABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repair_reversal_shadow,full_history,NOT_VERIFIABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repair_reversal_shadow,one_year,NOT_VERIFIABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repair_reversal_shadow,six_months,NOT_VERIFIABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
repair_reversal_shadow,three_months,NOT_VERIFIABLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
